Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,Salida
1,-0.768379442,-1.03119745,-0.7995029512,-0.9910446292,-0.6257441648,-1.059831529,0.4539907512,1
1,-0.5631697356,-1.045372714,-0.689197012,-0.9410668961,-0.7157344871,-3.807635051,0.4990871835,1
1,-0.6795858556,-0.8807676687,-0.6865609719,-1.189235563,-0.5571453613,-3.120903852,0.4664868301,1
1,-0.6336999937,-1.088705856,-0.6593720766,-0.9357615223,-0.7003307544,-2.517869122,0.5289717342,1
1,-0.6784439735,-0.8530556821,-0.6178502194,-1.150627667,-0.6515426312,-3.253240309,0.536441758,1
1,-0.7003692142,-1.12038713,-0.7413436443,-0.9842109223,-0.7969019652,-3.054185872,0.5363655415,1
1,-0.74670058,-0.9648622917,-0.7835965818,-1.023508527,-0.7613552738,-0.9874635462,0.5665100298,1
1,-0.6227104243,-1.039169331,-0.5873451049,-1.167167423,-0.7943633186,-3.059604844,0.4958586732,1
1,-0.5937242606,-0.8845624854,-0.5740535226,-1.026233529,-0.676034997,-2.63273744,0.5778832593,1
1,-0.6287050357,-1.157048739,-0.6580250191,-0.9297360108,-0.7614142121,-2.507299941,0.5366261906,1
1,-0.5916699111,-0.9411491647,-0.7978357665,-0.834464556,-0.6710721812,-2.328573358,0.5370865082,1
1,-0.747490037,-0.9765322793,-0.7071502402,-1.198252205,-0.6799886114,-2.290619304,0.5230563697,1
1,-0.7101231505,-1.098434139,-0.5920944132,-0.8677483346,-0.7356846034,-2.676533214,0.463018794,1
1,-0.7387345027,-0.9245781245,-0.6566244607,-0.8498167994,-0.6501881143,-1.903306076,0.5430987077,1
1,-0.7699102237,-0.976237274,-0.7184524208,-0.919124383,-0.7472918355,-3.846810818,0.6206080019,1
1,-0.60591066,-1.122512954,-0.7806474045,-1.168374485,-0.7869963065,-2.386770348,0.5186179259,1
1,-0.5960692418,-0.8617640625,-0.7892004909,-1.036630641,-0.5634496368,-3.716237307,0.5110549331,1
1,-0.7572957099,-0.8204766755,-0.6666558095,-1.02037336,-0.7805620672,-2.385935004,0.5577981344,1
1,-0.5686596551,-1.199603371,-0.5621664562,-0.8005522576,-0.7202822508,-2.04638619,0.5892179607,1
1,-0.6637913482,-0.9672357239,-0.699040865,-1.098672149,-0.7812648918,-1.589082235,0.5067153764,1
1,-0.7631059551,-1.150918049,-0.7552581717,-1.193083752,-0.7453240149,-3.766343691,0.5153745141,1
1,-0.7580518406,-1.191458884,-0.6054172456,-1.160392596,-0.5684008602,-2.864544804,0.5473389108,1
1,-0.6230635097,-0.8132479497,-0.7562507379,-0.8445424286,-0.7647502364,-4.33346908,0.5279463747,1
1,-0.763200895,-1.127439631,-0.5870331633,-1.186518933,-0.7741359836,-0.8557194379,0.5334824278,1
1,-0.5577646896,-1.102444513,-0.638723728,-1.047929552,-0.7183954761,-3.267163572,0.4535213447,1
1,-0.6440438809,-1.134195436,-0.7215855275,-0.8006454364,-0.7435652486,-2.811900665,0.5287020324,1
1,-0.6848235132,-0.8969060227,-0.5829000614,-0.91578127,-0.7418478093,-3.931293172,0.4932963162,1
1,-0.7133149793,-1.058051213,-0.686784027,-1.102539587,-0.660211081,-2.595409933,0.5267221431,1
1,-0.5613904074,-0.979528466,-0.6627127873,-0.9329313375,-0.7648627646,-4.287395106,0.5722288463,1
1,-0.5735271462,-1.120141849,-0.6142565722,-1.019043269,-0.7962324414,-2.993475052,0.6221037961,1
1,-0.7421642373,-0.8014272583,-0.6879147569,-1.127818474,-0.6589203958,-3.396020072,0.522461501,1
1,-0.6415240459,-0.8354197487,-0.640288399,-0.888950592,-0.7368529992,-0.8277468498,0.6122894518,1
1,-0.5583673915,-0.9190648798,-0.6781025586,-1.103860097,-0.7489829104,-2.461326433,0.5108921185,1
1,-0.6721931126,-0.9711495295,-0.6411392272,-0.9372992484,-0.5821299812,-2.395134817,0.5556485149,1
1,-0.6066180534,-1.177237351,-0.6827744888,-1.070477835,-0.6333965571,-4.134094232,0.5469430539,1
1,-0.666033202,-1.031685324,-0.656707755,-1.034165462,-0.6109690673,-4.214142988,0.5792894726,1
1,-0.7804096059,-0.9474741424,-0.6170731848,-0.9886455829,-0.7098866723,-3.911353182,0.4691437177,1
1,-0.7076416852,-1.032477874,-0.7467479578,-1.068481897,-0.5662591039,-3.212859448,0.5313256954,1
1,-0.647315661,-0.8765888479,-0.7937384619,-1.065134685,-0.6811546693,-2.733437449,0.5390161893,1
1,-0.6706776154,-1.03842171,-0.7550461811,-0.8122755071,-0.5868855507,-2.873420834,0.5654074,1
1,-0.5552344833,-1.113928787,-0.7405435248,-1.128500275,-0.5626042728,-4.229048655,0.600047859,1
1,-0.6956703542,-1.047247942,-0.7695161898,-1.037470198,-0.6971348228,-4.386788338,0.4641336545,1
1,-0.5670921009,-0.9976070696,-0.5846062446,-0.802584264,-0.5820750582,-1.429331082,0.4902740408,1
1,-0.7680969372,-1.073867988,-0.5623577758,-0.8271886323,-0.7532928157,-1.038117577,0.4777042521,1
1,-0.6820307464,-1.187708107,-0.6264238626,-0.9329514333,-0.5724855033,-1.157460274,0.5698760537,1
1,-0.6625850963,-1.031300113,-0.7757659041,-0.966241397,-0.626958836,-2.502419404,0.5856771374,1
1,-0.726778829,-0.8049331453,-0.7512089537,-1.160021918,-0.6562964095,-1.331202147,0.5633457961,1
1,-0.6787696691,-0.9217348279,-0.7734041193,-1.089880925,-0.597347995,-2.321543251,0.4980751647,1
1,-0.5736600754,-0.80194358,-0.6725119663,-0.9802630045,-0.7044774783,-3.333613535,0.4934691,1
1,-0.7533143682,-0.9798400002,-0.6684200067,-1.123344516,-0.6774671695,-1.144187248,0.510495616,1
1,-0.7845504835,-1.16606348,-0.6055736459,-0.87295304,-0.7639436957,-3.038778409,0.4708503543,1
1,-0.7307032935,-0.8007431507,-0.5893507603,-1.083387408,-0.670067011,-3.651474705,0.5212728308,1
1,-0.6964993689,-1.199065287,-0.7382010219,-1.042776302,-0.6584401613,-3.213387652,0.5558262278,1
1,-0.5516209499,-1.107178746,-0.7292329138,-0.8818344711,-0.5964585309,-4.070923242,0.5976318507,1
1,-0.5761303901,-1.084281443,-0.6360142313,-1.054647505,-0.7187799637,-1.275195961,0.469704198,1
1,-0.7478084516,-1.052724664,-0.7506988802,-1.1338303,-0.6091200674,-2.484079827,0.5619486497,1
1,-0.6032344982,-0.8438062991,-0.6729470651,-1.102245163,-0.6348340998,-3.110987097,0.5907915154,1
1,-0.6161576989,-1.128295771,-0.6251407723,-0.8123636159,-0.7562102813,-4.188854901,0.4515470552,1
1,-0.7190320983,-1.088374352,-0.6961503469,-0.9100501489,-0.5823578254,-2.060641509,0.4890536025,1
1,-0.7441553291,-1.163285836,-0.6631932427,-1.006955033,-0.6930648432,-1.341257734,0.5955575839,1
1,-0.6417584447,-1.117668668,-0.6266604419,-1.143288014,-0.6317065599,-1.042166095,0.4565310991,1
1,-0.584501957,-1.035873861,-0.742096579,-0.8580493063,-0.7621276337,-1.525826578,0.5704293212,1
1,-0.6298245921,-0.8561253604,-0.6910411207,-0.9828559344,-0.7298066535,-1.842980592,0.5363464143,1
1,-0.5764178661,-0.9927086065,-0.5849300976,-1.188316037,-0.5549087841,-4.016045691,0.6162100326,1
1,-0.734605706,-1.094301938,-0.7078400351,-0.8736264354,-0.6039315293,-1.564171635,0.5499115963,1
1,-0.7566294117,-0.9088783768,-0.7534564253,-0.9951580219,-0.7180479578,-4.160328871,0.5412262833,1
1,-0.7476569996,-1.102866908,-0.5922438266,-1.103755006,-0.6513897965,-3.091569786,0.4983974806,1
1,-0.7778562999,-1.195933036,-0.6483084507,-1.181426444,-0.7226871132,-1.964081771,0.4526352019,1
1,-0.7080720577,-0.8182915192,-0.749360904,-1.11782641,-0.619125979,-1.856053775,0.4629008919,1
1,-0.5895520584,-1.108674173,-0.5846220099,-0.978568522,-0.6336356121,-0.9306988422,0.4993607881,1
1,-0.7599641347,-1.058179274,-0.7256679746,-0.874649987,-0.6754015321,-4.347073147,0.5477344918,1
1,-0.7041710105,-0.8491390154,-0.631825663,-0.9718572604,-0.7804752798,-2.944329729,0.5563451214,1
1,-0.7583226204,-0.9704015087,-0.6593551694,-0.8668054915,-0.7215688956,-3.280552209,0.4787170471,1
1,-0.7660458472,-1.176095895,-0.6512205196,-1.103398197,-0.6592540203,-3.04350673,0.5420601135,1
1,-0.777397199,-1.183114534,-0.7865934642,-1.027944625,-0.6678465849,-1.503596275,0.5790372244,1
1,-0.6144805182,-1.07661598,-0.6240131966,-0.9564439964,-0.6549248346,-1.58935933,0.4638570465,1
1,-0.7733833356,-0.900363194,-0.5755928144,-1.038415958,-0.5657915265,-2.913200046,0.4836491331,1
1,-0.6925325791,-1.03780889,-0.6746167547,-1.184098851,-0.7445902832,-4.215672275,0.557544688,1
1,-0.7045845962,-0.9471231728,-0.6951568532,-1.141799762,-0.7826555556,-1.17982688,0.5111034942,1
1,-0.6395339257,-1.18528147,-0.7850407648,-0.9254302169,-0.5800187484,-3.074442942,0.5374443781,1
1,-0.6349400566,-1.143847421,-0.556173425,-1.114960897,-0.7552865132,-1.715593985,0.5072660582,1
1,-0.6842564558,-0.9627201717,-0.7660035851,-0.9597499333,-0.6891338375,-1.12225575,0.5829813886,1
1,-0.7513258464,-1.088157606,-0.7129830316,-0.9715494641,-0.7529376871,-2.213111762,0.4714887701,1
1,-0.7540630405,-0.8653812797,-0.5606870581,-0.9115494476,-0.6762875581,-2.015567013,0.6063421417,1
1,-0.5523362864,-1.113305953,-0.5771816328,-1.171546929,-0.7190004209,-4.26796646,0.6241148546,1
1,-0.7099096143,-1.079120402,-0.568705366,-1.079199075,-0.6353743332,-4.281145722,0.5321095177,1
1,-0.625257048,-0.8212233911,-0.6974499283,-1.074267195,-0.7789578723,-2.984526227,0.4587742321,1
1,-0.6209117725,-0.8045756945,-0.6884827185,-1.083718859,-0.5502096846,-3.159174096,0.5376330102,1
1,-0.6830649555,-0.8629136562,-0.6692382319,-0.9947244166,-0.6289284389,-1.261250136,0.5539897536,1
1,-0.6428120378,-1.170660156,-0.5576552549,-0.9021217363,-0.5992850851,-1.487019687,0.5637941582,1
1,-0.6918995045,-0.9399461283,-0.7243221332,-1.057768423,-0.7821479545,-3.753983255,0.601319246,1
1,-0.7612503757,-0.9887884413,-0.65687595,-1.164189883,-0.6249395754,-0.9310371339,0.5631832682,1
1,-0.7693913202,-0.8758903791,-0.6095959851,-0.8139125908,-0.5562217958,-1.78076195,0.485426295,1
1,-0.7516398706,-0.9141851481,-0.6152709065,-1.171993682,-0.6372970968,-4.209978198,0.5704520698,1
1,-0.7813136335,-0.8725188469,-0.562174677,-1.077133447,-0.656522871,-1.552305844,0.526349466,1
1,-0.6777895772,-1.026866519,-0.6852538808,-0.8866729241,-0.5548645652,-3.388138446,0.5009856169,1
1,-0.7695235504,-0.9080282341,-0.6945831771,-1.028654064,-0.7807478865,-3.292440277,0.5682419483,1
1,-0.6605224761,-0.9048772741,-0.7341543595,-0.9743916416,-0.7145448589,-1.499158375,0.4503294759,1
1,-0.6123282076,-1.107691359,-0.6331513724,-0.9311305331,-0.6593701074,-2.041926274,0.4693205785,1
1,-0.5664543619,-0.8372712355,-0.7855723934,-0.9891250009,-0.553786171,-4.365758763,0.5360965283,1
1,-0.7339640441,-0.8442967816,-0.7487899065,-0.812790058,-0.660009641,-4.368253743,0.4757053106,1
1,-0.7160920893,-0.9340702562,-0.6391804287,-0.8889597786,-0.7656788152,-1.778407839,0.6149890072,1
1,-0.7455007714,-1.198260162,-0.6441626765,-0.8777167851,-0.7420168036,-1.919503464,0.6156803388,1
1,-0.5964598567,-0.9736925154,-0.7952047901,-1.148561285,-0.7797542666,-0.8322028345,0.5930308769,1
1,-0.7233292395,-0.8859455357,-0.6824213509,-0.812194502,-0.7277352039,-1.559958058,0.5252705149,1
1,-0.6177711714,-0.8425301753,-0.7746141865,-1.075801057,-0.5769904327,-2.589753762,0.5230847532,1
1,-0.5645879089,-0.9788142855,-0.7706259369,-1.092090834,-0.6788515221,-4.392239867,0.4754279197,1
1,-0.6691514839,-0.9426504154,-0.6854145501,-1.116423229,-0.5687521625,-2.855673112,0.4879950025,1
1,-0.6330170651,-1.183570239,-0.5867091061,-0.9257520765,-0.7302906897,-3.849811461,0.493761715,1
1,-0.7972213041,-0.8669134653,-0.7159117837,-1.006974753,-0.7169846765,-1.630928589,0.4985697725,1
1,-0.7733646028,-1.101289222,-0.6212866411,-0.9325683049,-0.5585884903,-0.915054797,0.5702397068,1
1,-0.582329111,-1.079819744,-0.7005896766,-0.901707775,-0.7945382719,-1.751771601,0.6207017233,1
1,-0.6326307614,-1.067155863,-0.5591758998,-1.169812165,-0.6203480317,-1.773167301,0.5434344938,1
1,-0.6234534188,-1.129536611,-0.6408100389,-1.061203131,-0.5518607471,-2.245616265,0.5108896864,1
1,-0.7801301732,-0.8961782012,-0.7075322092,-0.8588479282,-0.5560100984,-2.728014293,0.5133945654,1
1,-0.6290696995,-0.9029853844,-0.7200463302,-1.175234256,-0.7029948844,-3.515946667,0.4767168327,1
1,-0.794034497,-0.8971566498,-0.6758908305,-1.074397432,-0.6119568309,-2.421045744,0.489476763,1
1,-0.5616131162,-0.9915136849,-0.7801987958,-0.8448121617,-0.6526255808,-1.859360366,0.6164687577,1
1,-0.6261734846,-0.9090466776,-0.7839203437,-0.9640331596,-0.6551089358,-3.082540857,0.6092891234,1
1,-0.5982955624,-1.148208094,-0.6568166482,-0.9320972026,-0.7263169563,-3.752918669,0.5123364734,1
1,-0.6213204334,-0.8712198522,-0.7766316181,-0.944992799,-0.7593233867,-1.590846958,0.4872412689,1
1,-0.6759058143,-1.19673971,-0.7660963887,-0.8843530642,-0.6317658845,-1.410227528,0.6098916953,1
1,-0.7968436039,-1.041292984,-0.71839223,-1.036070707,-0.6456737945,-1.990920507,0.6169851721,1
1,-0.6685050742,-1.121952098,-0.7163806483,-1.050525384,-0.7752938094,-2.094707411,0.5848882612,1
1,-0.608808851,-0.8692073106,-0.7510870445,-1.046787391,-0.6531917744,-2.060298918,0.6238250039,1
1,-0.5905150942,-1.079119896,-0.7518120898,-0.8562733627,-0.6395430792,-4.401347145,0.5096247454,1
1,-0.5846821137,-1.040894864,-0.7408261818,-1.056064708,-0.7649244965,-1.176497177,0.5859761739,1
1,-0.7961902288,-1.165597784,-0.6827846153,-0.9240390051,-0.5867940773,-3.450348569,0.4720864108,1
1,-0.6394820916,-0.8047151619,-0.559887163,-1.12878873,-0.733751361,-3.213543462,0.5635278957,1
1,-0.7066940141,-1.187866286,-0.5980806598,-1.176427924,-0.6530516984,-4.102351615,0.6069038496,1
1,-0.6533218645,-0.9431785148,-0.7572105303,-0.8702217464,-0.5537985697,-2.741690512,0.5821989189,1
1,-0.646510347,-1.129934946,-0.5800080816,-0.8199692764,-0.6183589729,-3.853727613,0.5696521128,1
1,-0.7459699568,-1.174339624,-0.7933406181,-1.103275727,-0.6474616773,-3.548948305,0.5452337252,1
1,-0.6194725869,-0.9056057524,-0.7985927226,-1.167142411,-0.5551955169,-1.548515896,0.6125455793,1
1,-0.578542049,-0.9534436292,-0.6537750302,-1.038979052,-0.5939282577,-2.90759285,0.5282488943,1
1,-0.6457735219,-0.9959033885,-0.5727992241,-1.031075933,-0.7325417126,-2.971172445,0.516835259,1
1,-0.739358463,-0.9564829835,-0.6632876251,-0.9316034297,-0.7770900827,-4.045789111,0.611860959,1
1,-0.7836258957,-0.99146462,-0.6589209782,-0.9519634607,-0.5756867675,-3.630051354,0.5449082477,1
1,-0.6689928485,-1.192574823,-0.6509181462,-1.171164928,-0.7862194009,-2.512398703,0.6087843375,1
1,-0.6031976161,-1.154019984,-0.5734931089,-1.03817058,-0.7503004362,-1.397538561,0.6247421371,1
1,-0.7176856768,-1.109541298,-0.6894441891,-1.040419739,-0.7995993667,-2.661381158,0.4927291839,1
1,-0.7956860795,-0.8762174463,-0.7943558001,-0.8981516661,-0.702062592,-0.9295328379,0.5630459925,1
1,-0.7936632545,-0.89356666,-0.5507030753,-0.9928375255,-0.725254361,-3.386290921,0.5902239896,1
1,-0.5532795902,-0.9686031072,-0.7095599325,-0.990325433,-0.6253597809,-2.508482284,0.5474860267,1
1,-0.7460176183,-1.054861872,-0.731017114,-1.102900939,-0.6253016448,-2.471548469,0.5589790138,1
1,-0.6868573721,-1.169009239,-0.7746150034,-1.034395438,-0.6655388851,-4.352842394,0.4622578272,1
1,-0.766163777,-0.841186428,-0.654068483,-0.9797446786,-0.7654890728,-1.847652698,0.4980575872,1
1,-0.7598973939,-1.104076962,-0.5808000892,-1.035418875,-0.7500009182,-1.647460524,0.4911337146,1
1,-0.5534640431,-1.102905625,-0.6772114453,-1.167659887,-0.5939119203,-3.45550063,0.5050688934,1
1,-0.6107073068,-0.8050822324,-0.7167812947,-1.01614566,-0.5642855621,-2.408289594,0.4647366286,1
1,-0.5573313919,-0.8887956559,-0.7047103633,-1.199144653,-0.5653999479,-1.589597648,0.5103955498,1
1,-0.6990005799,-0.8793105666,-0.595210464,-0.997441151,-0.747222357,-2.208707949,0.5752206857,1
1,-0.6693982036,-0.991596312,-0.7965311182,-0.9035275657,-0.5987887174,-3.061248851,0.5258519644,1
1,-0.7594581092,-1.171360218,-0.5621469794,-0.8933928858,-0.6054082571,-1.219720383,0.4558695743,1
1,-0.7275368741,-1.065648255,-0.6958396626,-1.06102443,-0.7343594274,-3.746803654,0.5877858376,1
1,-0.7984161074,-1.042117788,-0.6185912219,-1.198155538,-0.7846338494,-0.8320332944,0.4962513867,1
1,-0.7714865047,-1.153885306,-0.7044904196,-0.9514554727,-0.6297412187,-1.069621856,0.5338091087,1
1,-0.7535912812,-1.191665364,-0.6679092113,-0.9556307184,-0.5765602487,-2.212454779,0.5119321811,1
1,-0.7383855548,-0.9047799718,-0.7537056364,-0.970548955,-0.6940793702,-2.850510768,0.4668210199,1
1,-0.7609029854,-0.819716753,-0.7049447882,-0.8593819415,-0.7118029662,-2.451741979,0.5920881725,1
1,-0.6419131698,-1.017107713,-0.6425082099,-1.035333396,-0.5673114812,-0.9037568922,0.5196815226,1
1,-0.6213041851,-0.9357643946,-0.7008603293,-0.8861709307,-0.7486846017,-1.18579514,0.6124520652,1
1,-0.7202502848,-1.175900865,-0.5878981119,-1.002871762,-0.7519597435,-1.694285238,0.4736474598,1
