Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,y1,y2
-1.00,-0.47,-1.01,-0.41,-1.14,-0.64,-1.53,-0.53,1,0
-1.00,-0.77,-0.91,-0.69,-0.98,-0.70,-1.75,-0.51,1,0
-1.00,-0.79,-0.92,-0.48,-1.14,-0.68,-3.83,-0.50,1,0
-1.00,-0.72,-1.09,-0.44,-1.15,-0.43,-1.38,-0.46,1,0
-1.00,-0.51,-1.12,-0.41,-0.99,-0.42,-4.45,-0.59,1,0
-1.00,-0.71,-0.86,-0.47,-0.95,-0.74,-1.22,-0.58,1,0
-1.00,-0.68,-1.15,-0.62,-1.01,-0.78,-2.49,-0.50,1,0
-1.00,-0.56,-0.95,-0.71,-0.86,-0.47,-4.46,-0.50,1,0
-1.00,-0.65,-1.14,-0.47,-1.00,-0.76,-1.20,-0.53,1,0
-1.00,-0.45,-1.20,-0.42,-0.90,-0.79,-1.80,-0.61,1,0
-1.00,-0.47,-1.05,-0.77,-0.92,-0.60,-2.33,-0.56,1,0
-1.00,-0.65,-1.03,-0.58,-1.17,-0.71,-4.11,-0.57,1,0
-1.00,-0.65,-0.86,-0.43,-1.03,-0.74,-2.42,-0.47,1,0
-1.00,-0.72,-0.93,-0.79,-1.18,-0.66,-1.14,-0.59,1,0
-1.00,-0.76,-0.87,-0.72,-1.00,-0.48,-2.92,-0.55,1,0
-1.00,-0.56,-0.97,-0.50,-1.00,-0.68,-1.29,-0.47,1,0
-1.00,-0.79,-1.08,-0.40,-1.18,-0.43,-2.18,-0.58,1,0
-1.00,-0.74,-0.90,-0.73,-1.08,-0.62,-3.91,-0.46,1,0
-1.00,-0.61,-1.17,-0.69,-1.11,-0.42,-1.65,-0.53,1,0
-1.00,-0.45,-1.16,-0.62,-1.03,-0.54,-3.72,-0.57,1,0
-1.00,-0.42,-1.01,-0.73,-1.07,-0.50,-3.91,-0.45,1,0
-1.00,-0.71,-1.00,-0.79,-1.09,-0.61,-2.51,-0.55,1,0
-1.00,-0.41,-1.06,-0.72,-1.20,-0.41,-1.25,-0.59,1,0
-1.00,-0.75,-0.90,-0.44,-0.86,-0.44,-4.07,-0.49,1,0
-1.00,-0.65,-1.00,-0.67,-0.94,-0.78,-4.28,-0.49,1,0
-1.00,-0.60,-1.06,-0.41,-1.17,-0.58,-3.92,-0.59,1,0
-1.00,-0.51,-1.08,-0.68,-1.11,-0.44,-0.85,-0.47,1,0
-1.00,-0.43,-1.15,-0.64,-0.90,-0.49,-3.36,-0.56,1,0
-1.00,-0.61,-0.95,-0.63,-0.95,-0.48,-3.04,-0.58,1,0
-1.00,-0.55,-0.85,-0.42,-1.08,-0.73,-3.93,-0.57,1,0
-1.00,-0.56,-0.86,-0.79,-1.12,-0.74,-0.81,-0.57,1,0
-1.00,-0.79,-0.87,-0.62,-1.19,-0.78,-2.89,-0.60,1,0
-1.00,-0.64,-1.18,-0.80,-0.91,-0.70,-4.47,-0.50,1,0
-1.00,-0.68,-1.05,-0.67,-1.11,-0.79,-3.77,-0.58,1,0
-1.00,-0.70,-0.98,-0.79,-1.15,-0.50,-4.11,-0.57,1,0
-1.00,-0.51,-1.12,-0.67,-1.09,-0.43,-1.78,-0.57,1,0
-1.00,-0.44,-1.02,-0.58,-1.11,-0.48,-3.43,-0.56,1,0
-1.00,-0.68,-0.98,-0.76,-1.11,-0.55,-1.35,-0.53,1,0
-1.00,-0.76,-1.06,-0.64,-0.86,-0.77,-1.32,-0.62,1,0
-1.00,-0.46,-1.20,-0.70,-0.87,-0.46,-3.75,-0.48,1,0
-1.00,-0.57,-1.19,-0.48,-1.10,-0.45,-1.11,-0.58,1,0
-1.00,-0.55,-1.12,-0.64,-1.19,-0.65,-2.57,-0.59,1,0
-1.00,-0.48,-1.07,-0.63,-0.88,-0.49,-3.53,-0.48,1,0
-1.00,-0.60,-1.20,-0.47,-0.96,-0.46,-3.21,-0.57,1,0
-1.00,-0.62,-0.92,-0.68,-1.05,-0.53,-3.17,-0.56,1,0
-1.00,-0.70,-0.95,-0.73,-0.90,-0.77,-2.14,-0.53,1,0
-1.00,-0.67,-0.86,-0.41,-1.16,-0.41,-1.99,-0.60,1,0
-1.00,-0.54,-1.03,-0.74,-0.99,-0.61,-2.65,-0.54,1,0
-1.00,-0.53,-0.90,-0.40,-0.98,-0.43,-4.14,-0.51,1,0
-1.00,-0.63,-0.99,-0.66,-0.88,-0.56,-1.51,-0.53,1,0
-1.00,-0.63,-1.05,-0.70,-0.85,-0.72,-1.54,-0.60,1,0
-1.00,-0.57,-0.95,-0.68,-1.17,-0.80,-2.99,-0.52,1,0
-1.00,-0.69,-1.11,-0.67,-0.87,-0.41,-1.19,-0.55,1,0
-1.00,-0.43,-0.86,-0.73,-1.07,-0.71,-2.67,-0.57,1,0
-1.00,-0.42,-1.11,-0.75,-0.87,-0.54,-3.53,-0.60,1,0
-1.00,-0.49,-0.97,-0.60,-0.88,-0.46,-1.88,-0.61,1,0
-1.00,-0.62,-1.00,-0.53,-1.10,-0.60,-1.40,-0.55,1,0
-1.00,-0.59,-1.17,-0.55,-0.91,-0.41,-1.99,-0.60,1,0
-1.00,-0.45,-1.01,-0.64,-0.97,-0.69,-3.01,-0.50,1,0
-1.00,-0.54,-1.10,-0.76,-1.12,-0.40,-3.24,-0.50,1,0
-1.00,-0.77,-0.98,-0.50,-1.02,-0.77,-2.24,-0.48,1,0
-1.00,-0.69,-0.90,-0.46,-0.86,-0.53,-2.57,-0.46,1,0
-1.00,-0.66,-1.02,-0.67,-0.87,-0.68,-3.40,-0.56,1,0
-1.00,-0.78,-1.09,-0.43,-1.19,-0.77,-2.21,-0.61,1,0
-1.00,-0.72,-1.05,-0.44,-1.06,-0.51,-3.84,-0.49,1,0
-1.00,-0.67,-1.18,-0.79,-1.17,-0.49,-1.38,-0.52,1,0
-1.00,-0.75,-1.13,-0.43,-1.13,-0.54,-3.00,-0.58,1,0
-1.00,-0.72,-0.89,-0.78,-1.18,-0.60,-4.30,-0.46,1,0
-1.00,-0.58,-0.94,-0.66,-1.20,-0.77,-4.31,-0.60,1,0
-1.00,-0.73,-1.05,-0.62,-1.05,-0.76,-2.40,-0.53,1,0
-1.00,-0.65,-0.98,-0.56,-1.06,-0.62,-4.23,-0.62,1,0
-1.00,-0.70,-0.93,-0.52,-0.91,-0.68,-3.06,-0.58,1,0
-1.00,-0.48,-0.96,-0.41,-1.17,-0.50,-3.11,-0.60,1,0
-1.00,-0.73,-1.05,-0.79,-1.16,-0.79,-1.23,-0.47,1,0
-1.00,-0.54,-0.91,-0.65,-0.86,-0.61,-1.84,-0.61,1,0
-1.00,-0.60,-1.11,-0.50,-0.89,-0.75,-2.25,-0.59,1,0
-1.00,-0.50,-0.92,-0.59,-0.97,-0.74,-2.98,-0.46,1,0
-1.00,-0.52,-1.03,-0.71,-1.07,-0.58,-4.39,-0.54,1,0
-1.00,-0.58,-1.12,-0.64,-1.19,-0.72,-1.85,-0.62,1,0
-1.00,-0.53,-1.11,-0.75,-0.95,-0.42,-1.79,-0.62,1,0
-1.00,-0.72,-0.89,-0.78,-1.14,-0.60,-3.41,-0.59,1,0
-1.00,-0.48,-0.88,-0.67,-1.16,-0.63,-4.33,-0.47,1,0
-1.00,-0.60,-1.14,-0.69,-1.07,-0.71,-1.22,-0.52,1,0
-1.00,-0.61,-0.95,-0.45,-1.02,-0.56,-3.02,-0.59,1,0
-1.00,-0.78,-1.16,-0.60,-0.97,-0.46,-2.08,-0.48,1,0
-1.00,-0.66,-1.10,-0.51,-1.06,-0.49,-1.71,-0.55,1,0
-1.00,-0.61,-0.89,-0.60,-0.98,-0.52,-4.39,-0.54,1,0
-1.00,-0.76,-0.99,-0.48,-1.08,-0.42,-3.93,-0.49,1,0
-1.00,-0.41,-0.94,-0.64,-1.03,-0.67,-3.46,-0.57,1,0
-1.00,-0.78,-0.89,-0.56,-0.99,-0.69,-2.51,-0.48,1,0
-1.00,-0.57,-0.98,-0.59,-1.19,-0.78,-4.14,-0.47,1,0
-1.00,-0.80,-1.13,-0.80,-1.09,-0.72,-3.80,-0.60,1,0
-1.00,-0.46,-0.88,-0.70,-1.10,-0.51,-4.27,-0.47,1,0
-1.00,-0.71,-1.00,-0.80,-1.15,-0.73,-3.81,-0.45,1,0
-1.00,-0.77,-0.90,-0.74,-0.98,-0.54,-2.75,-0.54,1,0
-1.00,-0.47,-0.86,-0.51,-1.15,-0.52,-3.74,-0.52,1,0
-1.00,-0.52,-1.12,-0.62,-0.95,-0.50,-3.51,-0.45,1,0
-1.00,-0.63,-1.00,-0.55,-1.11,-0.48,-3.90,-0.58,1,0
-1.00,-0.52,-0.97,-0.78,-0.99,-0.58,-3.39,-0.47,1,0
-1.00,-0.79,-0.86,-0.67,-0.97,-0.53,-2.24,-0.49,1,0
-1.00,-0.60,-1.01,-0.78,-1.04,-0.47,-2.06,-0.51,1,0
-1.00,-0.44,-1.02,-0.72,-1.05,-0.75,-3.60,-0.58,1,0
-1.00,-0.63,-1.18,-0.64,-1.05,-0.70,-0.91,-0.54,1,0
-1.00,-0.74,-1.02,-0.69,-0.92,-0.60,-0.94,-0.53,1,0
-1.00,-0.73,-0.90,-0.66,-0.99,-0.51,-4.05,-0.49,1,0
-1.00,-0.59,-1.11,-0.54,-1.15,-0.64,-3.32,-0.57,1,0
-1.00,-0.69,-1.05,-0.63,-0.99,-0.56,-1.98,-0.47,1,0
-1.00,-0.73,-1.16,-0.68,-1.12,-0.42,-4.43,-0.50,1,0
-1.00,-0.78,-1.06,-0.40,-0.99,-0.63,-4.24,-0.46,1,0
-1.00,-0.41,-1.12,-0.71,-1.04,-0.74,-2.51,-0.48,1,0
-1.00,-0.76,-1.00,-0.70,-1.00,-0.48,-2.79,-0.58,1,0
-1.00,-0.56,-1.10,-0.45,-0.91,-0.65,-3.61,-0.47,1,0
-1.00,-0.50,-1.04,-0.63,-1.16,-0.59,-2.46,-0.61,1,0
-1.00,-0.57,-1.17,-0.66,-0.85,-0.53,-1.92,-0.62,1,0
-1.00,-0.54,-0.98,-0.41,-1.06,-0.57,-4.03,-0.48,1,0
-1.00,-0.51,-1.14,-0.68,-1.12,-0.79,-1.64,-0.46,1,0
-1.00,-0.55,-0.85,-0.55,-1.04,-0.42,-1.50,-0.47,1,0
-1.00,-0.68,-1.19,-0.72,-1.15,-0.42,-1.12,-0.50,1,0
-1.00,-0.76,-1.16,-0.71,-0.88,-0.50,-2.70,-0.61,1,0
-1.00,-0.40,-0.99,-0.45,-0.97,-0.63,-3.32,-0.54,1,0
-1.00,-0.66,-1.18,-0.45,-0.97,-0.49,-4.44,-0.53,1,0
-1.00,-0.43,-1.10,-0.43,-1.00,-0.73,-3.80,-0.55,1,0
-1.00,-0.59,-0.96,-0.79,-0.95,-0.53,-2.67,-0.51,1,0
-1.00,-0.75,-1.00,-0.59,-1.01,-0.64,-3.24,-0.49,1,0
-1.00,-0.48,-0.99,-0.57,-1.05,-0.60,-4.31,-0.61,1,0
-1.00,-0.45,-0.85,-0.68,-1.15,-0.60,-2.90,-0.48,1,0
-1.00,-0.79,-0.87,-0.65,-1.14,-0.66,-3.89,-0.62,1,0
-1.00,-0.42,-1.05,-0.58,-1.18,-0.55,-4.22,-0.57,1,0
-1.00,-0.51,-1.10,-0.79,-0.98,-0.67,-2.73,-0.55,1,0
-1.00,-0.46,-0.89,-0.73,-1.11,-0.70,-1.42,-0.60,1,0
-1.00,-0.44,-1.10,-0.49,-0.99,-0.75,-1.62,-0.57,1,0
-1.00,-0.42,-0.89,-0.77,-0.91,-0.54,-1.41,-0.52,1,0
-1.00,-0.76,-0.93,-0.46,-1.11,-0.47,-3.23,-0.55,1,0
-1.00,-0.44,-1.19,-0.42,-0.92,-0.54,-3.41,-0.53,1,0
-1.00,-0.77,-0.87,-0.45,-1.03,-0.46,-3.14,-0.58,1,0
-1.00,-0.66,-1.14,-0.43,-1.18,-0.74,-1.30,-0.45,1,0
-1.00,-0.66,-0.85,-0.67,-0.96,-0.66,-0.86,-0.55,1,0
-1.00,-0.69,-0.99,-0.59,-0.87,-0.57,-1.42,-0.49,1,0
-1.00,-0.65,-0.93,-0.58,-0.96,-0.61,-2.73,-0.59,1,0
-1.00,-0.73,-1.07,-0.58,-1.11,-0.51,-1.48,-0.47,1,0
-1.00,-0.60,-1.04,-0.77,-1.08,-0.76,-1.27,-0.51,1,0
-1.00,-0.48,-1.05,-0.65,-0.91,-0.55,-3.41,-0.58,1,0
-1.00,-0.45,-0.96,-0.48,-1.06,-0.55,-0.97,-0.49,1,0
-1.00,-0.43,-1.01,-0.76,-0.89,-0.45,-2.46,-0.57,1,0
-1.00,-0.49,-1.03,-0.77,-0.98,-0.70,-3.24,-0.50,1,0
-1.00,-0.41,-1.14,-0.64,-1.11,-0.76,-0.91,-0.48,1,0
-1.00,-0.69,-1.06,-0.58,-1.11,-0.51,-1.54,-0.57,1,0
-1.00,-0.65,-1.08,-0.44,-0.88,-0.52,-2.57,-0.57,1,0
-1.00,-0.55,-1.04,-0.80,-0.93,-0.50,-3.78,-0.49,1,0
-1.00,-0.48,-1.06,-0.69,-0.99,-0.45,-1.52,-0.46,1,0
-1.00,-0.66,-0.91,-0.54,-0.95,-0.61,-3.19,-0.46,1,0
-1.00,-0.66,-0.91,-0.49,-0.87,-0.54,-2.62,-0.57,1,0
-1.00,-0.60,-0.93,-0.80,-1.19,-0.51,-2.95,-0.58,1,0
-1.00,-0.54,-1.18,-0.67,-0.90,-0.66,-1.00,-0.51,1,0
-1.00,-0.71,-1.11,-0.51,-1.17,-0.74,-2.79,-0.60,1,0
-1.00,-0.41,-1.09,-0.66,-1.02,-0.58,-1.39,-0.49,1,0
-1.00,-0.40,-1.03,-0.74,-1.07,-0.44,-2.47,-0.47,1,0
-1.00,-0.52,-1.13,-0.46,-1.12,-0.40,-2.93,-0.61,1,0
-1.00,-0.79,-1.13,-0.63,-1.02,-0.65,-1.13,-0.49,1,0
-1.00,-0.46,-1.17,-0.77,-1.17,-0.57,-2.69,-0.58,1,0
-1.00,-0.67,-0.93,-0.52,-1.02,-0.40,-1.34,-0.52,1,0
-1.00,-0.41,-1.16,-0.44,-0.98,-0.48,-2.88,-0.60,1,0
-1.00,-0.59,-0.93,-0.54,-1.00,-0.49,-3.63,-0.62,1,0
-1.00,-0.58,-1.19,-0.64,-1.02,-0.60,-1.99,-0.60,1,0
-1.00,-0.62,-1.15,-0.40,-0.95,-0.59,-3.81,-0.59,1,0
-1.00,-0.48,-0.88,-0.58,-0.94,-0.69,-1.80,-0.55,1,0
-1.00,-0.61,-1.03,-0.78,-1.11,-0.68,-1.95,-0.62,1,0
-1.00,-0.55,-0.91,-0.53,-1.06,-0.71,-1.96,-0.53,1,0
-1.00,-0.65,-1.09,-0.53,-0.97,-0.45,-3.93,-0.48,1,0
-1.00,-0.75,-0.86,-0.73,-0.92,-0.69,-0.94,-0.47,1,0
-1.00,-0.65,-1.09,-0.75,-1.07,-0.42,-2.50,-0.46,1,0
-1.00,-0.63,-0.98,-0.62,-1.08,-0.53,-2.41,-0.52,1,0
-1.00,-0.50,-0.97,-0.61,-1.13,-0.66,-3.24,-0.58,1,0
-1.00,-0.75,-1.19,-0.66,-1.01,-0.53,-1.49,-0.47,1,0
-1.00,-0.72,-1.18,-0.46,-0.96,-0.61,-1.78,-0.57,1,0
-1.00,-0.54,-1.02,-0.41,-1.13,-0.60,-2.97,-0.61,1,0
-1.00,-0.51,-1.04,-0.57,-0.89,-0.66,-2.72,-0.57,1,0
-1.00,-0.49,-1.16,-0.67,-1.15,-0.50,-1.49,-0.62,1,0
-1.00,-0.44,-1.07,-0.48,-1.08,-0.65,-2.06,-0.52,1,0
-1.00,-0.69,-0.95,-0.60,-0.95,-0.64,-2.27,-0.56,1,0
-1.00,-0.46,-0.92,-0.58,-0.91,-0.43,-1.88,-0.46,1,0
-1.00,-0.68,-0.90,-0.67,-0.87,-0.78,-2.63,-0.45,1,0
-1.00,-0.65,-0.97,-0.67,-1.19,-0.47,-0.92,-0.55,1,0
-1.00,-0.68,-0.94,-0.44,-1.07,-0.50,-3.86,-0.50,1,0
-1.00,-0.68,-1.17,-0.47,-1.00,-0.53,-2.08,-0.62,1,0
-1.00,-0.62,-1.03,-0.58,-0.88,-0.77,-2.15,-0.54,1,0
-1.00,-0.60,-1.15,-0.50,-1.16,-0.45,-2.97,-0.57,1,0
-1.00,-0.53,-0.89,-0.41,-0.97,-0.65,-3.97,-0.60,1,0
-1.00,-0.68,-1.19,-0.74,-0.90,-0.64,-2.15,-0.57,1,0
-1.00,-0.41,-1.09,-0.47,-1.00,-0.54,-2.67,-0.51,1,0
-1.00,-0.46,-0.85,-0.42,-1.06,-0.64,-3.88,-0.50,1,0
-1.00,-0.69,-0.91,-0.67,-0.93,-0.70,-4.15,-0.56,1,0
-1.00,-0.79,-1.03,-0.49,-0.93,-0.63,-4.11,-0.55,1,0
-1.00,-0.62,-0.86,-0.49,-1.03,-0.60,-2.91,-0.54,1,0
-1.00,-0.56,-0.97,-0.42,-0.87,-0.65,-3.01,-0.61,1,0
-1.00,-0.57,-1.02,-0.64,-0.95,-0.68,-1.54,-0.54,1,0
-1.00,-0.76,-0.88,-0.53,-0.90,-0.79,-3.12,-0.50,1,0
-1.00,-0.66,-1.17,-0.64,-1.05,-0.47,-1.73,-0.61,1,0
-1.00,-0.62,-1.12,-0.67,-1.16,-0.74,-1.60,-0.59,1,0
-1.00,-0.59,-1.04,-0.63,-1.01,-0.73,-0.86,-0.55,1,0
-1.00,-0.52,-0.85,-0.42,-0.97,-0.47,-1.44,-0.51,1,0
-1.00,-0.66,-1.06,-0.73,-1.02,-0.41,-4.32,-0.49,1,0
-1.00,-0.62,-0.93,-0.60,-0.92,-0.77,-4.11,-0.48,1,0
-1.00,-0.77,-1.14,-0.42,-0.85,-0.79,-2.11,-0.62,1,0
-1.00,-0.62,-0.86,-0.41,-0.96,-0.54,-4.38,-0.49,1,0
-1.00,-0.59,-0.91,-0.44,-1.00,-0.50,-1.16,-0.49,1,0
-1.00,-0.50,-1.18,-0.46,-1.00,-0.61,-2.70,-0.53,1,0
-1.00,-0.74,-1.06,-0.62,-0.98,-0.55,-2.87,-0.60,1,0
-1.00,-0.48,-1.05,-0.75,-0.86,-0.69,-2.31,-0.46,1,0
-1.00,-0.68,-0.95,-0.44,-0.89,-0.63,-2.69,-0.46,1,0
-1.00,-0.73,-0.99,-0.72,-1.01,-0.46,-2.84,-0.62,1,0
-1.00,-0.68,-1.11,-0.49,-0.93,-0.45,-1.82,-0.55,1,0
-1.00,-0.59,-1.04,-0.68,-1.12,-0.73,-3.83,-0.48,1,0
-1.00,-0.62,-0.92,-0.62,-1.05,-0.70,-2.39,-0.45,1,0
-1.00,-0.54,-0.88,-0.74,-1.17,-0.73,-1.91,-0.50,1,0
-1.00,-0.63,-0.99,-0.58,-0.88,-0.65,-1.31,-0.52,1,0
-1.00,-0.67,-0.88,-0.62,-0.86,-0.46,-1.05,-0.45,1,0
-1.00,-0.61,-0.98,-0.47,-1.13,-0.45,-2.65,-0.57,1,0
-1.00,-0.72,-1.20,-0.63,-0.98,-0.41,-2.07,-0.52,1,0
-1.00,-0.42,-0.88,-0.64,-1.11,-0.68,-3.65,-0.45,1,0
-1.00,-0.58,-1.02,-0.44,-1.11,-0.77,-3.84,-0.52,1,0
-1.00,-0.52,-0.98,-0.53,-0.95,-0.55,-1.78,-0.50,1,0
-1.00,-0.43,-1.09,-0.51,-1.05,-0.42,-2.45,-0.47,1,0
-1.00,-0.47,-0.93,-0.49,-1.17,-0.64,-3.76,-0.57,1,0
-1.00,-0.73,-1.00,-0.63,-0.98,-0.62,-1.95,-0.51,1,0
-1.00,-0.79,-0.98,-0.66,-0.99,-0.47,-3.21,-0.47,1,0
-1.00,-0.45,-0.90,-0.61,-0.88,-0.70,-2.66,-0.58,1,0
-1.00,-0.48,-1.18,-0.71,-0.96,-0.61,-0.91,-0.58,1,0
-1.00,-0.44,-0.91,-0.72,-1.00,-0.54,-2.05,-0.46,1,0
-1.00,-0.51,-0.95,-0.80,-1.04,-0.41,-2.13,-0.51,1,0
-1.00,-0.51,-1.00,-0.73,-1.19,-0.67,-0.86,-0.45,1,0
-1.00,-0.73,-1.19,-0.68,-1.10,-0.65,-1.37,-0.47,1,0
-1.00,-0.63,-1.06,-0.47,-1.10,-0.51,-4.08,-0.51,1,0
-1.00,-0.43,-1.07,-0.67,-0.96,-0.69,-1.62,-0.61,1,0
-1.00,-0.44,-1.05,-0.63,-0.99,-0.42,-3.75,-0.56,1,0
-1.00,-0.57,-1.15,-0.63,-1.06,-0.53,-0.88,-0.50,1,0
-1.00,-0.47,-0.99,-0.67,-1.11,-0.75,-1.37,-0.49,1,0
-1.00,-0.51,-1.09,-0.56,-0.92,-0.76,-1.28,-0.50,1,0
-1.00,-0.44,-1.05,-0.56,-1.00,-0.46,-1.17,-0.54,1,0
-1.00,-0.60,-1.02,-0.49,-1.04,-0.50,-4.46,-0.53,1,0
-1.00,-0.40,-1.12,-0.44,-0.98,-0.48,-1.50,-0.48,1,0
-1.00,-0.56,-0.88,-0.61,-1.10,-0.65,-2.90,-0.48,1,0
-1.00,-0.43,-0.98,-0.66,-0.95,-0.54,-1.86,-0.54,1,0
-1.00,-0.52,-1.19,-0.44,-1.18,-0.50,-3.03,-0.57,1,0
-1.00,-0.45,-1.01,-0.75,-0.91,-0.72,-2.66,-0.55,1,0
-1.00,-0.48,-0.97,-0.65,-0.97,-0.76,-2.50,-0.59,1,0
-1.00,-0.71,-0.89,-0.52,-0.90,-0.41,-2.01,-0.49,1,0
-1.00,-0.61,-1.15,-0.49,-1.07,-0.48,-2.95,-0.48,1,0
-1.00,-0.57,-0.92,-0.74,-0.86,-0.56,-4.35,-0.51,1,0
-1.00,-0.63,-0.85,-0.54,-1.16,-0.54,-3.19,-0.62,1,0
-1.00,-0.71,-0.95,-0.54,-0.99,-0.50,-4.49,-0.53,1,0
-1.00,-0.47,-1.18,-0.72,-1.11,-0.53,-0.93,-0.60,1,0
-1.00,-0.54,-1.03,-0.64,-1.08,-0.64,-1.73,-0.55,1,0
-1.00,-0.48,-0.94,-0.53,-1.18,-0.48,-1.64,-0.52,1,0
-1.00,-0.73,-0.87,-0.51,-1.13,-0.52,-3.14,-0.52,1,0
-1.00,-0.43,-1.10,-0.65,-1.04,-0.70,-3.48,-0.51,1,0
-1.00,-0.46,-1.15,-0.52,-1.07,-0.68,-3.91,-0.47,1,0
-1.00,-0.72,-1.01,-0.46,-1.03,-0.78,-3.41,-0.60,1,0
-1.00,-0.56,-0.96,-0.59,-0.92,-0.55,-2.13,-0.50,1,0
-1.00,-0.76,-1.11,-0.67,-1.09,-0.74,-1.71,-0.49,1,0
-1.00,-0.78,-1.05,-0.70,-1.12,-0.69,-3.96,-0.61,1,0
-1.00,-0.42,-0.87,-0.59,-1.19,-0.66,-1.23,-0.51,1,0
-1.00,-0.46,-0.95,-0.75,-1.00,-0.70,-2.91,-0.61,1,0
-1.00,-0.60,-0.90,-0.78,-1.14,-0.46,-1.77,-0.61,1,0
-1.00,-0.50,-0.91,-0.79,-1.03,-0.72,-3.87,-0.61,1,0
