Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,Salida
1.00,-0.78,-1.11,-0.79,-0.91,-0.67,-3.23,0.51,1
1.00,-0.62,-1.03,-0.68,-1.09,-0.72,-2.90,0.48,1
1.00,-0.66,-0.98,-0.57,-1.16,-0.65,-2.62,0.45,1
1.00,-0.78,-1.04,-0.56,-0.82,-0.75,-2.40,0.60,1
1.00,-0.75,-1.13,-0.62,-1.17,-0.56,-1.84,0.61,1
1.00,-0.75,-1.11,-0.70,-1.15,-0.62,-1.50,0.61,1
1.00,-0.79,-1.03,-0.60,-1.04,-0.79,-3.80,0.50,1
1.00,-0.69,-1.06,-0.56,-0.80,-0.66,-3.06,0.58,1
1.00,-0.57,-1.14,-0.74,-0.96,-0.58,-1.90,0.51,1
1.00,-0.59,-0.85,-0.60,-0.85,-0.76,-2.68,0.60,1
1.00,-0.77,-0.97,-0.58,-0.90,-0.76,-2.83,0.47,1
1.00,-0.59,-0.91,-0.68,-1.17,-0.70,-2.33,0.46,1
1.00,-0.72,-0.94,-0.73,-1.15,-0.77,-1.61,0.55,1
1.00,-0.70,-1.20,-0.70,-1.15,-0.80,-0.99,0.57,1
1.00,-0.69,-1.13,-0.60,-0.92,-0.71,-4.01,0.61,1
1.00,-0.72,-0.98,-0.66,-1.00,-0.78,-3.68,0.47,1
1.00,-0.60,-0.88,-0.59,-1.00,-0.67,-4.19,0.59,1
1.00,-0.71,-1.15,-0.63,-0.86,-0.62,-3.89,0.56,1
