Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,Salida
1.00,-0.70,-0.98,-0.66,-1.04,-0.67,-3.18,0.57,1
1.00,-0.65,-1.14,-0.62,-0.84,-0.57,-3.20,0.60,1
1.00,-0.71,-1.19,-0.71,-1.10,-0.69,-2.70,0.58,1
1.00,-0.59,-1.06,-0.77,-0.86,-0.65,-1.05,0.51,1
1.00,-0.62,-0.97,-0.57,-0.93,-0.62,-2.57,0.49,1
1.00,-0.80,-1.10,-0.62,-1.08,-0.58,-2.19,0.53,1
1.00,-0.60,-1.05,-0.55,-0.99,-0.71,-2.45,0.46,1
1.00,-0.60,-1.10,-0.73,-0.94,-0.62,-2.27,0.59,1
1.00,-0.69,-0.85,-0.63,-0.87,-0.79,-0.91,0.49,1
1.00,-0.71,-1.04,-0.73,-1.17,-0.64,-1.77,0.47,1
1.00,-0.69,-0.94,-0.66,-1.19,-0.79,-0.95,0.54,1
1.00,-0.75,-0.98,-0.77,-1.01,-0.56,-3.61,0.56,1
1.00,-0.56,-1.14,-0.58,-1.11,-0.65,-1.15,0.58,1
1.00,-0.64,-0.93,-0.73,-1.17,-0.62,-2.70,0.53,1
1.00,-0.74,-1.11,-0.56,-1.07,-0.69,-2.56,0.57,1
1.00,-0.74,-1.13,-0.79,-1.07,-0.76,-1.87,0.47,1
1.00,-0.69,-1.13,-0.72,-0.81,-0.56,-1.12,0.58,1
1.00,-0.67,-0.93,-0.75,-1.01,-0.61,-2.77,0.54,1
1.00,-0.61,-0.92,-0.60,-1.17,-0.67,-1.51,0.55,1
1.00,-0.58,-1.11,-0.56,-0.89,-0.79,-4.33,0.51,1
1.00,-0.77,-1.06,-0.70,-0.86,-0.67,-3.20,0.54,1
1.00,-0.74,-0.87,-0.67,-1.14,-0.68,-3.62,0.50,1
1.00,-0.64,-1.18,-0.74,-1.14,-0.62,-3.26,0.49,1
1.00,-0.62,-0.95,-0.56,-0.89,-0.78,-1.37,0.52,1
1.00,-0.65,-0.96,-0.78,-1.12,-0.79,-3.65,0.54,1
1.00,-0.59,-0.98,-0.57,-0.86,-0.76,-4.25,0.52,1
1.00,-0.70,-1.09,-0.56,-1.03,-0.61,-2.97,0.46,1
1.00,-0.71,-0.99,-0.72,-1.16,-0.63,-3.17,0.57,1
1.00,-0.58,-1.05,-0.63,-1.08,-0.63,-3.41,0.56,1
1.00,-0.57,-0.84,-0.77,-1.17,-0.67,-2.87,0.57,1
1.00,-0.60,-1.20,-0.76,-0.95,-0.66,-1.31,0.48,1
1.00,-0.72,-1.17,-0.73,-0.95,-0.65,-1.78,0.54,1
1.00,-0.56,-1.10,-0.71,-1.09,-0.72,-0.84,0.54,1
1.00,-0.75,-0.82,-0.71,-1.11,-0.78,-1.14,0.59,1
1.00,-0.66,-1.09,-0.66,-1.07,-0.65,-1.80,0.52,1
1.00,-0.58,-0.85,-0.78,-0.99,-0.59,-1.12,0.48,1
1.00,-0.67,-0.97,-0.59,-0.82,-0.57,-4.38,0.50,1
1.00,-0.65,-1.16,-0.79,-0.83,-0.74,-2.52,0.48,1
1.00,-0.73,-1.00,-0.72,-0.99,-0.68,-2.21,0.60,1
1.00,-0.72,-1.16,-0.73,-1.00,-0.66,-3.10,0.56,1
1.00,-0.66,-0.86,-0.64,-1.16,-0.78,-2.96,0.61,1
1.00,-0.61,-1.07,-0.69,-1.19,-0.79,-3.45,0.52,1
1.00,-0.67,-0.82,-0.79,-1.14,-0.68,-4.01,0.53,1
1.00,-0.68,-1.10,-0.56,-1.10,-0.57,-3.05,0.59,1
1.00,-0.63,-0.85,-0.64,-0.95,-0.68,-1.75,0.50,1
1.00,-0.61,-0.87,-0.68,-0.98,-0.65,-1.54,0.48,1
1.00,-0.70,-0.88,-0.57,-1.20,-0.65,-2.65,0.61,1
1.00,-0.62,-0.93,-0.78,-1.10,-0.56,-1.82,0.60,1
1.00,-0.60,-0.90,-0.78,-1.10,-0.72,-1.11,0.48,1
1.00,-0.62,-1.02,-0.62,-0.90,-0.63,-1.76,0.59,1
1.00,-0.75,-0.92,-0.71,-0.90,-0.77,-2.93,0.53,1
1.00,-0.80,-0.86,-0.74,-0.99,-0.76,-1.21,0.61,1
1.00,-0.65,-1.16,-0.71,-1.14,-0.58,-2.98,0.56,1
1.00,-0.63,-1.08,-0.79,-1.01,-0.69,-2.56,0.58,1
1.00,-0.72,-0.97,-0.77,-0.82,-0.55,-1.75,0.57,1
1.00,-0.68,-0.87,-0.70,-1.12,-0.76,-1.71,0.59,1
1.00,-0.77,-0.81,-0.72,-1.19,-0.70,-2.54,0.60,1
1.00,-0.75,-0.94,-0.66,-0.98,-0.63,-2.43,0.56,1
1.00,-0.71,-1.15,-0.55,-1.18,-0.64,-2.09,0.49,1
1.00,-0.68,-0.89,-0.78,-0.99,-0.60,-4.37,0.56,1
1.00,-0.73,-0.82,-0.61,-0.84,-0.69,-3.57,0.47,1
1.00,-0.61,-0.81,-0.59,-0.82,-0.62,-3.20,0.52,1
1.00,-0.76,-1.07,-0.56,-0.95,-0.65,-1.67,0.62,1
1.00,-0.61,-0.85,-0.57,-0.85,-0.65,-2.34,0.57,1
1.00,-0.61,-0.80,-0.66,-0.92,-0.79,-2.36,0.53,1
1.00,-0.65,-1.18,-0.57,-1.12,-0.62,-2.40,0.52,1
1.00,-0.70,-0.88,-0.64,-0.97,-0.58,-2.67,0.47,1
1.00,-0.77,-1.16,-0.68,-1.08,-0.77,-2.54,0.58,1
1.00,-0.73,-1.07,-0.62,-0.85,-0.71,-2.46,0.58,1
1.00,-0.76,-1.01,-0.62,-1.17,-0.70,-3.98,0.57,1
1.00,-0.72,-1.10,-0.60,-1.18,-0.73,-1.22,0.53,1
1.00,-0.58,-1.14,-0.65,-1.12,-0.56,-2.98,0.61,1
1.00,-0.74,-1.11,-0.78,-1.19,-0.71,-2.82,0.57,1
1.00,-0.74,-0.95,-0.58,-0.89,-0.60,-2.06,0.56,1
1.00,-0.58,-1.07,-0.79,-1.12,-0.67,-3.35,0.59,1
1.00,-0.61,-1.02,-0.76,-0.86,-0.62,-4.42,0.47,1
1.00,-0.60,-1.11,-0.65,-0.89,-0.77,-4.44,0.52,1
1.00,-0.75,-0.92,-0.58,-0.94,-0.57,-1.37,0.58,1
1.00,-0.69,-1.18,-0.63,-0.89,-0.79,-4.35,0.57,1
1.00,-0.76,-1.01,-0.67,-1.05,-0.65,-3.00,0.53,1
1.00,-0.61,-1.00,-0.63,-1.16,-0.68,-1.21,0.51,1
1.00,-0.58,-1.05,-0.65,-1.00,-0.66,-1.78,0.62,1
1.00,-0.62,-1.13,-0.74,-0.84,-0.78,-3.88,0.53,1
1.00,-0.56,-0.95,-0.66,-0.90,-0.61,-2.27,0.58,1
1.00,-0.62,-0.94,-0.62,-0.86,-0.59,-4.38,0.62,1
1.00,-0.71,-1.07,-0.78,-0.93,-0.65,-3.75,0.52,1
1.00,-0.61,-1.17,-0.67,-1.16,-0.73,-0.84,0.56,1
1.00,-0.55,-1.06,-0.75,-1.05,-0.67,-1.09,0.60,1
1.00,-0.77,-0.83,-0.80,-1.09,-0.76,-4.09,0.56,1
1.00,-0.72,-1.14,-0.67,-1.17,-0.76,-1.15,0.45,1
1.00,-0.64,-0.88,-0.76,-0.83,-0.78,-3.02,0.47,1
1.00,-0.71,-1.15,-0.68,-0.95,-0.76,-3.13,0.50,1
1.00,-0.76,-1.16,-0.67,-1.08,-0.58,-2.79,0.48,1
1.00,-0.60,-1.12,-0.76,-1.10,-0.73,-3.49,0.50,1
1.00,-0.62,-1.14,-0.56,-0.85,-0.72,-1.93,0.48,1
1.00,-0.75,-1.16,-0.68,-1.12,-0.63,-2.42,0.55,1
1.00,-0.61,-1.12,-0.73,-0.96,-0.65,-1.76,0.46,1
1.00,-0.80,-1.18,-0.59,-1.04,-0.69,-3.81,0.51,1
1.00,-0.62,-1.15,-0.79,-1.07,-0.73,-2.54,0.59,1
1.00,-0.64,-0.86,-0.55,-1.10,-0.73,-1.71,0.52,1
1.00,-0.79,-1.04,-0.56,-1.08,-0.65,-1.38,0.46,1
1.00,-0.76,-0.80,-0.70,-1.04,-0.56,-4.07,0.51,1
1.00,-0.79,-0.92,-0.61,-1.14,-0.64,-1.53,0.59,1
1.00,-0.73,-1.20,-0.79,-1.13,-0.61,-4.34,0.59,1
1.00,-0.67,-0.81,-0.68,-1.04,-0.79,-3.26,0.53,1
1.00,-0.66,-0.92,-0.57,-0.86,-0.57,-4.38,0.52,1
1.00,-0.78,-0.82,-0.77,-0.97,-0.72,-2.26,0.54,1
1.00,-0.58,-0.93,-0.74,-1.09,-0.60,-2.20,0.58,1
1.00,-0.63,-1.07,-0.70,-0.80,-0.76,-4.01,0.51,1
1.00,-0.77,-1.16,-0.63,-1.07,-0.72,-4.04,0.62,1
1.00,-0.63,-0.95,-0.57,-0.92,-0.71,-2.95,0.52,1
1.00,-0.69,-1.08,-0.79,-1.17,-0.75,-1.38,0.61,1
1.00,-0.79,-0.89,-0.71,-1.12,-0.62,-1.09,0.52,1
1.00,-0.66,-0.87,-0.74,-1.00,-0.66,-2.91,0.48,1
1.00,-0.72,-1.14,-0.58,-1.17,-0.58,-3.46,0.47,1
1.00,-0.77,-1.15,-0.61,-0.93,-0.65,-3.12,0.58,1
1.00,-0.64,-0.82,-0.67,-0.94,-0.75,-3.12,0.61,1
1.00,-0.76,-1.14,-0.69,-0.93,-0.64,-1.43,0.48,1
1.00,-0.63,-0.81,-0.73,-1.15,-0.72,-2.16,0.58,1
1.00,-0.62,-0.88,-0.59,-1.01,-0.74,-4.17,0.56,1
1.00,-0.70,-0.82,-0.68,-0.86,-0.72,-0.95,0.57,1
1.00,-0.61,-1.10,-0.74,-1.07,-0.72,-2.99,0.45,1
1.00,-0.71,-0.87,-0.64,-0.96,-0.70,-3.71,0.62,1
1.00,-0.63,-0.89,-0.78,-0.92,-0.76,-2.75,0.52,1
1.00,-0.65,-0.89,-0.79,-0.99,-0.79,-1.16,0.54,1
1.00,-0.72,-0.86,-0.65,-1.12,-0.61,-3.88,0.57,1
1.00,-0.79,-0.93,-0.66,-0.90,-0.55,-2.77,0.55,1
1.00,-0.77,-1.16,-0.58,-1.17,-0.66,-3.82,0.47,1
1.00,-0.57,-1.06,-0.59,-1.12,-0.71,-2.61,0.48,1
1.00,-0.80,-1.00,-0.61,-1.11,-0.74,-3.94,0.56,1
1.00,-0.76,-1.02,-0.78,-1.13,-0.59,-2.48,0.56,1
1.00,-0.75,-0.83,-0.78,-0.99,-0.57,-3.88,0.61,1
1.00,-0.80,-1.08,-0.59,-0.97,-0.56,-0.81,0.49,1
1.00,-0.76,-0.98,-0.73,-0.89,-0.55,-2.45,0.57,1
1.00,-0.58,-1.02,-0.59,-0.88,-0.64,-3.72,0.47,1
1.00,-0.60,-1.16,-0.72,-0.92,-0.72,-4.09,0.53,1
1.00,-0.62,-0.91,-0.70,-1.02,-0.77,-2.14,0.60,1
1.00,-0.65,-1.15,-0.61,-0.85,-0.69,-3.98,0.49,1
1.00,-0.78,-0.84,-0.71,-1.03,-0.56,-2.18,0.62,1
1.00,-0.61,-0.96,-0.62,-1.12,-0.60,-3.12,0.60,1
1.00,-0.78,-1.17,-0.73,-0.87,-0.74,-4.27,0.48,1
1.00,-0.61,-1.19,-0.65,-1.07,-0.57,-3.64,0.52,1
1.00,-0.71,-1.11,-0.71,-0.94,-0.72,-3.36,0.61,1
1.00,-0.62,-0.90,-0.77,-1.19,-0.80,-2.88,0.47,1
1.00,-0.56,-1.13,-0.76,-0.87,-0.61,-3.60,0.49,1
1.00,-0.60,-0.83,-0.57,-1.07,-0.56,-1.04,0.52,1
1.00,-0.78,-0.81,-0.69,-1.19,-0.75,-3.77,0.53,1
1.00,-0.70,-1.11,-0.74,-0.95,-0.62,-1.17,0.50,1
1.00,-0.71,-0.81,-0.63,-1.09,-0.63,-1.64,0.58,1
1.00,-0.59,-1.12,-0.77,-0.80,-0.68,-1.78,0.54,1
1.00,-0.57,-1.12,-0.65,-0.90,-0.69,-3.56,0.60,1
1.00,-0.69,-0.86,-0.75,-0.91,-0.70,-2.97,0.50,1
1.00,-0.71,-1.12,-0.62,-1.05,-0.61,-1.20,0.45,1
1.00,-0.74,-1.07,-0.78,-1.18,-0.62,-2.43,0.52,1
1.00,-0.59,-1.01,-0.73,-0.99,-0.71,-2.07,0.61,1
1.00,-0.61,-1.19,-0.64,-1.07,-0.67,-2.40,0.59,1
1.00,-0.67,-0.91,-0.56,-1.15,-0.76,-1.73,0.57,1
1.00,-0.66,-1.15,-0.59,-1.01,-0.67,-2.74,0.47,1
1.00,-0.61,-1.00,-0.63,-0.82,-0.57,-3.78,0.47,1
1.00,-0.62,-0.83,-0.77,-1.20,-0.74,-1.78,0.58,1
1.00,-0.61,-0.87,-0.62,-1.12,-0.65,-3.21,0.58,1
1.00,-0.65,-0.91,-0.78,-0.91,-0.56,-2.18,0.55,1
1.00,-0.66,-1.02,-0.56,-1.06,-0.75,-3.63,0.50,1
1.00,-0.77,-0.96,-0.62,-1.04,-0.65,-1.37,0.61,1
1.00,-0.69,-1.07,-0.79,-1.10,-0.71,-1.86,0.53,1
1.00,-0.62,-0.81,-0.65,-1.11,-0.70,-1.71,0.50,1
1.00,-0.55,-1.14,-0.56,-1.17,-0.76,-3.90,0.47,1
1.00,-0.57,-1.05,-0.77,-1.12,-0.66,-1.34,0.54,1
1.00,-0.67,-1.15,-0.76,-0.85,-0.57,-1.34,0.51,1
1.00,-0.68,-0.96,-0.74,-1.14,-0.61,-2.31,0.55,1
1.00,-0.71,-0.98,-0.73,-1.02,-0.60,-4.18,0.55,1
1.00,-0.65,-0.90,-0.67,-1.12,-0.62,-4.23,0.53,1
1.00,-0.72,-0.89,-0.79,-1.13,-0.63,-3.77,0.51,1
1.00,-0.73,-1.07,-0.75,-0.96,-0.75,-1.94,0.48,1
1.00,-0.66,-0.85,-0.74,-0.84,-0.55,-3.99,0.61,1
1.00,-0.75,-1.19,-0.62,-0.96,-0.68,-1.21,0.54,1
1.00,-0.57,-1.07,-0.71,-1.04,-0.67,-3.17,0.49,1
1.00,-0.72,-0.86,-0.59,-0.84,-0.65,-1.40,0.57,1
1.00,-0.78,-1.16,-0.59,-1.11,-0.66,-1.95,0.57,1
1.00,-0.75,-0.97,-0.64,-1.07,-0.63,-2.96,0.49,1
1.00,-0.65,-0.81,-0.69,-1.06,-0.79,-3.81,0.55,1
1.00,-0.75,-0.93,-0.55,-1.17,-0.74,-1.05,0.47,1
1.00,-0.80,-0.89,-0.74,-1.10,-0.69,-3.04,0.47,1
1.00,-0.75,-1.11,-0.78,-0.93,-0.70,-2.64,0.47,1
1.00,-0.79,-0.90,-0.80,-1.13,-0.68,-3.50,0.52,1
1.00,-0.79,-1.19,-0.59,-0.95,-0.74,-2.72,0.53,1
1.00,-0.62,-1.08,-0.71,-1.19,-0.73,-4.34,0.52,1
1.00,-0.66,-0.85,-0.62,-0.89,-0.70,-4.18,0.61,1
1.00,-0.58,-1.12,-0.76,-1.02,-0.78,-3.11,0.54,1
1.00,-0.66,-0.83,-0.73,-0.98,-0.78,-4.20,0.46,1
1.00,-0.63,-0.85,-0.71,-1.03,-0.69,-1.57,0.48,1
1.00,-0.60,-1.14,-0.78,-0.84,-0.78,-3.09,0.60,1
1.00,-0.57,-0.88,-0.57,-0.92,-0.64,-3.01,0.62,1
1.00,-0.60,-1.11,-0.72,-1.07,-0.80,-4.34,0.48,1
1.00,-0.61,-1.10,-0.74,-0.99,-0.60,-2.44,0.53,1
1.00,-0.73,-0.98,-0.79,-0.81,-0.79,-2.67,0.61,1
1.00,-0.65,-1.20,-0.79,-1.16,-0.63,-1.29,0.58,1
1.00,-0.74,-0.89,-0.75,-1.00,-0.59,-3.65,0.49,1
1.00,-0.63,-1.11,-0.77,-0.97,-0.65,-0.85,0.50,1
1.00,-0.66,-1.10,-0.78,-0.84,-0.71,-4.22,0.52,1
1.00,-0.74,-1.02,-0.64,-0.80,-0.74,-3.75,0.46,1
1.00,-0.72,-1.06,-0.59,-0.91,-0.64,-2.92,0.62,1
1.00,-0.77,-1.17,-0.66,-1.08,-0.55,-2.16,0.48,1
1.00,-0.61,-1.05,-0.61,-1.02,-0.73,-3.19,0.50,1
1.00,-0.56,-0.85,-0.70,-0.92,-0.74,-2.84,0.57,1
1.00,-0.61,-0.99,-0.64,-0.99,-0.69,-4.31,0.60,1
1.00,-0.75,-1.11,-0.79,-1.09,-0.57,-1.76,0.52,1
1.00,-0.69,-0.84,-0.78,-1.03,-0.60,-2.97,0.53,1
1.00,-0.78,-1.17,-0.63,-1.10,-0.77,-2.85,0.59,1
1.00,-0.79,-1.18,-0.75,-0.94,-0.59,-1.38,0.52,1
1.00,-0.58,-1.03,-0.71,-0.93,-0.67,-3.44,0.57,1
1.00,-0.63,-0.84,-0.61,-0.97,-0.77,-1.02,0.60,1
1.00,-0.58,-0.83,-0.78,-1.00,-0.72,-1.36,0.48,1
1.00,-0.58,-1.04,-0.71,-0.84,-0.67,-3.54,0.60,1
1.00,-0.63,-0.86,-0.67,-0.83,-0.72,-1.74,0.53,1
1.00,-0.65,-0.97,-0.76,-1.16,-0.74,-1.86,0.52,1
1.00,-0.65,-1.01,-0.76,-0.94,-0.76,-0.98,0.45,1
1.00,-0.64,-0.90,-0.72,-1.11,-0.57,-2.34,0.57,1
1.00,-0.70,-0.86,-0.60,-0.86,-0.55,-3.09,0.60,1
1.00,-0.80,-1.14,-0.66,-0.90,-0.57,-0.91,0.48,1
1.00,-0.68,-0.80,-0.69,-1.09,-0.70,-2.33,0.52,1
1.00,-0.67,-0.84,-0.61,-1.10,-0.72,-2.59,0.46,1
1.00,-0.63,-1.11,-0.71,-1.04,-0.66,-1.85,0.53,1
1.00,-0.72,-1.18,-0.73,-0.88,-0.67,-2.59,0.54,1
1.00,-0.74,-0.94,-0.63,-0.88,-0.59,-4.37,0.53,1
1.00,-0.76,-1.15,-0.77,-0.81,-0.75,-1.40,0.55,1
1.00,-0.68,-0.89,-0.72,-0.97,-0.58,-3.48,0.45,1
1.00,-0.71,-0.80,-0.75,-0.89,-0.59,-1.46,0.55,1
1.00,-0.59,-0.96,-0.76,-1.15,-0.78,-3.42,0.49,1
1.00,-0.73,-1.16,-0.71,-0.92,-0.69,-0.81,0.54,1
1.00,-0.78,-1.17,-0.75,-1.18,-0.60,-2.28,0.52,1
1.00,-0.71,-0.91,-0.62,-1.01,-0.77,-2.41,0.46,1
1.00,-0.74,-1.03,-0.67,-1.10,-0.68,-1.83,0.51,1
1.00,-0.63,-0.98,-0.74,-1.03,-0.56,-1.07,0.47,1
1.00,-0.61,-1.05,-0.73,-0.84,-0.75,-0.99,0.54,1
1.00,-0.73,-0.88,-0.60,-1.04,-0.65,-4.08,0.50,1
1.00,-0.65,-1.09,-0.76,-0.89,-0.77,-2.17,0.58,1
1.00,-0.68,-0.86,-0.70,-0.87,-0.78,-3.76,0.59,1
1.00,-0.70,-1.12,-0.74,-1.08,-0.59,-3.74,0.49,1
1.00,-0.60,-0.81,-0.66,-1.10,-0.65,-3.64,0.48,1
1.00,-0.62,-0.84,-0.76,-0.93,-0.69,-0.84,0.52,1
1.00,-0.57,-0.81,-0.60,-0.93,-0.66,-2.17,0.62,1
1.00,-0.56,-0.97,-0.73,-0.82,-0.57,-1.06,0.47,1
1.00,-0.78,-1.18,-0.67,-1.14,-0.72,-1.57,0.50,1
1.00,-0.56,-1.17,-0.56,-0.99,-0.66,-3.73,0.51,1
1.00,-0.59,-0.82,-0.56,-0.97,-0.74,-1.59,0.48,1
1.00,-0.61,-0.87,-0.77,-1.18,-0.69,-2.31,0.51,1
1.00,-0.75,-0.86,-0.78,-0.94,-0.68,-1.97,0.47,1
1.00,-0.57,-0.83,-0.66,-0.84,-0.72,-2.69,0.56,1
1.00,-0.67,-1.11,-0.61,-1.20,-0.78,-2.57,0.48,1
1.00,-0.64,-0.94,-0.76,-0.95,-0.66,-2.22,0.59,1
1.00,-0.70,-0.81,-0.76,-1.09,-0.77,-3.59,0.50,1
1.00,-0.55,-0.95,-0.64,-0.92,-0.66,-4.15,0.49,1
1.00,-0.57,-1.01,-0.67,-0.96,-0.75,-2.88,0.61,1
1.00,-0.68,-0.81,-0.67,-0.87,-0.71,-0.88,0.46,1
1.00,-0.63,-0.84,-0.76,-0.82,-0.61,-3.13,0.46,1
1.00,-0.57,-1.05,-0.78,-0.81,-0.73,-2.35,0.45,1
1.00,-0.59,-0.85,-0.56,-0.99,-0.79,-2.80,0.62,1
1.00,-0.62,-1.09,-0.71,-0.87,-0.78,-1.78,0.58,1
