Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,Salida
-1.00,-0.62,-0.96,-0.70,-1.10,-0.59,-4.38,-0.58,2
-1.00,-0.70,-0.95,-0.58,-0.96,-0.66,-3.44,-0.54,2
-1.00,-0.71,-0.94,-0.58,-1.07,-0.64,-3.63,-0.58,2
-1.00,-0.69,-0.99,-0.66,-1.00,-0.63,-2.37,-0.48,2
-1.00,-0.80,-1.07,-0.56,-1.06,-0.76,-1.06,-0.61,2
-1.00,-0.68,-1.17,-0.78,-1.17,-0.62,-4.01,-0.46,2
-1.00,-0.70,-0.89,-0.57,-0.94,-0.74,-1.76,-0.56,2
-1.00,-0.63,-1.11,-0.70,-1.13,-0.76,-0.80,-0.50,2
-1.00,-0.69,-1.04,-0.65,-1.18,-0.71,-4.24,-0.59,2
-1.00,-0.68,-1.09,-0.73,-1.10,-0.71,-2.19,-0.47,2
-1.00,-0.69,-1.04,-0.60,-1.16,-0.71,-0.86,-0.50,2
-1.00,-0.63,-1.10,-0.55,-1.13,-0.66,-0.96,-0.55,2
-1.00,-0.76,-1.04,-0.71,-1.07,-0.69,-4.35,-0.62,2
-1.00,-0.64,-0.83,-0.68,-0.92,-0.79,-2.86,-0.52,2
-1.00,-0.76,-1.16,-0.70,-0.84,-0.66,-3.17,-0.45,2
-1.00,-0.58,-0.96,-0.58,-0.81,-0.79,-4.19,-0.48,2
-1.00,-0.66,-0.82,-0.79,-1.00,-0.73,-1.41,-0.55,2
-1.00,-0.56,-0.97,-0.78,-0.84,-0.74,-3.70,-0.50,2
-1.00,-0.76,-0.81,-0.74,-1.10,-0.61,-2.15,-0.51,2
-1.00,-0.56,-0.86,-0.61,-1.17,-0.76,-1.46,-0.62,2
-1.00,-0.60,-1.02,-0.74,-1.14,-0.65,-3.54,-0.51,2
-1.00,-0.58,-0.99,-0.57,-0.92,-0.65,-3.98,-0.51,2
-1.00,-0.76,-1.00,-0.64,-0.84,-0.77,-1.92,-0.51,2
-1.00,-0.56,-0.86,-0.68,-1.02,-0.67,-1.34,-0.47,2
-1.00,-0.68,-1.20,-0.72,-1.12,-0.75,-4.29,-0.57,2
-1.00,-0.56,-1.14,-0.72,-1.07,-0.56,-4.12,-0.55,2
-1.00,-0.70,-1.10,-0.77,-1.15,-0.56,-3.17,-0.61,2
-1.00,-0.76,-1.17,-0.66,-0.85,-0.80,-3.30,-0.48,2
-1.00,-0.65,-1.18,-0.74,-0.89,-0.75,-1.16,-0.61,2
-1.00,-0.68,-0.97,-0.77,-1.01,-0.61,-3.68,-0.56,2
-1.00,-0.73,-1.18,-0.61,-0.83,-0.63,-2.75,-0.49,2
-1.00,-0.65,-1.09,-0.69,-1.16,-0.75,-2.57,-0.55,2
-1.00,-0.79,-0.90,-0.74,-1.02,-0.80,-1.18,-0.59,2
-1.00,-0.57,-0.82,-0.68,-1.04,-0.68,-1.90,-0.50,2
-1.00,-0.66,-1.04,-0.70,-0.90,-0.62,-3.25,-0.50,2
-1.00,-0.72,-1.01,-0.76,-1.06,-0.63,-4.15,-0.62,2
-1.00,-0.55,-1.15,-0.74,-1.03,-0.75,-3.03,-0.62,2
-1.00,-0.75,-1.03,-0.62,-0.86,-0.59,-1.70,-0.49,2
-1.00,-0.69,-1.14,-0.57,-0.85,-0.74,-3.58,-0.55,2
-1.00,-0.62,-1.16,-0.60,-1.20,-0.76,-2.57,-0.46,2
-1.00,-0.67,-1.08,-0.64,-1.17,-0.74,-1.41,-0.60,2
-1.00,-0.55,-1.05,-0.76,-1.08,-0.75,-3.90,-0.60,2
-1.00,-0.76,-0.96,-0.68,-1.05,-0.76,-4.18,-0.62,2
-1.00,-0.61,-0.82,-0.75,-1.10,-0.73,-1.96,-0.59,2
-1.00,-0.57,-1.18,-0.73,-1.16,-0.57,-1.76,-0.49,2
-1.00,-0.80,-1.01,-0.77,-0.84,-0.58,-1.88,-0.49,2
-1.00,-0.66,-1.13,-0.72,-1.17,-0.75,-4.31,-0.58,2
-1.00,-0.59,-1.00,-0.77,-0.91,-0.73,-1.08,-0.62,2
-1.00,-0.60,-0.92,-0.69,-0.88,-0.80,-3.57,-0.55,2
-1.00,-0.77,-0.83,-0.62,-0.94,-0.79,-3.16,-0.49,2
-1.00,-0.69,-1.16,-0.64,-0.80,-0.59,-4.46,-0.49,2
-1.00,-0.73,-0.95,-0.62,-1.09,-0.60,-1.31,-0.50,2
-1.00,-0.57,-1.09,-0.67,-0.94,-0.61,-3.53,-0.60,2
-1.00,-0.69,-0.85,-0.60,-0.96,-0.60,-2.56,-0.48,2
-1.00,-0.58,-1.06,-0.68,-0.92,-0.60,-2.99,-0.55,2
-1.00,-0.57,-0.93,-0.76,-0.84,-0.78,-2.11,-0.54,2
-1.00,-0.76,-0.88,-0.70,-1.01,-0.70,-1.57,-0.50,2
-1.00,-0.71,-0.91,-0.60,-1.10,-0.75,-4.07,-0.62,2
-1.00,-0.55,-1.00,-0.67,-0.83,-0.74,-3.02,-0.50,2
-1.00,-0.73,-0.86,-0.61,-1.19,-0.71,-0.91,-0.52,2
-1.00,-0.66,-0.95,-0.75,-0.97,-0.77,-3.31,-0.54,2
-1.00,-0.58,-1.19,-0.78,-1.18,-0.74,-2.23,-0.45,2
-1.00,-0.71,-1.14,-0.80,-0.89,-0.56,-1.98,-0.47,2
-1.00,-0.56,-0.88,-0.66,-0.81,-0.60,-3.05,-0.60,2
-1.00,-0.71,-0.83,-0.72,-1.20,-0.66,-2.32,-0.54,2
-1.00,-0.65,-0.89,-0.73,-1.18,-0.72,-3.48,-0.46,2
-1.00,-0.60,-1.08,-0.59,-1.10,-0.66,-2.98,-0.50,2
-1.00,-0.64,-1.12,-0.73,-0.86,-0.61,-4.47,-0.59,2
-1.00,-0.67,-1.02,-0.76,-0.88,-0.60,-1.76,-0.49,2
-1.00,-0.56,-0.84,-0.69,-0.84,-0.57,-4.23,-0.50,2
-1.00,-0.74,-0.93,-0.80,-0.82,-0.75,-1.20,-0.59,2
-1.00,-0.77,-1.10,-0.65,-0.96,-0.55,-2.53,-0.56,2
-1.00,-0.69,-0.82,-0.70,-0.81,-0.60,-1.07,-0.47,2
-1.00,-0.61,-1.01,-0.73,-1.07,-0.58,-1.83,-0.60,2
-1.00,-0.62,-0.93,-0.69,-0.91,-0.72,-1.53,-0.61,2
-1.00,-0.73,-1.17,-0.57,-1.03,-0.69,-3.97,-0.59,2
-1.00,-0.71,-0.98,-0.68,-0.83,-0.65,-4.28,-0.58,2
-1.00,-0.66,-1.16,-0.66,-1.04,-0.76,-3.47,-0.46,2
1.00,-0.63,-0.67,-0.74,-0.74,-0.68,-3.10,0.26,3
1.00,-0.57,-0.75,-0.73,-0.57,-0.56,-3.46,0.32,3
1.00,-0.70,-0.71,-0.66,-0.79,-0.60,-1.05,-0.04,3
1.00,-0.56,-0.67,-0.59,-0.69,-0.69,-2.55,0.42,3
1.00,-0.68,-0.62,-0.56,-0.79,-0.62,-2.86,-0.08,3
1.00,-0.62,-0.74,-0.62,-0.64,-0.58,-1.77,-0.38,3
1.00,-0.68,-0.76,-0.60,-0.57,-0.67,-0.98,0.00,3
1.00,-0.63,-0.76,-0.72,-0.73,-0.73,-3.75,0.44,3
1.00,-0.74,-0.70,-0.77,-0.65,-0.73,-0.91,0.23,3
1.00,-0.71,-0.67,-0.62,-0.68,-0.62,-1.12,0.29,3
1.00,-0.62,-0.72,-0.73,-0.70,-0.78,-3.16,0.02,3
1.00,-0.60,-0.61,-0.78,-0.65,-0.73,-1.90,-0.32,3
1.00,-0.58,-0.62,-0.64,-0.76,-0.69,-1.32,-0.15,3
1.00,-0.74,-0.78,-0.79,-0.62,-0.72,-3.66,-0.02,3
1.00,-0.60,-0.63,-0.59,-0.73,-0.72,-3.02,0.35,3
1.00,-0.57,-0.66,-0.68,-0.58,-0.62,-2.44,-0.43,3
1.00,-0.79,-0.65,-0.78,-0.56,-0.58,-2.53,0.20,3
1.00,-0.67,-0.80,-0.64,-0.66,-0.65,-1.14,-0.48,3
1.00,-0.64,-0.77,-0.64,-0.60,-0.76,-2.27,0.29,3
1.00,-0.64,-0.77,-0.65,-0.76,-0.60,-3.23,0.07,3
1.00,-0.65,-0.78,-0.73,-0.66,-0.63,-3.22,-0.47,3
1.00,-0.62,-0.62,-0.77,-0.64,-0.59,-3.26,0.14,3
1.00,-0.60,-0.77,-0.78,-0.77,-0.77,-2.97,-0.06,3
1.00,-0.78,-0.65,-0.62,-0.56,-0.77,-3.88,0.40,3
1.00,-0.57,-0.59,-0.66,-0.70,-0.68,-4.21,-0.12,3
1.00,-0.69,-0.64,-0.77,-0.65,-0.71,-3.74,0.49,3
1.00,-0.75,-0.77,-0.64,-0.64,-0.69,-3.04,-0.09,3
1.00,-0.75,-0.56,-0.56,-0.57,-0.62,-4.11,-0.03,3
1.00,-0.62,-0.67,-0.71,-0.57,-0.74,-3.03,-0.32,3
1.00,-0.72,-0.71,-0.66,-0.61,-0.68,-2.76,-0.21,3
1.00,-0.66,-0.62,-0.72,-0.71,-0.78,-2.91,-0.18,3
1.00,-0.74,-0.57,-0.66,-0.68,-0.60,-4.01,-0.09,3
1.00,-0.63,-0.55,-0.75,-0.56,-0.73,-1.56,0.18,3
1.00,-0.58,-0.61,-0.75,-0.74,-0.67,-4.47,-0.11,3
1.00,-0.78,-0.76,-0.62,-0.76,-0.56,-0.87,0.47,3
1.00,-0.59,-0.70,-0.70,-0.76,-0.56,-3.44,-0.49,3
1.00,-0.79,-0.71,-0.62,-0.65,-0.70,-2.67,-0.39,3
1.00,-0.64,-0.76,-0.76,-0.78,-0.74,-3.18,-0.18,3
1.00,-0.74,-0.78,-0.78,-0.69,-0.69,-1.99,0.32,3
1.00,-0.78,-0.78,-0.58,-0.65,-0.67,-2.00,0.42,3
1.00,-0.68,-0.74,-0.72,-0.60,-0.79,-2.09,0.05,3
1.00,-0.74,-0.61,-0.70,-0.63,-0.72,-1.56,0.19,3
1.00,-0.63,-0.76,-0.68,-0.69,-0.68,-2.28,-0.31,3
1.00,-0.75,-0.68,-0.63,-0.76,-0.57,-0.88,-0.16,3
1.00,-0.57,-0.59,-0.75,-0.63,-0.76,-2.56,-0.38,3
1.00,-0.70,-0.59,-0.62,-0.57,-0.70,-3.93,-0.32,3
1.00,-0.65,-0.69,-0.64,-0.76,-0.76,-4.02,-0.47,3
1.00,-0.55,-0.77,-0.73,-0.62,-0.58,-1.54,-0.31,3
1.00,-0.62,-0.79,-0.66,-0.64,-0.79,-2.70,0.26,3
1.00,-0.64,-0.56,-0.76,-0.67,-0.67,-2.74,-0.17,3
1.00,-0.72,-0.64,-0.68,-0.72,-0.60,-2.31,-0.06,3
1.00,-0.64,-0.78,-0.69,-0.56,-0.64,-4.32,0.04,3
1.00,-0.68,-0.56,-0.60,-0.63,-0.74,-3.37,0.45,3
1.00,-0.78,-0.65,-0.68,-0.63,-0.55,-1.95,0.33,3
1.00,-0.72,-0.69,-0.71,-0.73,-0.65,-1.37,-0.24,3
1.00,-0.78,-0.61,-0.56,-0.76,-0.68,-4.20,0.24,3
1.00,-0.71,-0.78,-0.63,-0.72,-0.74,-1.91,-0.13,3
1.00,-0.65,-0.77,-0.74,-0.66,-0.79,-1.31,0.48,3
1.00,-0.65,-0.59,-0.79,-0.79,-0.56,-2.64,-0.15,3
1.00,-0.59,-0.77,-0.56,-0.74,-0.62,-1.15,-0.38,3
1.00,-0.61,-0.58,-0.79,-0.77,-0.71,-4.32,-0.17,3
1.00,-0.64,-0.57,-0.63,-0.60,-0.69,-2.52,0.24,3
1.00,-0.67,-0.71,-0.70,-0.78,-0.80,-1.53,0.12,3
1.00,-0.77,-0.56,-0.63,-0.61,-0.67,-3.67,-0.06,3
1.00,-0.56,-0.56,-0.60,-0.65,-0.60,-0.89,0.17,3
1.00,-0.62,-0.56,-0.68,-0.56,-0.61,-1.26,0.27,3
1.00,-0.63,-0.62,-0.75,-0.55,-0.65,-0.91,-0.46,3
1.00,-0.69,-0.66,-0.77,-0.68,-0.71,-3.27,-0.49,3
1.00,-0.61,-0.65,-0.64,-0.64,-0.63,-1.73,0.41,3
1.00,-0.76,-0.59,-0.66,-0.63,-0.68,-4.42,0.13,3
1.00,-0.77,-0.75,-0.67,-0.69,-0.61,-2.50,-0.41,3
1.00,-0.60,-0.56,-0.70,-0.64,-0.63,-3.42,0.23,3
1.00,-0.73,-0.61,-0.72,-0.68,-0.69,-2.17,0.13,3
1.00,-0.77,-0.78,-0.65,-0.67,-0.68,-3.79,0.01,3
1.00,-0.73,-0.63,-0.64,-0.64,-0.73,-3.48,0.20,3
1.00,-0.70,-0.59,-0.73,-0.71,-0.70,-1.40,-0.24,3
1.00,-0.56,-0.77,-0.58,-0.79,-0.77,-1.77,0.37,3
1.00,-0.70,-0.70,-0.55,-0.59,-0.60,-2.77,0.48,3
1.00,-0.68,-0.56,-0.55,-0.67,-0.62,-3.76,0.44,3
1.00,-0.63,-0.56,-0.63,-0.76,-0.66,-2.21,-0.29,3
1.00,-0.70,-0.62,-0.70,-0.57,-0.77,-2.46,-0.07,3
1.00,-0.69,-0.58,-0.76,-0.60,-0.62,-3.74,-0.24,3
1.00,-0.69,-0.78,-0.65,-0.58,-0.56,-1.44,0.28,3
1.00,-0.59,-0.75,-0.64,-0.71,-0.75,-3.44,-0.35,3
1.00,-0.66,-0.73,-0.64,-0.62,-0.80,-0.80,-0.33,3
1.00,-0.59,-0.71,-0.74,-0.76,-0.77,-3.77,-0.20,3
1.00,-0.67,-0.75,-0.63,-0.74,-0.72,-1.56,-0.32,3
1.00,-0.78,-0.73,-0.56,-0.58,-0.64,-1.20,-0.12,3
1.00,-0.75,-0.77,-0.70,-0.56,-0.74,-1.55,-0.11,3
1.00,-0.63,-0.63,-0.65,-0.71,-0.69,-2.53,0.25,3
1.00,-0.59,-0.77,-0.74,-0.72,-0.59,-0.81,0.24,3
1.00,-0.79,-0.61,-0.75,-0.72,-0.78,-1.60,-0.33,3
1.00,-0.75,-0.78,-0.58,-0.67,-0.55,-1.02,-0.31,3
1.00,-0.69,-0.74,-0.62,-0.65,-0.75,-4.04,0.49,3
1.00,-0.65,-0.56,-0.63,-0.61,-0.70,-1.55,-0.15,3
1.00,-0.79,-0.74,-0.73,-0.70,-0.80,-1.12,0.23,3
1.00,-0.62,-0.65,-0.70,-0.67,-0.57,-3.41,-0.07,3
1.00,-0.76,-0.67,-0.59,-0.62,-0.64,-2.83,0.17,3
1.00,-0.68,-0.63,-0.56,-0.57,-0.55,-4.39,-0.22,3
1.00,-0.63,-0.77,-0.70,-0.66,-0.57,-4.29,-0.25,3
-1.00,-0.68,-0.78,-0.74,-0.64,-0.61,-1.99,-0.24,3
-1.00,-0.55,-0.57,-0.58,-0.61,-0.64,-0.92,0.48,3
-1.00,-0.67,-0.74,-0.72,-0.63,-0.79,-3.17,0.50,3
-1.00,-0.58,-0.75,-0.62,-0.76,-0.78,-0.95,0.10,3
-1.00,-0.73,-0.58,-0.65,-0.61,-0.62,-3.41,0.42,3
-1.00,-0.65,-0.72,-0.72,-0.71,-0.66,-0.95,0.11,3
-1.00,-0.61,-0.71,-0.56,-0.70,-0.60,-0.88,0.00,3
-1.00,-0.72,-0.62,-0.75,-0.60,-0.64,-1.45,-0.36,3
-1.00,-0.79,-0.72,-0.67,-0.76,-0.67,-4.14,-0.29,3
-1.00,-0.66,-0.66,-0.70,-0.67,-0.59,-3.04,0.06,3
-1.00,-0.69,-0.66,-0.67,-0.70,-0.65,-1.66,0.18,3
-1.00,-0.73,-0.79,-0.68,-0.74,-0.62,-1.32,-0.27,3
-1.00,-0.78,-0.70,-0.71,-0.59,-0.58,-2.97,0.04,3
-1.00,-0.62,-0.74,-0.56,-0.58,-0.63,-3.03,-0.25,3
-1.00,-0.69,-0.68,-0.73,-0.80,-0.75,-1.27,-0.14,3
-1.00,-0.64,-0.77,-0.77,-0.66,-0.66,-1.19,0.29,3
-1.00,-0.68,-0.65,-0.75,-0.69,-0.80,-3.72,-0.42,3
-1.00,-0.76,-0.55,-0.75,-0.77,-0.78,-2.13,-0.13,3
-1.00,-0.60,-0.63,-0.78,-0.61,-0.67,-0.99,-0.44,3
-1.00,-0.64,-0.67,-0.76,-0.57,-0.74,-4.15,-0.19,3
-1.00,-0.79,-0.73,-0.73,-0.74,-0.69,-2.69,-0.09,3
-1.00,-0.79,-0.63,-0.79,-0.63,-0.74,-1.67,-0.32,3
-1.00,-0.68,-0.56,-0.56,-0.57,-0.67,-2.28,-0.15,3
-1.00,-0.57,-0.69,-0.77,-0.79,-0.75,-0.95,-0.41,3
-1.00,-0.61,-0.64,-0.60,-0.66,-0.66,-2.36,0.05,3
-1.00,-0.57,-0.56,-0.76,-0.60,-0.62,-2.96,0.49,3
-1.00,-0.70,-0.67,-0.75,-0.74,-0.65,-4.06,0.21,3
-1.00,-0.63,-0.59,-0.61,-0.67,-0.64,-2.24,0.17,3
-1.00,-0.75,-0.60,-0.71,-0.62,-0.56,-2.35,0.26,3
-1.00,-0.56,-0.58,-0.75,-0.72,-0.75,-3.71,-0.19,3
-1.00,-0.73,-0.72,-0.70,-0.77,-0.72,-3.94,-0.10,3
-1.00,-0.56,-0.59,-0.80,-0.72,-0.76,-3.17,0.00,3
-1.00,-0.64,-0.67,-0.71,-0.70,-0.66,-1.51,0.23,3
-1.00,-0.62,-0.70,-0.61,-0.61,-0.68,-4.03,0.43,3
-1.00,-0.76,-0.77,-0.74,-0.71,-0.66,-1.16,0.10,3
-1.00,-0.67,-0.65,-0.77,-0.74,-0.78,-3.94,0.37,3
-1.00,-0.77,-0.67,-0.73,-0.77,-0.67,-1.57,0.37,3
-1.00,-0.73,-0.75,-0.66,-0.77,-0.80,-3.19,0.32,3
-1.00,-0.63,-0.72,-0.58,-0.69,-0.63,-3.57,-0.27,3
