Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,y1,y2,y3,y4
-1.00,-0.43,-1.08,-0.52,-0.90,-0.70,-3.12,-0.48,1,0,0,0
-1.00,-0.79,-1.03,-0.45,-1.08,-0.40,-4.17,-0.62,1,0,0,0
-1.00,-0.64,-0.92,-0.54,-1.10,-0.58,-2.66,-0.51,1,0,0,0
-1.00,-0.76,-1.18,-0.46,-1.15,-0.45,-2.31,-0.59,1,0,0,0
-1.00,-0.42,-1.14,-0.45,-1.05,-0.55,-3.63,-0.50,1,0,0,0
-1.00,-0.69,-0.85,-0.79,-1.07,-0.56,-4.30,-0.54,1,0,0,0
-1.00,-0.68,-0.99,-0.68,-1.13,-0.69,-0.83,-0.46,1,0,0,0
-1.00,-0.63,-1.19,-0.78,-1.04,-0.50,-3.11,-0.59,1,0,0,0
-1.00,-0.74,-0.87,-0.53,-1.17,-0.67,-1.01,-0.52,1,0,0,0
-1.00,-0.56,-0.96,-0.71,-1.14,-0.48,-2.04,-0.55,1,0,0,0
-1.00,-0.60,-1.10,-0.72,-1.03,-0.73,-3.04,-0.45,1,0,0,0
-1.00,-0.77,-0.89,-0.56,-0.86,-0.77,-4.50,-0.51,1,0,0,0
-1.00,-0.60,-0.95,-0.52,-0.99,-0.76,-3.25,-0.60,1,0,0,0
-1.00,-0.49,-0.87,-0.69,-0.87,-0.50,-3.09,-0.56,1,0,0,0
-1.00,-0.47,-0.94,-0.70,-0.97,-0.76,-1.68,-0.60,1,0,0,0
-1.00,-0.58,-1.10,-0.74,-1.14,-0.42,-3.81,-0.49,1,0,0,0
-1.00,-0.60,-1.04,-0.49,-0.99,-0.75,-2.66,-0.61,1,0,0,0
-1.00,-0.45,-1.00,-0.61,-1.09,-0.67,-3.76,-0.46,1,0,0,0
-1.00,-0.53,-0.98,-0.66,-1.17,-0.53,-0.85,-0.55,1,0,0,0
-1.00,-0.60,-1.06,-0.63,-0.92,-0.53,-1.71,-0.46,1,0,0,0
-1.00,-0.70,-1.19,-0.62,-0.94,-0.49,-0.84,-0.53,1,0,0,0
-1.00,-0.66,-0.95,-0.70,-1.06,-0.50,-4.31,-0.46,1,0,0,0
-1.00,-0.62,-0.87,-0.77,-1.04,-0.73,-1.71,-0.62,1,0,0,0
-1.00,-0.62,-0.93,-0.59,-0.98,-0.46,-1.18,-0.52,1,0,0,0
-1.00,-0.66,-0.97,-0.61,-0.96,-0.52,-2.85,-0.51,1,0,0,0
-1.00,-0.44,-1.14,-0.60,-0.86,-0.44,-1.61,-0.61,1,0,0,0
-1.00,-0.59,-0.97,-0.59,-0.85,-0.50,-1.41,-0.50,1,0,0,0
-1.00,-0.61,-0.91,-0.79,-1.13,-0.48,-3.34,-0.57,1,0,0,0
-1.00,-0.43,-1.16,-0.56,-1.01,-0.53,-3.67,-0.56,1,0,0,0
-1.00,-0.42,-1.01,-0.51,-1.17,-0.58,-4.31,-0.50,1,0,0,0
-1.00,-0.40,-1.01,-0.58,-0.91,-0.61,-1.82,-0.49,1,0,0,0
-1.00,-0.52,-0.95,-0.51,-1.13,-0.54,-2.70,-0.49,1,0,0,0
-1.00,-0.47,-0.91,-0.56,-1.01,-0.41,-2.95,-0.45,1,0,0,0
-1.00,-0.80,-0.95,-0.43,-0.90,-0.57,-4.40,-0.46,1,0,0,0
-1.00,-0.68,-0.93,-0.43,-1.07,-0.40,-1.21,-0.48,1,0,0,0
-1.00,-0.45,-0.92,-0.62,-1.04,-0.43,-1.75,-0.62,1,0,0,0
-1.00,-0.52,-1.00,-0.76,-1.10,-0.72,-1.77,-0.49,1,0,0,0
-1.00,-0.60,-0.95,-0.42,-1.14,-0.67,-0.98,-0.50,1,0,0,0
-1.00,-0.65,-0.89,-0.62,-0.97,-0.75,-4.02,-0.60,1,0,0,0
-1.00,-0.54,-1.15,-0.45,-0.87,-0.53,-4.25,-0.58,1,0,0,0
-1.00,-0.66,-1.00,-0.60,-1.08,-0.72,-4.07,-0.46,1,0,0,0
-1.00,-0.79,-1.17,-0.61,-1.04,-0.66,-2.48,-0.46,1,0,0,0
-1.00,-0.43,-0.88,-0.52,-0.98,-0.47,-2.65,-0.57,1,0,0,0
-1.00,-0.78,-1.02,-0.40,-1.07,-0.75,-3.53,-0.48,1,0,0,0
-1.00,-0.46,-1.19,-0.72,-1.17,-0.49,-1.09,-0.59,1,0,0,0
-1.00,-0.67,-1.07,-0.70,-1.04,-0.68,-1.70,-0.47,1,0,0,0
-1.00,-0.69,-0.87,-0.57,-0.97,-0.76,-3.43,-0.57,1,0,0,0
-1.00,-0.76,-0.95,-0.79,-0.92,-0.71,-1.64,-0.60,1,0,0,0
-1.00,-0.56,-1.10,-0.75,-0.86,-0.51,-1.41,-0.61,1,0,0,0
-1.00,-0.50,-0.99,-0.60,-0.99,-0.79,-2.64,-0.48,1,0,0,0
-1.00,-0.42,-1.01,-0.74,-0.96,-0.76,-2.79,-0.60,1,0,0,0
-1.00,-0.43,-1.01,-0.68,-0.87,-0.72,-3.10,-0.60,1,0,0,0
-1.00,-0.42,-1.12,-0.40,-1.00,-0.76,-3.41,-0.61,1,0,0,0
-1.00,-0.53,-1.07,-0.74,-1.13,-0.53,-0.94,-0.45,1,0,0,0
-1.00,-0.57,-1.13,-0.50,-1.18,-0.44,-2.07,-0.50,1,0,0,0
-1.00,-0.77,-1.13,-0.75,-1.13,-0.79,-0.86,-0.53,1,0,0,0
-1.00,-0.64,-0.97,-0.60,-1.04,-0.58,-3.01,-0.54,1,0,0,0
-1.00,-0.41,-1.03,-0.79,-0.87,-0.60,-3.12,-0.48,1,0,0,0
-1.00,-0.65,-1.13,-0.74,-0.90,-0.57,-2.20,-0.58,1,0,0,0
-1.00,-0.69,-1.17,-0.41,-0.90,-0.61,-0.89,-0.53,1,0,0,0
-1.00,-0.61,-1.18,-0.74,-1.17,-0.78,-1.68,-0.53,1,0,0,0
-1.00,-0.74,-1.18,-0.59,-1.04,-0.50,-2.37,-0.52,1,0,0,0
-1.00,-0.42,-0.89,-0.62,-1.18,-0.42,-2.65,-0.57,1,0,0,0
-1.00,-0.60,-1.06,-0.43,-0.96,-0.51,-1.05,-0.48,1,0,0,0
-1.00,-0.57,-1.00,-0.67,-0.91,-0.62,-2.02,-0.61,1,0,0,0
-1.00,-0.55,-1.16,-0.79,-1.14,-0.55,-3.73,-0.49,1,0,0,0
-1.00,-0.74,-1.00,-0.62,-0.90,-0.72,-0.98,-0.54,1,0,0,0
-1.00,-0.80,-1.08,-0.53,-0.97,-0.55,-4.46,-0.60,1,0,0,0
-1.00,-0.62,-1.03,-0.69,-1.07,-0.50,-3.19,-0.52,1,0,0,0
-1.00,-0.71,-0.93,-0.67,-1.16,-0.80,-4.34,-0.56,1,0,0,0
-1.00,-0.70,-1.13,-0.44,-0.90,-0.66,-2.97,-0.58,1,0,0,0
-1.00,-0.42,-1.17,-0.78,-1.18,-0.77,-0.89,-0.58,1,0,0,0
-1.00,-0.54,-1.03,-0.43,-1.14,-0.58,-1.72,-0.52,1,0,0,0
-1.00,-0.45,-0.89,-0.46,-1.20,-0.56,-4.45,-0.57,1,0,0,0
-1.00,-0.43,-1.13,-0.61,-1.11,-0.61,-3.69,-0.55,1,0,0,0
-1.00,-0.53,-1.06,-0.50,-0.94,-0.62,-1.83,-0.52,1,0,0,0
-1.00,-0.56,-1.13,-0.61,-1.06,-0.54,-3.01,-0.54,1,0,0,0
-1.00,-0.58,-1.02,-0.76,-0.96,-0.72,-3.52,-0.59,1,0,0,0
-1.00,-0.46,-0.86,-0.60,-1.01,-0.41,-2.83,-0.56,1,0,0,0
-1.00,-0.61,-0.92,-0.56,-0.98,-0.70,-4.42,-0.61,1,0,0,0
-1.00,-0.54,-0.86,-0.51,-0.88,-0.76,-2.05,-0.46,1,0,0,0
-1.00,-0.68,-1.08,-0.60,-1.08,-0.71,-4.35,-0.53,1,0,0,0
-1.00,-0.48,-1.19,-0.66,-1.09,-0.46,-2.43,-0.48,1,0,0,0
-1.00,-0.59,-0.89,-0.43,-0.92,-0.71,-2.71,-0.51,1,0,0,0
-1.00,-0.70,-0.88,-0.75,-1.15,-0.71,-3.36,-0.46,1,0,0,0
-1.00,-0.69,-0.92,-0.69,-1.05,-0.52,-3.73,-0.60,1,0,0,0
-1.00,-0.42,-1.16,-0.49,-1.08,-0.75,-1.47,-0.56,1,0,0,0
-1.00,-0.72,-1.11,-0.64,-0.86,-0.53,-1.17,-0.52,1,0,0,0
-1.00,-0.46,-1.13,-0.46,-0.96,-0.60,-4.21,-0.52,1,0,0,0
-1.00,-0.64,-0.96,-0.57,-0.87,-0.45,-4.05,-0.60,1,0,0,0
-1.00,-0.60,-1.00,-0.54,-0.96,-0.55,-2.21,-0.48,1,0,0,0
-1.00,-0.51,-0.91,-0.54,-1.04,-0.42,-1.95,-0.46,1,0,0,0
-1.00,-0.54,-1.11,-0.44,-1.03,-0.45,-3.26,-0.61,1,0,0,0
-1.00,-0.43,-0.92,-0.44,-1.10,-0.76,-1.66,-0.54,1,0,0,0
-1.00,-0.48,-0.96,-0.58,-1.20,-0.67,-2.90,-0.46,1,0,0,0
-1.00,-0.54,-1.04,-0.70,-0.93,-0.64,-1.95,-0.51,1,0,0,0
-1.00,-0.49,-1.08,-0.62,-1.12,-0.51,-3.27,-0.59,1,0,0,0
-1.00,-0.74,-1.18,-0.76,-1.19,-0.69,-3.32,-0.54,1,0,0,0
-1.00,-0.54,-1.02,-0.64,-0.99,-0.49,-4.08,-0.46,1,0,0,0
-1.00,-0.47,-1.03,-0.78,-0.94,-0.47,-3.21,-0.62,1,0,0,0
-1.00,-0.42,-1.08,-0.52,-1.00,-0.47,-4.15,-0.53,1,0,0,0
-1.00,-0.59,-0.90,-0.74,-0.86,-0.48,-1.28,-0.48,1,0,0,0
-1.00,-0.48,-1.00,-0.50,-1.18,-0.44,-1.76,-0.56,1,0,0,0
-1.00,-0.73,-1.08,-0.54,-1.05,-0.52,-3.45,-0.56,1,0,0,0
-1.00,-0.76,-1.10,-0.66,-1.14,-0.41,-1.23,-0.58,1,0,0,0
-1.00,-0.71,-1.13,-0.72,-1.19,-0.57,-2.56,-0.51,1,0,0,0
-1.00,-0.41,-0.90,-0.69,-0.87,-0.50,-1.18,-0.48,1,0,0,0
-1.00,-0.64,-1.02,-0.68,-1.13,-0.62,-3.61,-0.56,1,0,0,0
-1.00,-0.66,-1.05,-0.42,-0.89,-0.56,-1.98,-0.61,1,0,0,0
-1.00,-0.51,-0.90,-0.76,-1.20,-0.74,-4.42,-0.56,1,0,0,0
-1.00,-0.67,-0.88,-0.67,-0.94,-0.65,-2.10,-0.53,1,0,0,0
-1.00,-0.57,-1.09,-0.55,-1.03,-0.66,-1.93,-0.56,1,0,0,0
-1.00,-0.76,-1.16,-0.58,-0.95,-0.78,-1.27,-0.49,1,0,0,0
-1.00,-0.71,-1.15,-0.48,-0.92,-0.48,-1.49,-0.61,1,0,0,0
-1.00,-0.67,-0.85,-0.80,-1.01,-0.73,-0.99,-0.49,1,0,0,0
-1.00,-0.71,-1.01,-0.60,-1.01,-0.80,-1.51,-0.47,1,0,0,0
-1.00,-0.53,-1.00,-0.68,-0.96,-0.80,-2.42,-0.48,1,0,0,0
-1.00,-0.54,-0.95,-0.59,-1.05,-0.57,-1.75,-0.56,1,0,0,0
-1.00,-0.46,-0.85,-0.48,-1.13,-0.46,-2.86,-0.50,1,0,0,0
-1.00,-0.48,-1.06,-0.42,-1.13,-0.74,-1.29,-0.61,1,0,0,0
-1.00,-0.47,-1.08,-0.48,-0.93,-0.49,-2.61,-0.62,1,0,0,0
-1.00,-0.43,-1.15,-0.60,-0.91,-0.64,-2.14,-0.53,1,0,0,0
-1.00,-0.56,-1.11,-0.56,-1.17,-0.68,-1.45,-0.62,1,0,0,0
-1.00,-0.79,-1.01,-0.48,-0.86,-0.74,-3.88,-0.57,1,0,0,0
-1.00,-0.67,-0.95,-0.48,-0.87,-0.56,-1.71,-0.54,1,0,0,0
-1.00,-0.73,-1.10,-0.66,-0.93,-0.60,-2.30,-0.48,1,0,0,0
-1.00,-0.70,-0.90,-0.47,-0.88,-0.78,-4.42,-0.57,1,0,0,0
-1.00,-0.41,-1.17,-0.47,-1.04,-0.64,-4.31,-0.56,1,0,0,0
-1.00,-0.63,-0.98,-0.52,-0.98,-0.60,-3.02,-0.59,1,0,0,0
-1.00,-0.57,-1.06,-0.70,-1.09,-0.44,-3.76,-0.59,1,0,0,0
-1.00,-0.77,-0.92,-0.55,-0.93,-0.47,-2.63,-0.50,1,0,0,0
-1.00,-0.72,-1.08,-0.53,-0.89,-0.66,-1.19,-0.47,1,0,0,0
-1.00,-0.77,-1.17,-0.70,-0.97,-0.55,-1.36,-0.55,1,0,0,0
-1.00,-0.73,-0.92,-0.59,-1.10,-0.43,-1.56,-0.48,1,0,0,0
-1.00,-0.45,-1.07,-0.55,-0.91,-0.60,-1.28,-0.62,1,0,0,0
-1.00,-0.73,-1.18,-0.56,-0.96,-0.71,-0.93,-0.47,1,0,0,0
-1.00,-0.53,-0.99,-0.63,-1.09,-0.56,-4.34,-0.58,1,0,0,0
-1.00,-0.55,-1.02,-0.45,-1.09,-0.41,-2.37,-0.54,1,0,0,0
-1.00,-0.78,-1.15,-0.52,-0.98,-0.69,-1.83,-0.61,1,0,0,0
-1.00,-0.45,-0.91,-0.65,-0.99,-0.76,-2.87,-0.47,1,0,0,0
-1.00,-0.65,-1.01,-0.43,-1.09,-0.69,-1.19,-0.62,1,0,0,0
-1.00,-0.47,-0.99,-0.76,-0.94,-0.56,-2.40,-0.61,1,0,0,0
-1.00,-0.65,-1.13,-0.42,-1.15,-0.79,-2.40,-0.54,1,0,0,0
-1.00,-0.43,-0.97,-0.71,-1.11,-0.68,-3.46,-0.47,1,0,0,0
-1.00,-0.72,-1.11,-0.61,-0.97,-0.66,-4.02,-0.58,1,0,0,0
-1.00,-0.76,-1.08,-0.75,-0.85,-0.52,-2.88,-0.54,1,0,0,0
-1.00,-0.71,-1.05,-0.72,-0.88,-0.50,-4.11,-0.52,1,0,0,0
-1.00,-0.46,-1.09,-0.76,-0.93,-0.42,-3.03,-0.47,1,0,0,0
-1.00,-0.72,-1.11,-0.74,-0.95,-0.78,-3.45,-0.52,1,0,0,0
-1.00,-0.77,-1.02,-0.40,-0.87,-0.76,-1.74,-0.51,1,0,0,0
-1.00,-0.59,-0.93,-0.64,-1.03,-0.49,-1.71,-0.46,1,0,0,0
-1.00,-0.66,-1.17,-0.52,-1.03,-0.74,-3.66,-0.60,1,0,0,0
-1.00,-0.46,-1.03,-0.44,-1.14,-0.59,-3.15,-0.59,1,0,0,0
-1.00,-0.68,-0.95,-0.77,-0.87,-0.56,-2.89,-0.57,1,0,0,0
-1.00,-0.54,-1.14,-0.59,-1.09,-0.62,-1.49,-0.53,1,0,0,0
-1.00,-0.47,-0.93,-0.58,-1.13,-0.58,-1.10,-0.49,1,0,0,0
-1.00,-0.59,-1.15,-0.62,-0.96,-0.54,-4.30,-0.60,1,0,0,0
-1.00,-0.45,-0.94,-0.60,-1.19,-0.40,-3.47,-0.49,1,0,0,0
-1.00,-0.58,-0.98,-0.42,-0.92,-0.73,-1.29,-0.57,1,0,0,0
-1.00,-0.68,-1.07,-0.64,-1.18,-0.75,-3.48,-0.47,1,0,0,0
-1.00,-0.43,-1.13,-0.49,-0.98,-0.46,-1.06,-0.49,1,0,0,0
-1.00,-0.50,-1.05,-0.45,-0.86,-0.52,-2.34,-0.59,1,0,0,0
-1.00,-0.63,-1.07,-0.52,-0.95,-0.45,-2.79,-0.56,1,0,0,0
-1.00,-0.47,-0.92,-0.60,-1.03,-0.75,-4.44,-0.51,1,0,0,0
-1.00,-0.52,-1.01,-0.44,-1.10,-0.62,-3.34,-0.60,1,0,0,0
-1.00,-0.55,-1.04,-0.54,-1.10,-0.68,-2.16,-0.50,1,0,0,0
-1.00,-0.49,-1.11,-0.49,-0.99,-0.53,-4.27,-0.48,1,0,0,0
-1.00,-0.54,-0.99,-0.67,-0.86,-0.44,-3.61,-0.59,1,0,0,0
-1.00,-0.63,-0.87,-0.71,-0.97,-0.79,-1.40,-0.57,1,0,0,0
-1.00,-0.45,-1.02,-0.64,-0.91,-0.42,-3.61,-0.61,1,0,0,0
-1.00,-0.65,-1.15,-0.48,-1.01,-0.40,-2.62,-0.50,1,0,0,0
-1.00,-0.76,-1.02,-0.45,-1.00,-0.45,-2.36,-0.62,1,0,0,0
-1.00,-0.46,-1.08,-0.63,-1.07,-0.52,-1.98,-0.51,1,0,0,0
-1.00,-0.72,-1.01,-0.70,-0.92,-0.57,-3.34,-0.62,1,0,0,0
-1.00,-0.67,-0.93,-0.66,-1.16,-0.77,-4.07,-0.55,1,0,0,0
-1.00,-0.74,-1.14,-0.68,-1.17,-0.53,-3.49,-0.58,1,0,0,0
-1.00,-0.52,-0.89,-0.45,-0.89,-0.80,-1.65,-0.60,1,0,0,0
-1.00,-0.76,-1.18,-0.79,-1.18,-0.62,-2.64,-0.54,1,0,0,0
-1.00,-0.59,-0.87,-0.46,-1.08,-0.74,-3.02,-0.60,1,0,0,0
-1.00,-0.41,-1.04,-0.63,-1.16,-0.66,-3.50,-0.61,1,0,0,0
-1.00,-0.55,-1.07,-0.49,-0.99,-0.46,-1.01,-0.60,1,0,0,0
-1.00,-0.72,-0.88,-0.61,-1.07,-0.65,-1.19,-0.58,1,0,0,0
-1.00,-0.59,-0.98,-0.78,-1.09,-0.42,-3.51,-0.50,1,0,0,0
-1.00,-0.70,-1.20,-0.79,-1.18,-0.46,-2.61,-0.51,1,0,0,0
-1.00,-0.48,-0.93,-0.53,-0.94,-0.58,-3.93,-0.54,1,0,0,0
-1.00,-0.50,-0.86,-0.48,-1.04,-0.65,-4.17,-0.53,1,0,0,0
-1.00,-0.76,-1.03,-0.78,-0.92,-0.58,-3.91,-0.54,1,0,0,0
-1.00,-0.44,-1.17,-0.80,-1.08,-0.44,-1.83,-0.61,1,0,0,0
-1.00,-0.76,-0.86,-0.56,-0.86,-0.50,-3.22,-0.49,1,0,0,0
-1.00,-0.62,-1.03,-0.73,-1.14,-0.75,-3.24,-0.54,1,0,0,0
-1.00,-0.77,-1.08,-0.59,-1.13,-0.61,-3.60,-0.61,1,0,0,0
-1.00,-0.59,-1.03,-0.61,-1.18,-0.53,-2.80,-0.59,1,0,0,0
-1.00,-0.58,-0.87,-0.53,-1.10,-0.62,-2.37,-0.45,1,0,0,0
-1.00,-0.58,-1.14,-0.53,-1.19,-0.45,-4.29,-0.57,1,0,0,0
-1.00,-0.75,-0.90,-0.68,-1.02,-0.65,-3.59,-0.51,1,0,0,0
-1.00,-0.43,-0.88,-0.48,-0.96,-0.58,-2.20,-0.60,1,0,0,0
-1.00,-0.53,-0.92,-0.54,-1.08,-0.60,-3.79,-0.62,1,0,0,0
-1.00,-0.74,-0.88,-0.46,-0.95,-0.57,-2.51,-0.55,1,0,0,0
-1.00,-0.41,-1.08,-0.44,-0.89,-0.66,-0.94,-0.56,1,0,0,0
-1.00,-0.76,-1.04,-0.54,-0.85,-0.72,-3.42,-0.46,1,0,0,0
-1.00,-0.67,-0.93,-0.45,-1.12,-0.42,-1.54,-0.46,1,0,0,0
-1.00,-0.70,-1.14,-0.62,-0.94,-0.46,-1.00,-0.56,1,0,0,0
-1.00,-0.70,-0.92,-0.57,-1.09,-0.47,-1.68,-0.46,1,0,0,0
-1.00,-0.44,-1.13,-0.66,-0.96,-0.42,-2.08,-0.51,1,0,0,0
-1.00,-0.78,-1.02,-0.66,-1.14,-0.64,-2.04,-0.61,1,0,0,0
-1.00,-0.56,-1.19,-0.50,-1.05,-0.73,-3.66,-0.58,1,0,0,0
-1.00,-0.76,-0.97,-0.54,-0.91,-0.41,-2.15,-0.48,1,0,0,0
-1.00,-0.45,-1.16,-0.68,-1.12,-0.65,-2.02,-0.48,1,0,0,0
-1.00,-0.50,-0.86,-0.61,-0.91,-0.75,-0.96,-0.53,1,0,0,0
-1.00,-0.51,-0.93,-0.51,-1.20,-0.51,-3.92,-0.51,1,0,0,0
-1.00,-0.43,-1.14,-0.53,-1.03,-0.43,-2.76,-0.48,1,0,0,0
-1.00,-0.72,-1.17,-0.79,-1.04,-0.64,-3.18,-0.57,1,0,0,0
-1.00,-0.76,-0.91,-0.76,-0.98,-0.78,-4.21,-0.48,1,0,0,0
-1.00,-0.48,-1.04,-0.75,-1.05,-0.67,-1.38,-0.60,1,0,0,0
-1.00,-0.49,-0.98,-0.67,-0.93,-0.80,-3.41,-0.49,1,0,0,0
-1.00,-0.63,-0.90,-0.60,-1.10,-0.68,-1.59,-0.56,1,0,0,0
-1.00,-0.74,-0.92,-0.80,-1.10,-0.68,-1.92,-0.58,1,0,0,0
-1.00,-0.55,-1.18,-0.76,-0.93,-0.59,-2.12,-0.56,1,0,0,0
-1.00,-0.68,-1.04,-0.71,-0.87,-0.53,-4.07,-0.61,1,0,0,0
-1.00,-0.73,-0.89,-0.69,-0.87,-0.41,-3.10,-0.55,1,0,0,0
-1.00,-0.53,-0.93,-0.42,-1.09,-0.57,-0.97,-0.46,1,0,0,0
-1.00,-0.58,-1.00,-0.77,-0.89,-0.74,-1.03,-0.61,1,0,0,0
-1.00,-0.51,-1.00,-0.55,-1.17,-0.48,-1.09,-0.52,1,0,0,0
-1.00,-0.71,-0.87,-0.56,-0.99,-0.41,-1.90,-0.61,1,0,0,0
-1.00,-0.42,-0.92,-0.75,-0.86,-0.47,-3.16,-0.46,1,0,0,0
-1.00,-0.61,-0.94,-0.74,-1.20,-0.48,-3.42,-0.50,1,0,0,0
-1.00,-0.51,-0.96,-0.78,-1.09,-0.79,-4.44,-0.59,1,0,0,0
-1.00,-0.76,-0.89,-0.42,-1.17,-0.74,-1.91,-0.54,1,0,0,0
-1.00,-0.41,-0.93,-0.55,-1.04,-0.46,-2.22,-0.48,1,0,0,0
-1.00,-0.67,-0.90,-0.47,-1.13,-0.72,-4.05,-0.52,1,0,0,0
-1.00,-0.77,-1.04,-0.46,-1.08,-0.63,-1.76,-0.62,1,0,0,0
-1.00,-0.73,-0.98,-0.42,-0.90,-0.44,-3.71,-0.58,1,0,0,0
-1.00,-0.78,-0.92,-0.69,-1.08,-0.54,-2.76,-0.62,1,0,0,0
-1.00,-0.50,-0.86,-0.77,-1.01,-0.69,-2.58,-0.48,1,0,0,0
-1.00,-0.75,-0.98,-0.70,-1.08,-0.61,-0.96,-0.56,1,0,0,0
-1.00,-0.60,-0.95,-0.60,-0.86,-0.55,-1.66,-0.60,1,0,0,0
-1.00,-0.41,-1.04,-0.80,-1.12,-0.48,-3.74,-0.55,1,0,0,0
-1.00,-0.63,-0.87,-0.74,-1.09,-0.51,-1.60,-0.58,1,0,0,0
-1.00,-0.56,-1.00,-0.75,-0.90,-0.61,-3.21,-0.54,1,0,0,0
-1.00,-0.50,-1.01,-0.78,-0.92,-0.61,-1.67,-0.59,1,0,0,0
-1.00,-0.70,-1.01,-0.62,-0.99,-0.49,-4.18,-0.58,1,0,0,0
-1.00,-0.73,-0.97,-0.74,-0.94,-0.69,-0.96,-0.55,1,0,0,0
-1.00,-0.76,-0.93,-0.57,-0.99,-0.52,-1.45,-0.61,1,0,0,0
-1.00,-0.57,-1.04,-0.58,-1.18,-0.65,-2.05,-0.51,1,0,0,0
-1.00,-0.77,-1.15,-0.49,-1.19,-0.73,-3.25,-0.49,1,0,0,0
-1.00,-0.44,-0.94,-0.65,-1.18,-0.55,-4.46,-0.52,1,0,0,0
-1.00,-0.67,-0.92,-0.67,-0.89,-0.62,-1.87,-0.53,1,0,0,0
-1.00,-0.68,-0.85,-0.64,-1.15,-0.77,-3.65,-0.50,1,0,0,0
-1.00,-0.57,-0.98,-0.65,-1.03,-0.73,-1.36,-0.47,1,0,0,0
-1.00,-0.61,-1.05,-0.78,-1.02,-0.65,-3.48,-0.46,1,0,0,0
-1.00,-0.65,-1.02,-0.75,-1.14,-0.73,-2.58,-0.53,1,0,0,0
-1.00,-0.72,-0.91,-0.59,-1.19,-0.59,-1.89,-0.58,1,0,0,0
-1.00,-0.48,-0.88,-0.68,-1.20,-0.47,-1.62,-0.48,1,0,0,0
-1.00,-0.51,-1.05,-0.64,-0.87,-0.52,-2.96,-0.58,1,0,0,0
-1.00,-0.41,-1.06,-0.56,-1.18,-0.47,-3.60,-0.52,1,0,0,0
-1.00,-0.71,-1.05,-0.80,-0.90,-0.68,-2.64,-0.49,1,0,0,0
-1.00,-0.77,-1.17,-0.69,-1.00,-0.42,-1.85,-0.47,1,0,0,0
-1.00,-0.61,-1.15,-0.72,-1.04,-0.53,-2.60,-0.51,1,0,0,0
-1.00,-0.43,-0.95,-0.69,-0.97,-0.52,-4.19,-0.50,1,0,0,0
-1.00,-0.64,-0.87,-0.66,-0.99,-0.67,-4.01,-0.59,1,0,0,0
-1.00,-0.69,-1.06,-0.62,-0.90,-0.53,-1.41,-0.61,1,0,0,0
