Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,Salida
-1.00,-0.57,-0.84,-0.73,-0.93,-0.56,-3.67,-0.55,2
-1.00,-0.69,-1.04,-0.72,-0.87,-0.72,-2.51,-0.50,2
-1.00,-0.58,-1.16,-0.59,-0.85,-0.78,-2.14,-0.48,2
-1.00,-0.79,-0.97,-0.77,-1.02,-0.59,-3.93,-0.49,2
-1.00,-0.66,-0.94,-0.56,-1.17,-0.74,-2.34,-0.48,2
-1.00,-0.74,-0.96,-0.71,-1.01,-0.79,-3.80,-0.58,2
-1.00,-0.72,-0.93,-0.77,-1.08,-0.75,-1.61,-0.56,2
-1.00,-0.66,-0.98,-0.63,-0.91,-0.73,-2.66,-0.58,2
-1.00,-0.58,-1.06,-0.62,-0.91,-0.66,-1.26,-0.57,2
-1.00,-0.61,-1.15,-0.69,-0.86,-0.77,-1.07,-0.47,2
-1.00,-0.71,-0.86,-0.73,-0.89,-0.78,-1.50,-0.59,2
-1.00,-0.61,-0.88,-0.67,-0.97,-0.65,-3.05,-0.45,2
-1.00,-0.78,-0.93,-0.75,-0.90,-0.61,-1.48,-0.50,2
-1.00,-0.71,-1.20,-0.75,-0.93,-0.55,-1.93,-0.62,2
-1.00,-0.72,-0.99,-0.70,-1.02,-0.74,-2.69,-0.56,2
-1.00,-0.74,-1.06,-0.64,-1.17,-0.77,-3.50,-0.57,2
-1.00,-0.64,-0.92,-0.62,-1.01,-0.61,-2.60,-0.49,2
-1.00,-0.66,-0.94,-0.68,-1.14,-0.72,-2.03,-0.50,2
-1.00,-0.59,-0.93,-0.74,-0.91,-0.69,-3.72,-0.49,2
-1.00,-0.70,-0.82,-0.64,-0.92,-0.73,-1.19,-0.46,2
-1.00,-0.58,-1.04,-0.62,-0.96,-0.64,-1.23,-0.49,2
-1.00,-0.76,-1.18,-0.67,-0.95,-0.73,-4.37,-0.53,2
-1.00,-0.69,-1.03,-0.73,-0.85,-0.59,-3.09,-0.57,2
-1.00,-0.79,-1.00,-0.56,-0.92,-0.64,-3.28,-0.49,2
-1.00,-0.68,-0.93,-0.65,-0.95,-0.75,-3.89,-0.56,2
-1.00,-0.55,-1.11,-0.78,-1.10,-0.61,-3.04,-0.59,2
-1.00,-0.72,-1.03,-0.74,-0.94,-0.71,-3.07,-0.55,2
-1.00,-0.71,-0.94,-0.55,-1.05,-0.66,-0.96,-0.47,2
-1.00,-0.60,-1.01,-0.58,-0.80,-0.73,-1.45,-0.45,2
-1.00,-0.77,-1.06,-0.72,-1.13,-0.58,-1.52,-0.48,2
-1.00,-0.72,-0.85,-0.58,-1.14,-0.75,-2.24,-0.59,2
-1.00,-0.58,-1.10,-0.61,-1.11,-0.68,-4.28,-0.46,2
-1.00,-0.55,-1.17,-0.74,-1.18,-0.66,-4.14,-0.59,2
-1.00,-0.56,-1.09,-0.76,-1.05,-0.58,-1.74,-0.58,2
-1.00,-0.75,-0.95,-0.79,-0.98,-0.57,-3.49,-0.52,2
-1.00,-0.72,-1.17,-0.67,-0.81,-0.58,-2.66,-0.59,2
-1.00,-0.78,-0.84,-0.57,-0.87,-0.71,-3.01,-0.57,2
-1.00,-0.77,-0.96,-0.71,-1.16,-0.59,-2.19,-0.56,2
-1.00,-0.61,-0.88,-0.70,-1.17,-0.59,-1.41,-0.46,2
-1.00,-0.59,-0.89,-0.71,-1.10,-0.65,-4.47,-0.55,2
-1.00,-0.63,-1.19,-0.72,-0.83,-0.59,-0.98,-0.47,2
-1.00,-0.78,-1.04,-0.59,-0.84,-0.79,-3.94,-0.57,2
-1.00,-0.76,-1.20,-0.67,-1.14,-0.80,-4.22,-0.46,2
-1.00,-0.77,-1.12,-0.72,-1.12,-0.77,-2.98,-0.52,2
-1.00,-0.64,-0.87,-0.76,-0.92,-0.77,-1.19,-0.52,2
-1.00,-0.55,-1.15,-0.76,-0.81,-0.62,-0.89,-0.57,2
-1.00,-0.66,-0.96,-0.61,-0.99,-0.78,-0.85,-0.50,2
-1.00,-0.61,-0.89,-0.69,-1.18,-0.57,-2.97,-0.58,2
-1.00,-0.72,-1.15,-0.74,-1.16,-0.67,-2.64,-0.48,2
-1.00,-0.79,-0.83,-0.74,-0.98,-0.60,-4.06,-0.56,2
-1.00,-0.75,-0.93,-0.70,-0.88,-0.79,-4.42,-0.49,2
-1.00,-0.66,-0.89,-0.56,-0.94,-0.75,-4.16,-0.59,2
-1.00,-0.76,-0.97,-0.58,-1.04,-0.57,-1.04,-0.48,2
-1.00,-0.59,-1.04,-0.60,-0.86,-0.58,-3.00,-0.60,2
-1.00,-0.72,-1.15,-0.70,-1.00,-0.56,-3.08,-0.61,2
-1.00,-0.76,-0.94,-0.74,-0.88,-0.62,-4.20,-0.51,2
-1.00,-0.79,-0.89,-0.73,-1.14,-0.63,-2.86,-0.50,2
-1.00,-0.66,-0.90,-0.64,-0.85,-0.67,-1.41,-0.59,2
-1.00,-0.61,-1.11,-0.80,-1.16,-0.60,-2.79,-0.49,2
-1.00,-0.71,-1.05,-0.65,-1.02,-0.63,-2.67,-0.59,2
-1.00,-0.58,-1.02,-0.62,-0.83,-0.61,-1.23,-0.47,2
-1.00,-0.72,-1.18,-0.65,-0.96,-0.59,-4.45,-0.53,2
-1.00,-0.69,-1.01,-0.74,-1.19,-0.72,-1.78,-0.49,2
-1.00,-0.63,-1.18,-0.56,-0.82,-0.72,-4.40,-0.46,2
-1.00,-0.60,-1.03,-0.60,-0.92,-0.62,-1.54,-0.47,2
-1.00,-0.58,-1.05,-0.65,-0.85,-0.64,-4.16,-0.58,2
-1.00,-0.70,-0.95,-0.62,-0.86,-0.67,-0.84,-0.50,2
-1.00,-0.61,-0.86,-0.67,-0.85,-0.70,-3.30,-0.51,2
-1.00,-0.70,-1.13,-0.69,-0.81,-0.73,-2.63,-0.50,2
-1.00,-0.62,-1.10,-0.63,-1.07,-0.55,-3.06,-0.45,2
-1.00,-0.71,-1.16,-0.74,-1.03,-0.63,-1.28,-0.56,2
-1.00,-0.80,-0.98,-0.70,-1.05,-0.76,-2.03,-0.51,2
-1.00,-0.56,-0.99,-0.63,-0.88,-0.78,-1.26,-0.62,2
-1.00,-0.73,-0.88,-0.67,-1.01,-0.61,-1.50,-0.53,2
-1.00,-0.68,-0.82,-0.71,-1.01,-0.64,-2.53,-0.45,2
-1.00,-0.60,-1.07,-0.71,-0.92,-0.76,-3.75,-0.60,2
-1.00,-0.68,-0.95,-0.62,-0.86,-0.67,-0.91,-0.60,2
-1.00,-0.75,-0.88,-0.60,-1.14,-0.68,-3.08,-0.54,2
-1.00,-0.61,-1.05,-0.57,-1.04,-0.79,-3.63,-0.47,2
-1.00,-0.57,-0.81,-0.63,-0.81,-0.65,-2.65,-0.62,2
-1.00,-0.62,-1.03,-0.79,-0.92,-0.79,-1.38,-0.54,2
-1.00,-0.68,-1.17,-0.65,-0.85,-0.75,-1.67,-0.62,2
-1.00,-0.56,-0.90,-0.66,-0.93,-0.62,-2.26,-0.62,2
1.00,-0.79,-0.58,-0.76,-0.74,-0.79,-1.09,0.20,3
1.00,-0.64,-0.64,-0.68,-0.79,-0.69,-3.08,0.04,3
1.00,-0.74,-0.57,-0.78,-0.61,-0.73,-2.93,0.33,3
1.00,-0.68,-0.76,-0.57,-0.78,-0.72,-2.66,0.35,3
1.00,-0.73,-0.76,-0.75,-0.63,-0.60,-2.68,0.47,3
1.00,-0.80,-0.72,-0.61,-0.79,-0.75,-3.16,-0.18,3
1.00,-0.58,-0.73,-0.72,-0.78,-0.63,-3.83,0.49,3
1.00,-0.74,-0.58,-0.72,-0.70,-0.60,-3.92,0.42,3
1.00,-0.69,-0.58,-0.59,-0.63,-0.68,-4.16,-0.09,3
1.00,-0.72,-0.62,-0.71,-0.57,-0.59,-3.05,0.43,3
1.00,-0.56,-0.74,-0.78,-0.76,-0.64,-3.66,-0.36,3
1.00,-0.73,-0.67,-0.71,-0.67,-0.78,-1.44,0.36,3
1.00,-0.71,-0.71,-0.66,-0.69,-0.78,-2.01,-0.43,3
1.00,-0.59,-0.72,-0.78,-0.68,-0.75,-1.30,-0.43,3
1.00,-0.75,-0.80,-0.61,-0.78,-0.72,-3.16,-0.42,3
1.00,-0.72,-0.70,-0.60,-0.76,-0.76,-1.90,-0.34,3
1.00,-0.80,-0.57,-0.70,-0.77,-0.71,-1.37,0.42,3
1.00,-0.61,-0.74,-0.67,-0.71,-0.72,-2.25,-0.26,3
1.00,-0.76,-0.72,-0.72,-0.76,-0.66,-4.10,-0.22,3
1.00,-0.60,-0.61,-0.69,-0.68,-0.73,-2.20,0.10,3
1.00,-0.56,-0.59,-0.58,-0.63,-0.60,-2.17,-0.26,3
1.00,-0.79,-0.75,-0.61,-0.66,-0.70,-3.18,0.16,3
1.00,-0.73,-0.70,-0.69,-0.63,-0.59,-2.47,0.38,3
1.00,-0.76,-0.77,-0.56,-0.74,-0.76,-1.86,-0.34,3
1.00,-0.68,-0.77,-0.78,-0.77,-0.74,-3.08,0.07,3
1.00,-0.58,-0.74,-0.64,-0.68,-0.67,-1.34,-0.24,3
1.00,-0.71,-0.70,-0.61,-0.60,-0.63,-3.46,0.36,3
1.00,-0.80,-0.60,-0.78,-0.61,-0.60,-1.45,0.15,3
1.00,-0.79,-0.76,-0.66,-0.62,-0.77,-1.17,0.30,3
1.00,-0.67,-0.59,-0.74,-0.68,-0.57,-1.10,-0.31,3
1.00,-0.71,-0.63,-0.69,-0.65,-0.74,-2.43,-0.16,3
1.00,-0.58,-0.61,-0.58,-0.74,-0.71,-3.03,-0.20,3
1.00,-0.56,-0.59,-0.78,-0.78,-0.67,-2.65,-0.38,3
1.00,-0.62,-0.58,-0.64,-0.73,-0.62,-2.76,0.32,3
1.00,-0.70,-0.69,-0.79,-0.71,-0.73,-1.48,0.32,3
1.00,-0.67,-0.79,-0.77,-0.76,-0.63,-4.23,0.16,3
1.00,-0.70,-0.65,-0.59,-0.66,-0.61,-2.84,0.23,3
1.00,-0.75,-0.76,-0.60,-0.56,-0.73,-3.74,-0.39,3
1.00,-0.61,-0.68,-0.78,-0.62,-0.59,-4.33,0.00,3
1.00,-0.80,-0.71,-0.58,-0.70,-0.69,-3.12,-0.32,3
1.00,-0.74,-0.76,-0.69,-0.62,-0.74,-2.98,0.46,3
1.00,-0.71,-0.71,-0.58,-0.77,-0.56,-3.72,0.11,3
1.00,-0.68,-0.57,-0.75,-0.58,-0.70,-3.90,-0.19,3
1.00,-0.57,-0.73,-0.78,-0.59,-0.72,-3.42,-0.39,3
1.00,-0.60,-0.78,-0.66,-0.69,-0.57,-1.67,0.38,3
1.00,-0.69,-0.80,-0.64,-0.79,-0.76,-2.02,0.01,3
1.00,-0.68,-0.66,-0.68,-0.73,-0.64,-3.31,-0.28,3
1.00,-0.79,-0.58,-0.79,-0.69,-0.61,-1.19,0.46,3
1.00,-0.63,-0.63,-0.78,-0.59,-0.68,-2.61,0.31,3
1.00,-0.74,-0.61,-0.63,-0.64,-0.66,-2.78,-0.42,3
1.00,-0.77,-0.74,-0.78,-0.62,-0.74,-3.08,0.45,3
1.00,-0.61,-0.59,-0.76,-0.66,-0.56,-2.54,-0.29,3
1.00,-0.76,-0.69,-0.62,-0.76,-0.55,-3.69,-0.48,3
1.00,-0.63,-0.69,-0.63,-0.71,-0.76,-3.39,-0.36,3
1.00,-0.59,-0.69,-0.74,-0.64,-0.70,-4.07,0.38,3
1.00,-0.79,-0.69,-0.77,-0.72,-0.73,-2.44,-0.05,3
1.00,-0.69,-0.62,-0.58,-0.75,-0.72,-1.30,-0.01,3
1.00,-0.63,-0.79,-0.75,-0.78,-0.72,-1.45,-0.35,3
1.00,-0.57,-0.73,-0.60,-0.65,-0.79,-2.50,0.29,3
1.00,-0.73,-0.66,-0.61,-0.71,-0.67,-4.10,-0.06,3
1.00,-0.78,-0.58,-0.79,-0.67,-0.66,-1.77,-0.28,3
1.00,-0.57,-0.72,-0.71,-0.72,-0.71,-4.33,0.04,3
1.00,-0.76,-0.68,-0.79,-0.59,-0.65,-1.74,-0.27,3
1.00,-0.80,-0.67,-0.70,-0.75,-0.59,-1.83,-0.36,3
1.00,-0.77,-0.62,-0.58,-0.73,-0.55,-2.37,-0.26,3
1.00,-0.73,-0.78,-0.66,-0.70,-0.67,-3.69,0.36,3
1.00,-0.69,-0.66,-0.77,-0.77,-0.72,-1.26,0.17,3
1.00,-0.59,-0.79,-0.66,-0.67,-0.68,-3.00,0.36,3
1.00,-0.74,-0.55,-0.69,-0.60,-0.65,-1.03,0.38,3
1.00,-0.68,-0.56,-0.74,-0.71,-0.65,-3.30,-0.05,3
1.00,-0.73,-0.73,-0.79,-0.59,-0.57,-2.56,0.46,3
1.00,-0.72,-0.71,-0.71,-0.58,-0.79,-4.35,-0.21,3
1.00,-0.76,-0.75,-0.71,-0.67,-0.78,-3.19,0.18,3
1.00,-0.77,-0.77,-0.75,-0.70,-0.64,-3.85,0.48,3
1.00,-0.76,-0.68,-0.69,-0.68,-0.69,-2.00,0.16,3
1.00,-0.68,-0.77,-0.62,-0.62,-0.78,-1.46,-0.31,3
1.00,-0.78,-0.66,-0.68,-0.66,-0.56,-3.50,-0.16,3
1.00,-0.62,-0.62,-0.79,-0.74,-0.58,-3.77,-0.13,3
1.00,-0.57,-0.61,-0.61,-0.66,-0.77,-3.01,0.03,3
1.00,-0.70,-0.65,-0.80,-0.78,-0.73,-1.40,0.42,3
1.00,-0.60,-0.73,-0.61,-0.56,-0.57,-1.28,-0.18,3
1.00,-0.75,-0.80,-0.60,-0.78,-0.65,-1.19,-0.17,3
1.00,-0.76,-0.63,-0.68,-0.73,-0.74,-4.37,0.32,3
1.00,-0.68,-0.59,-0.72,-0.56,-0.68,-1.60,-0.22,3
1.00,-0.59,-0.77,-0.70,-0.61,-0.63,-1.44,-0.50,3
1.00,-0.62,-0.68,-0.58,-0.68,-0.71,-4.10,0.20,3
1.00,-0.62,-0.65,-0.67,-0.79,-0.64,-3.89,-0.06,3
1.00,-0.78,-0.65,-0.65,-0.70,-0.55,-3.67,-0.38,3
1.00,-0.78,-0.77,-0.64,-0.55,-0.64,-1.58,-0.16,3
1.00,-0.70,-0.62,-0.72,-0.63,-0.78,-3.79,-0.20,3
1.00,-0.56,-0.66,-0.66,-0.67,-0.64,-1.33,-0.01,3
1.00,-0.69,-0.76,-0.60,-0.67,-0.64,-1.58,-0.03,3
1.00,-0.55,-0.77,-0.71,-0.66,-0.64,-1.40,-0.20,3
1.00,-0.60,-0.59,-0.62,-0.69,-0.62,-3.20,-0.28,3
1.00,-0.64,-0.58,-0.71,-0.57,-0.65,-1.95,0.45,3
1.00,-0.73,-0.68,-0.71,-0.77,-0.71,-3.82,-0.31,3
1.00,-0.74,-0.66,-0.57,-0.55,-0.78,-2.57,0.45,3
1.00,-0.60,-0.79,-0.69,-0.55,-0.76,-2.44,0.31,3
1.00,-0.72,-0.58,-0.69,-0.69,-0.64,-1.46,0.33,3
1.00,-0.67,-0.56,-0.58,-0.77,-0.75,-1.21,0.41,3
-1.00,-0.69,-0.75,-0.75,-0.63,-0.73,-4.35,-0.49,3
-1.00,-0.70,-0.60,-0.60,-0.64,-0.77,-2.40,0.08,3
-1.00,-0.78,-0.75,-0.77,-0.71,-0.80,-4.21,0.39,3
-1.00,-0.78,-0.80,-0.77,-0.55,-0.60,-4.28,-0.01,3
-1.00,-0.59,-0.68,-0.69,-0.67,-0.60,-4.17,0.01,3
-1.00,-0.69,-0.72,-0.71,-0.62,-0.57,-1.58,0.26,3
-1.00,-0.57,-0.65,-0.76,-0.70,-0.59,-3.80,-0.22,3
-1.00,-0.69,-0.63,-0.66,-0.58,-0.80,-4.14,0.43,3
-1.00,-0.74,-0.78,-0.55,-0.63,-0.80,-2.94,0.19,3
-1.00,-0.79,-0.73,-0.74,-0.61,-0.62,-0.85,-0.46,3
-1.00,-0.62,-0.75,-0.76,-0.64,-0.58,-2.00,-0.40,3
-1.00,-0.80,-0.66,-0.79,-0.70,-0.61,-4.06,0.42,3
-1.00,-0.79,-0.77,-0.67,-0.79,-0.77,-2.04,-0.13,3
-1.00,-0.59,-0.70,-0.57,-0.61,-0.59,-4.38,0.09,3
-1.00,-0.63,-0.62,-0.59,-0.67,-0.58,-2.29,-0.23,3
-1.00,-0.77,-0.71,-0.61,-0.58,-0.70,-2.31,-0.49,3
-1.00,-0.66,-0.67,-0.62,-0.74,-0.71,-4.34,-0.23,3
-1.00,-0.78,-0.68,-0.78,-0.67,-0.60,-3.61,0.36,3
-1.00,-0.55,-0.68,-0.70,-0.60,-0.57,-3.53,0.14,3
-1.00,-0.63,-0.61,-0.55,-0.55,-0.67,-3.94,0.02,3
-1.00,-0.73,-0.66,-0.66,-0.58,-0.62,-1.97,0.49,3
-1.00,-0.74,-0.62,-0.56,-0.68,-0.63,-3.97,0.13,3
-1.00,-0.76,-0.72,-0.59,-0.58,-0.66,-3.40,-0.25,3
-1.00,-0.67,-0.69,-0.59,-0.65,-0.71,-1.65,0.38,3
-1.00,-0.71,-0.70,-0.57,-0.77,-0.75,-1.08,-0.37,3
-1.00,-0.71,-0.80,-0.71,-0.76,-0.62,-1.29,0.29,3
-1.00,-0.73,-0.74,-0.78,-0.77,-0.76,-0.91,0.35,3
-1.00,-0.62,-0.55,-0.75,-0.60,-0.56,-3.44,0.06,3
-1.00,-0.61,-0.75,-0.71,-0.63,-0.56,-2.48,0.34,3
-1.00,-0.70,-0.64,-0.69,-0.74,-0.71,-1.86,-0.21,3
-1.00,-0.55,-0.64,-0.78,-0.64,-0.60,-2.88,0.36,3
-1.00,-0.61,-0.79,-0.61,-0.73,-0.73,-2.87,0.32,3
-1.00,-0.69,-0.62,-0.56,-0.72,-0.59,-3.77,-0.46,3
-1.00,-0.68,-0.63,-0.67,-0.67,-0.57,-1.01,0.30,3
-1.00,-0.77,-0.77,-0.65,-0.78,-0.74,-1.92,0.34,3
-1.00,-0.74,-0.72,-0.57,-0.70,-0.57,-2.69,-0.37,3
-1.00,-0.59,-0.57,-0.74,-0.73,-0.75,-3.19,-0.38,3
-1.00,-0.67,-0.67,-0.79,-0.63,-0.74,-3.82,-0.24,3
-1.00,-0.74,-0.69,-0.76,-0.72,-0.60,-3.14,0.39,3
