Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,y1,y2,y3,y4
-1.00,-0.75,-1.08,-0.46,-0.87,-0.51,-2.13,-0.59,1,0,0,0
-1.00,-0.53,-1.19,-0.53,-0.87,-0.78,-3.79,-0.58,1,0,0,0
-1.00,-0.65,-1.07,-0.61,-0.95,-0.61,-1.58,-0.49,1,0,0,0
-1.00,-0.67,-1.06,-0.42,-1.12,-0.55,-1.34,-0.53,1,0,0,0
-1.00,-0.72,-1.17,-0.45,-0.91,-0.46,-3.46,-0.59,1,0,0,0
-1.00,-0.68,-1.11,-0.62,-0.93,-0.68,-0.89,-0.59,1,0,0,0
-1.00,-0.65,-0.90,-0.72,-1.00,-0.61,-3.22,-0.48,1,0,0,0
-1.00,-0.44,-1.19,-0.55,-1.19,-0.48,-3.20,-0.59,1,0,0,0
-1.00,-0.72,-1.17,-0.45,-1.16,-0.41,-3.96,-0.54,1,0,0,0
-1.00,-0.57,-0.93,-0.78,-0.99,-0.77,-1.39,-0.54,1,0,0,0
-1.00,-0.75,-1.07,-0.65,-1.03,-0.56,-2.45,-0.53,1,0,0,0
-1.00,-0.46,-0.97,-0.57,-1.19,-0.51,-3.29,-0.62,1,0,0,0
-1.00,-0.46,-0.87,-0.71,-0.86,-0.46,-2.60,-0.57,1,0,0,0
-1.00,-0.71,-1.02,-0.56,-0.85,-0.58,-2.41,-0.60,1,0,0,0
-1.00,-0.79,-0.95,-0.45,-1.01,-0.66,-3.22,-0.55,1,0,0,0
-1.00,-0.45,-0.87,-0.43,-1.17,-0.46,-3.60,-0.58,1,0,0,0
-1.00,-0.40,-1.04,-0.63,-1.06,-0.77,-0.88,-0.50,1,0,0,0
-1.00,-0.77,-0.86,-0.78,-0.86,-0.64,-1.07,-0.55,1,0,0,0
-1.00,-0.70,-0.94,-0.59,-1.15,-0.54,-1.25,-0.53,1,0,0,0
-1.00,-0.47,-0.88,-0.54,-1.00,-0.58,-3.46,-0.45,1,0,0,0
-1.00,-0.48,-0.89,-0.46,-1.16,-0.57,-2.04,-0.57,1,0,0,0
-1.00,-0.52,-1.09,-0.54,-1.05,-0.76,-2.58,-0.58,1,0,0,0
-1.00,-0.57,-0.87,-0.72,-1.02,-0.66,-3.02,-0.51,1,0,0,0
-1.00,-0.71,-1.05,-0.53,-1.20,-0.65,-1.49,-0.45,1,0,0,0
-1.00,-0.68,-0.87,-0.54,-0.99,-0.68,-2.03,-0.52,1,0,0,0
-1.00,-0.72,-0.93,-0.70,-1.12,-0.73,-0.83,-0.56,1,0,0,0
-1.00,-0.55,-0.96,-0.75,-0.87,-0.61,-3.41,-0.57,1,0,0,0
-1.00,-0.41,-1.14,-0.79,-1.10,-0.73,-0.92,-0.49,1,0,0,0
-1.00,-0.45,-1.00,-0.43,-0.98,-0.65,-4.43,-0.59,1,0,0,0
-1.00,-0.52,-0.95,-0.70,-1.01,-0.69,-1.14,-0.62,1,0,0,0
-1.00,-0.67,-0.90,-0.54,-1.14,-0.45,-2.79,-0.54,1,0,0,0
-1.00,-0.57,-1.18,-0.65,-0.91,-0.48,-4.07,-0.48,1,0,0,0
-1.00,-0.59,-0.94,-0.43,-0.98,-0.52,-3.36,-0.55,1,0,0,0
-1.00,-0.78,-1.14,-0.76,-0.92,-0.67,-3.92,-0.51,1,0,0,0
-1.00,-0.73,-0.90,-0.50,-0.99,-0.62,-2.88,-0.61,1,0,0,0
-1.00,-0.42,-1.12,-0.62,-1.04,-0.44,-4.22,-0.46,1,0,0,0
-1.00,-0.51,-1.04,-0.73,-1.16,-0.50,-3.53,-0.46,1,0,0,0
-1.00,-0.80,-0.93,-0.76,-0.86,-0.51,-3.07,-0.61,1,0,0,0
-1.00,-0.43,-0.97,-0.76,-0.97,-0.47,-4.47,-0.50,1,0,0,0
-1.00,-0.80,-1.12,-0.66,-0.89,-0.56,-1.27,-0.47,1,0,0,0
-1.00,-0.60,-0.91,-0.63,-1.04,-0.79,-0.94,-0.50,1,0,0,0
-1.00,-0.70,-0.94,-0.54,-0.94,-0.57,-2.20,-0.46,1,0,0,0
-1.00,-0.52,-1.17,-0.56,-1.16,-0.57,-1.54,-0.62,1,0,0,0
-1.00,-0.60,-1.01,-0.72,-1.00,-0.63,-1.20,-0.58,1,0,0,0
-1.00,-0.78,-1.05,-0.53,-0.95,-0.78,-4.01,-0.59,1,0,0,0
-1.00,-0.46,-1.18,-0.79,-1.12,-0.80,-1.28,-0.62,1,0,0,0
-1.00,-0.42,-1.02,-0.46,-1.09,-0.55,-3.57,-0.55,1,0,0,0
-1.00,-0.69,-1.05,-0.48,-0.96,-0.61,-3.18,-0.47,1,0,0,0
-1.00,-0.76,-1.10,-0.78,-1.17,-0.60,-1.16,-0.52,1,0,0,0
-1.00,-0.51,-1.02,-0.72,-1.18,-0.77,-3.38,-0.50,1,0,0,0
-1.00,-0.44,-1.16,-0.74,-0.90,-0.68,-1.94,-0.57,1,0,0,0
-1.00,-0.45,-1.10,-0.48,-1.19,-0.74,-3.77,-0.59,1,0,0,0
-1.00,-0.67,-1.03,-0.71,-0.95,-0.73,-2.00,-0.60,1,0,0,0
-1.00,-0.61,-1.01,-0.46,-1.14,-0.78,-3.69,-0.54,1,0,0,0
-1.00,-0.53,-1.15,-0.63,-0.97,-0.61,-2.01,-0.54,1,0,0,0
-1.00,-0.50,-0.94,-0.44,-0.94,-0.60,-2.97,-0.48,1,0,0,0
-1.00,-0.56,-1.16,-0.70,-1.15,-0.58,-3.19,-0.62,1,0,0,0
-1.00,-0.46,-1.12,-0.48,-0.89,-0.75,-1.04,-0.48,1,0,0,0
-1.00,-0.55,-1.04,-0.76,-0.86,-0.49,-1.99,-0.50,1,0,0,0
-1.00,-0.62,-0.85,-0.45,-0.95,-0.77,-3.31,-0.55,1,0,0,0
-1.00,-0.55,-0.86,-0.64,-1.06,-0.67,-1.05,-0.54,1,0,0,0
-1.00,-0.58,-1.02,-0.59,-1.11,-0.54,-3.10,-0.54,1,0,0,0
-1.00,-0.43,-1.03,-0.80,-0.96,-0.75,-3.70,-0.61,1,0,0,0
-1.00,-0.45,-0.91,-0.55,-0.91,-0.66,-3.83,-0.54,1,0,0,0
-1.00,-0.74,-0.89,-0.56,-0.91,-0.68,-2.16,-0.54,1,0,0,0
-1.00,-0.56,-0.94,-0.73,-1.15,-0.73,-3.85,-0.46,1,0,0,0
-1.00,-0.77,-0.91,-0.63,-1.04,-0.65,-1.08,-0.56,1,0,0,0
-1.00,-0.52,-1.01,-0.42,-0.86,-0.57,-0.97,-0.59,1,0,0,0
-1.00,-0.50,-1.04,-0.75,-0.96,-0.51,-4.16,-0.46,1,0,0,0
-1.00,-0.45,-0.92,-0.77,-0.93,-0.76,-1.97,-0.56,1,0,0,0
-1.00,-0.77,-1.10,-0.43,-1.00,-0.73,-1.85,-0.54,1,0,0,0
-1.00,-0.68,-1.02,-0.62,-1.05,-0.49,-3.66,-0.48,1,0,0,0
-1.00,-0.73,-1.18,-0.65,-0.90,-0.50,-1.31,-0.52,1,0,0,0
-1.00,-0.65,-0.85,-0.79,-1.03,-0.61,-2.35,-0.59,1,0,0,0
-1.00,-0.62,-1.15,-0.77,-0.88,-0.49,-3.81,-0.61,1,0,0,0
-1.00,-0.45,-1.16,-0.49,-1.09,-0.59,-2.29,-0.51,1,0,0,0
-1.00,-0.50,-0.98,-0.69,-1.15,-0.49,-3.16,-0.60,1,0,0,0
-1.00,-0.63,-1.14,-0.64,-0.88,-0.62,-3.59,-0.49,1,0,0,0
-1.00,-0.57,-0.91,-0.44,-0.85,-0.46,-2.80,-0.48,1,0,0,0
-1.00,-0.72,-1.02,-0.50,-1.12,-0.79,-4.08,-0.58,1,0,0,0
-1.00,-0.64,-1.03,-0.55,-1.15,-0.65,-1.99,-0.47,1,0,0,0
-1.00,-0.41,-1.16,-0.50,-0.92,-0.51,-2.80,-0.53,1,0,0,0
-1.00,-0.72,-1.00,-0.69,-1.02,-0.72,-2.88,-0.55,1,0,0,0
-1.00,-0.74,-1.00,-0.42,-1.16,-0.69,-1.50,-0.45,1,0,0,0
-1.00,-0.55,-0.94,-0.53,-1.13,-0.49,-3.91,-0.59,1,0,0,0
-1.00,-0.45,-0.97,-0.42,-0.99,-0.44,-2.22,-0.50,1,0,0,0
-1.00,-0.61,-1.14,-0.65,-0.88,-0.64,-1.12,-0.58,1,0,0,0
-1.00,-0.42,-1.13,-0.66,-1.18,-0.58,-2.14,-0.49,1,0,0,0
-1.00,-0.42,-0.89,-0.73,-1.06,-0.51,-2.51,-0.45,1,0,0,0
-1.00,-0.65,-1.04,-0.52,-1.13,-0.44,-0.92,-0.61,1,0,0,0
-1.00,-0.42,-1.04,-0.48,-1.18,-0.65,-3.31,-0.52,1,0,0,0
-1.00,-0.43,-1.12,-0.69,-0.95,-0.67,-2.30,-0.50,1,0,0,0
-1.00,-0.46,-1.14,-0.70,-0.98,-0.55,-3.34,-0.46,1,0,0,0
-1.00,-0.78,-0.86,-0.77,-0.98,-0.59,-3.76,-0.60,1,0,0,0
-1.00,-0.77,-1.17,-0.73,-1.09,-0.50,-4.36,-0.46,1,0,0,0
-1.00,-0.67,-0.87,-0.58,-0.86,-0.59,-3.47,-0.60,1,0,0,0
-1.00,-0.51,-0.86,-0.53,-1.04,-0.53,-2.18,-0.55,1,0,0,0
-1.00,-0.55,-0.95,-0.78,-1.02,-0.45,-0.84,-0.62,1,0,0,0
-1.00,-0.53,-1.18,-0.56,-0.93,-0.72,-1.03,-0.57,1,0,0,0
-1.00,-0.63,-1.15,-0.60,-0.98,-0.78,-2.44,-0.56,1,0,0,0
-1.00,-0.52,-1.08,-0.60,-0.87,-0.52,-3.02,-0.56,1,0,0,0
-1.00,-0.43,-0.88,-0.65,-1.08,-0.59,-4.29,-0.57,1,0,0,0
-1.00,-0.61,-1.06,-0.77,-1.05,-0.70,-1.89,-0.48,1,0,0,0
-1.00,-0.61,-1.17,-0.60,-1.00,-0.79,-2.43,-0.52,1,0,0,0
-1.00,-0.57,-1.01,-0.56,-1.10,-0.48,-2.90,-0.56,1,0,0,0
-1.00,-0.79,-1.12,-0.71,-0.99,-0.54,-2.21,-0.60,1,0,0,0
-1.00,-0.48,-1.16,-0.66,-1.08,-0.65,-2.12,-0.58,1,0,0,0
-1.00,-0.68,-1.11,-0.65,-1.06,-0.56,-1.72,-0.62,1,0,0,0
-1.00,-0.49,-1.01,-0.53,-0.90,-0.70,-2.84,-0.58,1,0,0,0
-1.00,-0.62,-1.05,-0.74,-0.95,-0.43,-4.19,-0.47,1,0,0,0
-1.00,-0.59,-1.02,-0.71,-1.10,-0.66,-3.95,-0.48,1,0,0,0
-1.00,-0.68,-1.17,-0.53,-1.01,-0.58,-3.07,-0.48,1,0,0,0
-1.00,-0.52,-0.87,-0.73,-1.11,-0.65,-2.84,-0.55,1,0,0,0
-1.00,-0.72,-1.12,-0.77,-1.17,-0.72,-3.33,-0.49,1,0,0,0
-1.00,-0.70,-1.18,-0.67,-0.96,-0.55,-1.24,-0.46,1,0,0,0
-1.00,-0.70,-1.19,-0.78,-0.89,-0.55,-3.40,-0.61,1,0,0,0
-1.00,-0.74,-1.08,-0.55,-1.18,-0.51,-2.38,-0.47,1,0,0,0
-1.00,-0.46,-1.19,-0.74,-0.92,-0.66,-1.81,-0.51,1,0,0,0
-1.00,-0.49,-1.08,-0.69,-0.92,-0.66,-2.74,-0.62,1,0,0,0
-1.00,-0.56,-1.04,-0.72,-1.00,-0.55,-2.47,-0.52,1,0,0,0
-1.00,-0.50,-1.04,-0.42,-1.07,-0.41,-1.95,-0.62,1,0,0,0
-1.00,-0.48,-0.86,-0.41,-1.06,-0.64,-4.29,-0.56,1,0,0,0
-1.00,-0.61,-1.03,-0.73,-0.94,-0.48,-3.59,-0.61,1,0,0,0
-1.00,-0.72,-0.98,-0.69,-1.03,-0.75,-3.84,-0.46,1,0,0,0
-1.00,-0.72,-1.05,-0.80,-1.06,-0.51,-3.41,-0.60,1,0,0,0
-1.00,-0.72,-1.14,-0.41,-1.07,-0.46,-1.92,-0.48,1,0,0,0
-1.00,-0.62,-0.99,-0.40,-1.01,-0.65,-2.18,-0.54,1,0,0,0
-1.00,-0.55,-0.86,-0.78,-1.13,-0.61,-0.96,-0.56,1,0,0,0
-1.00,-0.50,-0.96,-0.80,-1.11,-0.56,-1.39,-0.50,1,0,0,0
-1.00,-0.79,-1.09,-0.66,-0.87,-0.65,-4.37,-0.61,1,0,0,0
-1.00,-0.64,-1.01,-0.44,-0.86,-0.62,-3.61,-0.59,1,0,0,0
-1.00,-0.51,-1.09,-0.45,-0.92,-0.52,-1.47,-0.46,1,0,0,0
-1.00,-0.56,-1.16,-0.41,-1.00,-0.79,-2.26,-0.53,1,0,0,0
-1.00,-0.77,-1.10,-0.77,-1.18,-0.57,-3.10,-0.48,1,0,0,0
-1.00,-0.43,-0.89,-0.64,-0.85,-0.56,-3.07,-0.46,1,0,0,0
-1.00,-0.60,-1.02,-0.41,-1.04,-0.78,-3.32,-0.46,1,0,0,0
-1.00,-0.50,-0.86,-0.41,-0.86,-0.57,-3.41,-0.53,1,0,0,0
-1.00,-0.67,-0.97,-0.48,-1.17,-0.69,-1.78,-0.47,1,0,0,0
-1.00,-0.71,-0.86,-0.46,-1.15,-0.62,-2.77,-0.59,1,0,0,0
-1.00,-0.69,-1.20,-0.47,-0.88,-0.56,-3.12,-0.49,1,0,0,0
-1.00,-0.58,-1.14,-0.64,-1.15,-0.67,-4.23,-0.45,1,0,0,0
-1.00,-0.50,-1.03,-0.46,-1.16,-0.55,-1.47,-0.56,1,0,0,0
-1.00,-0.79,-1.13,-0.43,-1.19,-0.44,-3.57,-0.48,1,0,0,0
-1.00,-0.46,-1.16,-0.61,-1.19,-0.50,-3.51,-0.54,1,0,0,0
-1.00,-0.45,-1.11,-0.73,-1.03,-0.71,-2.83,-0.58,1,0,0,0
-1.00,-0.58,-1.08,-0.65,-1.19,-0.60,-2.89,-0.61,1,0,0,0
-1.00,-0.75,-0.88,-0.59,-1.16,-0.51,-3.64,-0.48,1,0,0,0
-1.00,-0.51,-1.10,-0.68,-0.88,-0.66,-1.61,-0.57,1,0,0,0
-1.00,-0.43,-1.02,-0.60,-1.18,-0.79,-2.74,-0.58,1,0,0,0
-1.00,-0.53,-0.87,-0.63,-1.17,-0.58,-2.31,-0.58,1,0,0,0
-1.00,-0.52,-1.06,-0.40,-0.96,-0.52,-3.40,-0.49,1,0,0,0
-1.00,-0.54,-1.17,-0.52,-0.98,-0.43,-3.64,-0.54,1,0,0,0
-1.00,-0.67,-1.16,-0.58,-0.88,-0.55,-1.13,-0.49,1,0,0,0
-1.00,-0.53,-0.90,-0.52,-0.87,-0.55,-2.68,-0.46,1,0,0,0
-1.00,-0.47,-1.10,-0.53,-1.01,-0.71,-1.71,-0.60,1,0,0,0
-1.00,-0.67,-0.94,-0.45,-0.96,-0.66,-4.35,-0.60,1,0,0,0
-1.00,-0.48,-1.12,-0.67,-0.94,-0.41,-1.53,-0.51,1,0,0,0
-1.00,-0.71,-1.00,-0.64,-0.98,-0.51,-1.30,-0.46,1,0,0,0
-1.00,-0.46,-1.07,-0.42,-0.97,-0.78,-3.11,-0.57,1,0,0,0
-1.00,-0.43,-0.91,-0.47,-1.06,-0.48,-2.65,-0.58,1,0,0,0
-1.00,-0.75,-0.92,-0.62,-0.91,-0.53,-2.60,-0.52,1,0,0,0
-1.00,-0.74,-1.20,-0.65,-1.20,-0.49,-1.16,-0.45,1,0,0,0
-1.00,-0.49,-0.94,-0.80,-1.14,-0.47,-2.73,-0.48,1,0,0,0
-1.00,-0.43,-0.86,-0.42,-0.89,-0.67,-3.49,-0.53,1,0,0,0
-1.00,-0.41,-1.03,-0.68,-0.98,-0.80,-2.19,-0.46,1,0,0,0
-1.00,-0.50,-0.97,-0.67,-1.11,-0.53,-2.82,-0.56,1,0,0,0
-1.00,-0.55,-1.14,-0.55,-1.14,-0.62,-3.68,-0.49,1,0,0,0
-1.00,-0.45,-1.16,-0.41,-1.16,-0.66,-3.52,-0.48,1,0,0,0
-1.00,-0.80,-1.00,-0.66,-1.00,-0.72,-3.11,-0.49,1,0,0,0
-1.00,-0.45,-0.99,-0.54,-0.87,-0.47,-4.31,-0.60,1,0,0,0
-1.00,-0.59,-1.03,-0.70,-0.89,-0.59,-3.67,-0.53,1,0,0,0
-1.00,-0.77,-1.07,-0.59,-0.95,-0.72,-2.68,-0.59,1,0,0,0
-1.00,-0.75,-1.16,-0.69,-1.04,-0.42,-4.00,-0.61,1,0,0,0
-1.00,-0.53,-1.15,-0.56,-1.19,-0.56,-1.78,-0.52,1,0,0,0
-1.00,-0.74,-1.00,-0.58,-0.93,-0.64,-3.14,-0.55,1,0,0,0
-1.00,-0.47,-0.94,-0.67,-0.87,-0.66,-2.10,-0.58,1,0,0,0
-1.00,-0.58,-0.97,-0.58,-1.11,-0.77,-3.36,-0.49,1,0,0,0
-1.00,-0.48,-1.20,-0.45,-1.11,-0.75,-2.20,-0.52,1,0,0,0
-1.00,-0.71,-1.12,-0.64,-0.98,-0.70,-4.13,-0.55,1,0,0,0
-1.00,-0.65,-1.05,-0.67,-0.91,-0.52,-3.76,-0.53,1,0,0,0
-1.00,-0.53,-0.96,-0.74,-0.89,-0.79,-3.11,-0.47,1,0,0,0
-1.00,-0.46,-1.11,-0.59,-1.12,-0.73,-2.05,-0.60,1,0,0,0
-1.00,-0.43,-0.86,-0.58,-1.02,-0.43,-1.23,-0.50,1,0,0,0
-1.00,-0.54,-0.88,-0.49,-1.11,-0.47,-1.00,-0.55,1,0,0,0
-1.00,-0.51,-1.11,-0.64,-0.95,-0.62,-3.35,-0.53,1,0,0,0
-1.00,-0.56,-1.07,-0.42,-1.01,-0.57,-4.31,-0.54,1,0,0,0
-1.00,-0.55,-1.11,-0.44,-0.89,-0.66,-2.86,-0.48,1,0,0,0
-1.00,-0.65,-0.93,-0.41,-0.95,-0.40,-3.91,-0.46,1,0,0,0
-1.00,-0.52,-0.92,-0.66,-1.09,-0.71,-2.79,-0.51,1,0,0,0
-1.00,-0.52,-1.08,-0.77,-1.00,-0.65,-3.41,-0.52,1,0,0,0
-1.00,-0.49,-0.99,-0.48,-0.94,-0.45,-3.09,-0.55,1,0,0,0
-1.00,-0.46,-0.85,-0.48,-0.90,-0.69,-2.23,-0.58,1,0,0,0
-1.00,-0.41,-1.15,-0.46,-0.96,-0.64,-4.36,-0.51,1,0,0,0
-1.00,-0.47,-0.94,-0.63,-1.10,-0.47,-4.27,-0.58,1,0,0,0
-1.00,-0.42,-1.09,-0.68,-0.93,-0.72,-3.52,-0.62,1,0,0,0
-1.00,-0.54,-1.13,-0.73,-0.86,-0.72,-4.38,-0.57,1,0,0,0
-1.00,-0.67,-0.99,-0.78,-1.02,-0.47,-1.43,-0.61,1,0,0,0
-1.00,-0.50,-1.13,-0.69,-0.95,-0.69,-2.53,-0.49,1,0,0,0
-1.00,-0.53,-1.19,-0.76,-0.86,-0.60,-1.50,-0.48,1,0,0,0
-1.00,-0.63,-0.89,-0.75,-0.98,-0.63,-1.72,-0.60,1,0,0,0
-1.00,-0.45,-1.14,-0.59,-1.13,-0.44,-3.11,-0.46,1,0,0,0
-1.00,-0.63,-1.10,-0.50,-1.15,-0.72,-4.12,-0.51,1,0,0,0
-1.00,-0.68,-0.92,-0.69,-0.86,-0.52,-1.30,-0.58,1,0,0,0
-1.00,-0.49,-1.10,-0.54,-0.92,-0.75,-1.93,-0.60,1,0,0,0
-1.00,-0.58,-0.91,-0.78,-1.13,-0.73,-1.65,-0.50,1,0,0,0
-1.00,-0.59,-1.16,-0.48,-0.97,-0.53,-4.39,-0.52,1,0,0,0
-1.00,-0.61,-1.17,-0.50,-0.93,-0.78,-1.07,-0.49,1,0,0,0
-1.00,-0.76,-0.98,-0.79,-0.86,-0.46,-4.33,-0.59,1,0,0,0
-1.00,-0.77,-0.88,-0.46,-1.00,-0.49,-2.34,-0.52,1,0,0,0
-1.00,-0.52,-1.15,-0.69,-1.00,-0.79,-1.72,-0.47,1,0,0,0
-1.00,-0.50,-0.99,-0.51,-0.90,-0.51,-2.00,-0.53,1,0,0,0
-1.00,-0.52,-0.88,-0.73,-1.13,-0.75,-3.01,-0.47,1,0,0,0
-1.00,-0.68,-0.91,-0.60,-0.89,-0.62,-1.50,-0.61,1,0,0,0
-1.00,-0.78,-0.95,-0.71,-0.92,-0.74,-2.94,-0.54,1,0,0,0
-1.00,-0.64,-1.09,-0.79,-0.90,-0.57,-2.58,-0.54,1,0,0,0
-1.00,-0.58,-1.12,-0.72,-1.11,-0.76,-2.63,-0.49,1,0,0,0
-1.00,-0.51,-1.03,-0.56,-0.95,-0.76,-2.19,-0.45,1,0,0,0
-1.00,-0.40,-0.89,-0.50,-1.09,-0.54,-3.00,-0.49,1,0,0,0
-1.00,-0.75,-1.18,-0.60,-0.87,-0.59,-2.75,-0.48,1,0,0,0
-1.00,-0.61,-0.93,-0.53,-1.17,-0.52,-3.85,-0.58,1,0,0,0
-1.00,-0.71,-0.99,-0.52,-1.17,-0.41,-1.76,-0.49,1,0,0,0
-1.00,-0.68,-1.16,-0.70,-1.05,-0.75,-3.14,-0.61,1,0,0,0
-1.00,-0.80,-1.10,-0.61,-1.00,-0.65,-1.68,-0.55,1,0,0,0
-1.00,-0.47,-0.88,-0.53,-0.89,-0.56,-3.04,-0.61,1,0,0,0
-1.00,-0.55,-0.91,-0.70,-0.92,-0.43,-2.23,-0.52,1,0,0,0
-1.00,-0.48,-1.06,-0.68,-1.14,-0.50,-1.43,-0.59,1,0,0,0
-1.00,-0.72,-0.93,-0.45,-0.93,-0.49,-2.69,-0.49,1,0,0,0
-1.00,-0.70,-0.86,-0.57,-0.88,-0.80,-4.39,-0.62,1,0,0,0
-1.00,-0.52,-1.00,-0.65,-0.88,-0.58,-3.52,-0.62,1,0,0,0
-1.00,-0.65,-0.93,-0.53,-0.86,-0.57,-4.30,-0.62,1,0,0,0
-1.00,-0.48,-1.13,-0.53,-1.00,-0.68,-3.58,-0.45,1,0,0,0
-1.00,-0.80,-1.10,-0.57,-1.14,-0.71,-3.69,-0.62,1,0,0,0
-1.00,-0.73,-1.07,-0.49,-1.17,-0.52,-2.56,-0.54,1,0,0,0
-1.00,-0.47,-0.92,-0.62,-0.86,-0.73,-3.14,-0.52,1,0,0,0
-1.00,-0.51,-1.06,-0.51,-0.96,-0.43,-4.06,-0.60,1,0,0,0
-1.00,-0.64,-1.17,-0.54,-0.89,-0.47,-1.12,-0.61,1,0,0,0
-1.00,-0.54,-1.01,-0.65,-0.89,-0.68,-2.19,-0.62,1,0,0,0
-1.00,-0.71,-0.95,-0.40,-1.03,-0.50,-4.01,-0.55,1,0,0,0
-1.00,-0.52,-0.88,-0.58,-1.14,-0.59,-2.24,-0.62,1,0,0,0
-1.00,-0.47,-1.02,-0.48,-1.18,-0.63,-1.96,-0.52,1,0,0,0
-1.00,-0.54,-0.94,-0.55,-0.96,-0.52,-2.29,-0.54,1,0,0,0
-1.00,-0.67,-0.93,-0.59,-0.96,-0.65,-1.22,-0.62,1,0,0,0
-1.00,-0.55,-0.85,-0.64,-0.98,-0.54,-3.79,-0.61,1,0,0,0
-1.00,-0.52,-1.12,-0.75,-0.95,-0.60,-2.56,-0.59,1,0,0,0
-1.00,-0.54,-1.04,-0.53,-1.11,-0.58,-1.93,-0.52,1,0,0,0
-1.00,-0.68,-1.11,-0.47,-0.94,-0.72,-3.53,-0.61,1,0,0,0
-1.00,-0.75,-1.11,-0.50,-1.18,-0.48,-1.67,-0.47,1,0,0,0
-1.00,-0.51,-0.98,-0.50,-0.94,-0.63,-1.06,-0.50,1,0,0,0
-1.00,-0.79,-0.91,-0.62,-0.92,-0.44,-4.23,-0.59,1,0,0,0
-1.00,-0.76,-1.17,-0.66,-1.16,-0.77,-1.61,-0.56,1,0,0,0
-1.00,-0.73,-0.95,-0.70,-0.88,-0.76,-4.31,-0.45,1,0,0,0
-1.00,-0.77,-1.17,-0.46,-1.15,-0.60,-3.26,-0.57,1,0,0,0
-1.00,-0.45,-1.06,-0.68,-0.93,-0.53,-3.22,-0.46,1,0,0,0
-1.00,-0.60,-0.90,-0.56,-1.03,-0.54,-1.92,-0.60,1,0,0,0
-1.00,-0.59,-1.17,-0.69,-0.87,-0.49,-3.84,-0.55,1,0,0,0
-1.00,-0.52,-0.92,-0.52,-0.91,-0.60,-2.56,-0.59,1,0,0,0
-1.00,-0.41,-1.00,-0.54,-1.14,-0.50,-3.81,-0.57,1,0,0,0
-1.00,-0.71,-1.02,-0.69,-0.92,-0.59,-2.32,-0.60,1,0,0,0
-1.00,-0.78,-0.98,-0.56,-0.89,-0.58,-1.18,-0.60,1,0,0,0
-1.00,-0.49,-1.18,-0.49,-1.02,-0.67,-2.64,-0.51,1,0,0,0
-1.00,-0.62,-1.02,-0.76,-0.92,-0.60,-4.13,-0.46,1,0,0,0
-1.00,-0.48,-1.03,-0.67,-1.15,-0.64,-2.13,-0.53,1,0,0,0
-1.00,-0.65,-0.97,-0.75,-1.00,-0.53,-1.79,-0.60,1,0,0,0
