Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,y1,y2
-1.00,-0.56,-1.03,-0.48,-0.92,-0.69,-1.05,-0.55,1,0
-1.00,-0.68,-1.11,-0.55,-1.10,-0.46,-2.91,-0.48,1,0
-1.00,-0.45,-1.10,-0.69,-1.12,-0.75,-2.30,-0.57,1,0
-1.00,-0.67,-0.95,-0.50,-0.97,-0.47,-2.97,-0.56,1,0
-1.00,-0.80,-0.91,-0.75,-1.03,-0.69,-1.39,-0.60,1,0
-1.00,-0.44,-1.05,-0.46,-1.11,-0.66,-1.05,-0.52,1,0
-1.00,-0.54,-0.94,-0.47,-0.96,-0.46,-2.64,-0.50,1,0
-1.00,-0.51,-0.96,-0.60,-0.95,-0.69,-4.39,-0.61,1,0
-1.00,-0.52,-0.91,-0.67,-1.10,-0.75,-1.27,-0.54,1,0
-1.00,-0.42,-0.98,-0.68,-0.99,-0.50,-3.88,-0.46,1,0
-1.00,-0.74,-0.93,-0.51,-1.15,-0.45,-4.28,-0.51,1,0
-1.00,-0.53,-0.92,-0.69,-1.01,-0.65,-1.47,-0.52,1,0
-1.00,-0.50,-0.97,-0.52,-0.99,-0.62,-4.27,-0.59,1,0
-1.00,-0.56,-1.02,-0.68,-0.93,-0.52,-4.37,-0.48,1,0
-1.00,-0.49,-0.98,-0.61,-1.06,-0.62,-3.57,-0.56,1,0
-1.00,-0.76,-0.93,-0.56,-0.99,-0.46,-3.16,-0.59,1,0
-1.00,-0.43,-1.11,-0.73,-1.12,-0.72,-1.08,-0.56,1,0
-1.00,-0.41,-1.00,-0.72,-0.99,-0.72,-3.80,-0.62,1,0
-1.00,-0.57,-0.92,-0.41,-1.18,-0.43,-1.38,-0.62,1,0
-1.00,-0.54,-1.10,-0.55,-1.12,-0.52,-1.05,-0.54,1,0
-1.00,-0.58,-1.11,-0.66,-0.90,-0.51,-1.07,-0.55,1,0
-1.00,-0.48,-1.09,-0.63,-0.98,-0.75,-3.47,-0.51,1,0
-1.00,-0.50,-1.04,-0.69,-1.14,-0.58,-3.82,-0.51,1,0
-1.00,-0.59,-1.11,-0.48,-1.03,-0.50,-1.74,-0.49,1,0
-1.00,-0.43,-0.91,-0.66,-1.12,-0.74,-1.73,-0.51,1,0
-1.00,-0.46,-0.93,-0.64,-0.95,-0.43,-1.85,-0.58,1,0
-1.00,-0.76,-1.14,-0.46,-0.96,-0.52,-2.10,-0.50,1,0
-1.00,-0.67,-1.10,-0.76,-1.01,-0.79,-2.70,-0.60,1,0
-1.00,-0.73,-0.90,-0.61,-1.17,-0.56,-2.36,-0.61,1,0
-1.00,-0.48,-1.01,-0.64,-0.87,-0.64,-3.70,-0.60,1,0
-1.00,-0.61,-1.19,-0.77,-1.19,-0.77,-1.08,-0.47,1,0
-1.00,-0.73,-0.98,-0.52,-0.90,-0.44,-4.27,-0.58,1,0
-1.00,-0.45,-1.08,-0.50,-1.20,-0.41,-3.37,-0.47,1,0
-1.00,-0.56,-1.09,-0.45,-0.86,-0.65,-1.06,-0.47,1,0
-1.00,-0.56,-1.11,-0.45,-1.19,-0.52,-2.59,-0.55,1,0
-1.00,-0.79,-1.20,-0.53,-1.18,-0.69,-2.08,-0.59,1,0
-1.00,-0.48,-1.06,-0.52,-0.96,-0.64,-1.85,-0.54,1,0
-1.00,-0.65,-1.10,-0.58,-1.08,-0.72,-1.56,-0.57,1,0
-1.00,-0.61,-1.07,-0.47,-0.96,-0.68,-2.20,-0.52,1,0
-1.00,-0.53,-0.99,-0.61,-1.13,-0.55,-2.05,-0.55,1,0
-1.00,-0.49,-0.97,-0.49,-1.11,-0.80,-4.23,-0.62,1,0
-1.00,-0.54,-0.97,-0.46,-1.16,-0.45,-3.15,-0.58,1,0
-1.00,-0.60,-1.09,-0.41,-1.13,-0.59,-3.42,-0.57,1,0
-1.00,-0.71,-0.92,-0.42,-0.92,-0.54,-3.42,-0.49,1,0
-1.00,-0.69,-1.19,-0.52,-1.01,-0.57,-3.77,-0.51,1,0
-1.00,-0.70,-1.15,-0.51,-1.13,-0.78,-3.72,-0.62,1,0
-1.00,-0.63,-0.90,-0.78,-1.14,-0.67,-4.37,-0.58,1,0
-1.00,-0.49,-0.98,-0.58,-1.02,-0.72,-3.83,-0.46,1,0
-1.00,-0.64,-1.13,-0.64,-1.12,-0.74,-4.46,-0.60,1,0
-1.00,-0.62,-1.03,-0.42,-0.87,-0.75,-1.80,-0.47,1,0
-1.00,-0.44,-0.99,-0.54,-1.02,-0.73,-2.85,-0.59,1,0
-1.00,-0.61,-1.18,-0.67,-1.09,-0.59,-2.24,-0.54,1,0
-1.00,-0.43,-0.98,-0.68,-0.92,-0.46,-1.35,-0.58,1,0
-1.00,-0.63,-1.08,-0.41,-1.06,-0.48,-4.40,-0.58,1,0
-1.00,-0.61,-1.05,-0.46,-1.15,-0.52,-3.76,-0.45,1,0
-1.00,-0.50,-1.07,-0.48,-1.10,-0.72,-2.22,-0.47,1,0
-1.00,-0.75,-1.03,-0.74,-1.05,-0.78,-3.70,-0.49,1,0
-1.00,-0.77,-1.18,-0.68,-0.97,-0.76,-3.01,-0.50,1,0
-1.00,-0.63,-0.93,-0.67,-1.10,-0.56,-1.78,-0.53,1,0
-1.00,-0.56,-1.04,-0.51,-1.11,-0.60,-2.70,-0.52,1,0
-1.00,-0.70,-1.09,-0.78,-1.02,-0.68,-2.46,-0.61,1,0
-1.00,-0.56,-0.93,-0.50,-1.02,-0.66,-1.37,-0.58,1,0
-1.00,-0.77,-1.12,-0.47,-1.14,-0.55,-3.38,-0.48,1,0
-1.00,-0.45,-1.07,-0.64,-1.09,-0.60,-0.87,-0.56,1,0
-1.00,-0.75,-0.87,-0.80,-1.14,-0.51,-2.49,-0.52,1,0
-1.00,-0.67,-0.92,-0.40,-0.89,-0.52,-1.25,-0.58,1,0
-1.00,-0.42,-1.14,-0.75,-1.14,-0.77,-2.48,-0.62,1,0
-1.00,-0.42,-0.86,-0.62,-1.00,-0.73,-1.39,-0.53,1,0
-1.00,-0.53,-0.94,-0.46,-0.97,-0.61,-0.89,-0.61,1,0
-1.00,-0.72,-0.88,-0.66,-1.11,-0.52,-0.88,-0.58,1,0
-1.00,-0.63,-0.91,-0.70,-1.05,-0.44,-1.75,-0.60,1,0
-1.00,-0.63,-1.08,-0.77,-0.85,-0.78,-4.22,-0.57,1,0
-1.00,-0.45,-1.01,-0.54,-0.86,-0.52,-2.26,-0.53,1,0
-1.00,-0.54,-1.06,-0.66,-0.97,-0.52,-1.25,-0.49,1,0
-1.00,-0.78,-1.17,-0.44,-1.07,-0.61,-1.10,-0.58,1,0
-1.00,-0.41,-0.87,-0.50,-1.02,-0.67,-1.64,-0.50,1,0
-1.00,-0.50,-1.14,-0.76,-1.15,-0.54,-2.41,-0.57,1,0
-1.00,-0.76,-0.89,-0.77,-1.05,-0.56,-1.04,-0.51,1,0
-1.00,-0.67,-1.17,-0.71,-1.20,-0.63,-2.85,-0.52,1,0
-1.00,-0.68,-1.17,-0.59,-0.90,-0.79,-3.68,-0.55,1,0
-1.00,-0.76,-0.93,-0.46,-0.86,-0.48,-1.05,-0.61,1,0
-1.00,-0.77,-0.91,-0.70,-0.89,-0.71,-1.02,-0.50,1,0
-1.00,-0.67,-0.99,-0.43,-1.03,-0.54,-2.49,-0.59,1,0
-1.00,-0.71,-0.95,-0.47,-1.17,-0.58,-3.02,-0.55,1,0
-1.00,-0.74,-0.96,-0.46,-1.05,-0.66,-2.32,-0.52,1,0
-1.00,-0.70,-1.17,-0.67,-1.14,-0.71,-2.03,-0.52,1,0
-1.00,-0.73,-1.18,-0.54,-0.96,-0.75,-1.06,-0.57,1,0
-1.00,-0.41,-0.88,-0.42,-1.06,-0.76,-4.48,-0.60,1,0
-1.00,-0.75,-1.16,-0.76,-0.89,-0.68,-3.69,-0.46,1,0
-1.00,-0.40,-0.93,-0.73,-1.06,-0.66,-2.05,-0.55,1,0
-1.00,-0.56,-0.87,-0.54,-0.91,-0.48,-3.42,-0.47,1,0
-1.00,-0.74,-0.97,-0.43,-1.19,-0.69,-2.35,-0.48,1,0
-1.00,-0.73,-1.11,-0.41,-1.16,-0.77,-3.03,-0.56,1,0
-1.00,-0.62,-1.11,-0.47,-0.92,-0.52,-1.24,-0.60,1,0
-1.00,-0.57,-1.05,-0.73,-1.18,-0.59,-1.86,-0.54,1,0
-1.00,-0.63,-1.16,-0.69,-1.00,-0.45,-3.19,-0.62,1,0
-1.00,-0.64,-1.08,-0.65,-1.09,-0.49,-1.15,-0.46,1,0
-1.00,-0.55,-1.05,-0.51,-1.13,-0.54,-1.06,-0.54,1,0
-1.00,-0.78,-0.91,-0.57,-1.18,-0.44,-4.50,-0.56,1,0
-1.00,-0.47,-1.17,-0.57,-1.17,-0.46,-0.83,-0.62,1,0
-1.00,-0.75,-1.06,-0.59,-0.97,-0.49,-3.78,-0.61,1,0
-1.00,-0.41,-0.85,-0.68,-0.93,-0.65,-1.24,-0.59,1,0
-1.00,-0.56,-1.17,-0.54,-0.91,-0.75,-4.34,-0.60,1,0
-1.00,-0.69,-0.88,-0.71,-1.08,-0.73,-2.61,-0.62,1,0
-1.00,-0.65,-0.99,-0.44,-1.17,-0.40,-2.46,-0.48,1,0
-1.00,-0.40,-0.93,-0.77,-1.11,-0.70,-1.41,-0.60,1,0
-1.00,-0.73,-1.15,-0.46,-1.18,-0.72,-2.12,-0.59,1,0
-1.00,-0.60,-0.88,-0.45,-1.14,-0.67,-3.70,-0.57,1,0
-1.00,-0.65,-0.99,-0.42,-0.86,-0.68,-0.97,-0.57,1,0
-1.00,-0.68,-0.96,-0.45,-1.07,-0.70,-1.82,-0.59,1,0
-1.00,-0.52,-0.93,-0.59,-1.00,-0.53,-4.41,-0.50,1,0
-1.00,-0.63,-0.99,-0.57,-1.01,-0.48,-1.79,-0.58,1,0
-1.00,-0.50,-0.88,-0.69,-1.14,-0.48,-1.74,-0.53,1,0
-1.00,-0.65,-0.96,-0.69,-0.85,-0.47,-4.28,-0.57,1,0
-1.00,-0.78,-0.87,-0.68,-1.11,-0.76,-4.25,-0.46,1,0
-1.00,-0.46,-0.98,-0.57,-1.20,-0.47,-1.56,-0.60,1,0
-1.00,-0.49,-0.95,-0.70,-0.99,-0.70,-3.39,-0.57,1,0
-1.00,-0.57,-0.85,-0.64,-1.04,-0.45,-2.00,-0.60,1,0
-1.00,-0.41,-0.96,-0.65,-0.85,-0.45,-2.12,-0.54,1,0
-1.00,-0.60,-1.14,-0.71,-1.03,-0.69,-1.70,-0.55,1,0
-1.00,-0.48,-0.91,-0.66,-1.05,-0.49,-2.66,-0.61,1,0
-1.00,-0.72,-0.96,-0.64,-1.05,-0.60,-0.99,-0.59,1,0
-1.00,-0.75,-1.02,-0.77,-1.18,-0.52,-1.10,-0.56,1,0
-1.00,-0.72,-1.08,-0.65,-0.86,-0.54,-2.83,-0.56,1,0
-1.00,-0.56,-1.15,-0.57,-0.97,-0.57,-2.75,-0.59,1,0
-1.00,-0.61,-0.95,-0.49,-1.16,-0.47,-3.74,-0.49,1,0
-1.00,-0.44,-1.13,-0.61,-1.15,-0.51,-3.52,-0.45,1,0
-1.00,-0.58,-0.97,-0.58,-1.16,-0.77,-3.11,-0.47,1,0
-1.00,-0.77,-0.93,-0.64,-1.11,-0.44,-3.22,-0.50,1,0
-1.00,-0.45,-0.90,-0.66,-1.09,-0.76,-2.28,-0.60,1,0
-1.00,-0.55,-1.12,-0.76,-1.12,-0.73,-2.67,-0.62,1,0
-1.00,-0.46,-0.92,-0.50,-1.10,-0.48,-1.13,-0.50,1,0
-1.00,-0.69,-1.06,-0.56,-0.87,-0.73,-1.86,-0.61,1,0
-1.00,-0.59,-1.18,-0.74,-0.86,-0.77,-4.20,-0.49,1,0
-1.00,-0.71,-1.19,-0.43,-1.11,-0.68,-2.32,-0.48,1,0
-1.00,-0.75,-1.00,-0.51,-1.11,-0.74,-1.99,-0.52,1,0
-1.00,-0.42,-1.00,-0.79,-1.11,-0.49,-2.00,-0.47,1,0
-1.00,-0.73,-1.06,-0.71,-1.14,-0.73,-2.25,-0.60,1,0
-1.00,-0.62,-1.14,-0.45,-1.17,-0.46,-2.44,-0.58,1,0
-1.00,-0.45,-1.08,-0.41,-1.10,-0.70,-4.49,-0.54,1,0
-1.00,-0.53,-1.03,-0.42,-1.01,-0.78,-2.03,-0.59,1,0
-1.00,-0.80,-0.94,-0.67,-1.19,-0.59,-3.59,-0.59,1,0
-1.00,-0.65,-0.96,-0.75,-0.87,-0.44,-3.86,-0.53,1,0
-1.00,-0.80,-0.99,-0.56,-1.09,-0.45,-1.68,-0.45,1,0
-1.00,-0.41,-1.12,-0.60,-1.00,-0.71,-1.04,-0.46,1,0
-1.00,-0.45,-1.19,-0.43,-0.97,-0.75,-3.22,-0.60,1,0
-1.00,-0.44,-0.86,-0.63,-0.92,-0.77,-2.97,-0.50,1,0
-1.00,-0.68,-0.95,-0.70,-0.98,-0.69,-4.47,-0.49,1,0
-1.00,-0.55,-1.18,-0.43,-1.09,-0.40,-2.06,-0.56,1,0
-1.00,-0.69,-0.88,-0.58,-1.01,-0.78,-2.51,-0.58,1,0
-1.00,-0.62,-0.87,-0.74,-1.05,-0.66,-0.99,-0.51,1,0
