Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,y1,y2
1.00,-0.47,-1.14,-0.44,-1.16,-0.78,-3.80,1.03,1,0
1.00,-0.61,-0.90,-0.55,-1.09,-0.77,-2.28,0.42,1,0
1.00,-0.72,-1.11,-0.47,-1.05,-0.61,-1.76,-0.06,1,0
1.00,-0.63,-0.94,-0.66,-0.99,-0.64,-4.20,0.65,1,0
1.00,-0.57,-1.19,-0.62,-1.15,-0.42,-4.20,0.52,1,0
1.00,-0.65,-1.07,-0.61,-1.07,-0.46,-1.32,0.94,1,0
1.00,-0.78,-0.90,-0.76,-0.88,-0.74,-3.98,0.86,1,0
1.00,-0.78,-1.09,-0.70,-0.89,-0.61,-4.34,-0.01,1,0
1.00,-0.40,-0.90,-0.43,-0.91,-0.77,-0.97,0.35,1,0
1.00,-0.71,-1.18,-0.68,-1.12,-0.57,-1.79,1.27,1,0
1.00,-0.45,-1.19,-0.45,-1.17,-0.43,-3.88,0.33,1,0
1.00,-0.71,-0.99,-0.42,-1.18,-0.43,-1.05,1.10,1,0
1.00,-0.61,-1.05,-0.66,-0.87,-0.40,-4.31,-0.04,1,0
1.00,-0.49,-0.93,-0.74,-0.97,-0.63,-3.71,0.96,1,0
1.00,-0.59,-1.14,-0.66,-1.06,-0.60,-0.82,1.02,1,0
1.00,-0.69,-1.13,-0.74,-1.06,-0.68,-1.24,0.66,1,0
1.00,-0.78,-1.04,-0.58,-1.09,-0.60,-1.54,0.66,1,0
1.00,-0.46,-1.01,-0.57,-0.94,-0.59,-4.47,0.56,1,0
1.00,-0.41,-1.12,-0.44,-0.86,-0.52,-3.49,0.56,1,0
1.00,-0.61,-0.85,-0.66,-1.15,-0.65,-2.41,1.11,1,0
1.00,-0.54,-0.90,-0.65,-1.10,-0.42,-4.14,0.03,1,0
1.00,-0.42,-0.98,-0.47,-0.92,-0.70,-2.82,0.99,1,0
1.00,-0.62,-1.19,-0.71,-0.90,-0.64,-1.87,0.09,1,0
1.00,-0.77,-1.16,-0.49,-1.20,-0.60,-3.54,0.58,1,0
1.00,-0.54,-0.93,-0.77,-0.95,-0.70,-2.16,0.08,1,0
1.00,-0.79,-0.88,-0.78,-1.17,-0.64,-3.33,0.60,1,0
1.00,-0.56,-1.05,-0.69,-1.08,-0.75,-2.79,0.01,1,0
1.00,-0.76,-0.91,-0.69,-1.11,-0.62,-2.91,0.00,1,0
1.00,-0.58,-0.92,-0.59,-1.13,-0.71,-2.87,0.05,1,0
1.00,-0.43,-0.87,-0.50,-1.19,-0.57,-3.26,1.29,1,0
1.00,-0.42,-1.15,-0.45,-0.95,-0.69,-2.05,0.03,1,0
1.00,-0.54,-1.14,-0.52,-1.14,-0.49,-2.34,0.43,1,0
1.00,-0.68,-1.04,-0.68,-0.86,-0.47,-2.08,0.67,1,0
1.00,-0.71,-1.17,-0.40,-1.11,-0.77,-1.57,0.64,1,0
1.00,-0.54,-0.88,-0.54,-1.09,-0.40,-1.39,0.14,1,0
1.00,-0.49,-1.18,-0.44,-0.94,-0.56,-3.15,1.29,1,0
1.00,-0.53,-1.04,-0.78,-0.96,-0.60,-1.86,-0.05,1,0
1.00,-0.58,-1.20,-0.72,-0.86,-0.68,-2.19,0.31,1,0
1.00,-0.73,-0.93,-0.44,-1.04,-0.59,-2.79,-0.13,1,0
1.00,-0.45,-0.90,-0.59,-1.06,-0.55,-2.74,0.53,1,0
1.00,-0.60,-1.06,-0.48,-1.15,-0.53,-3.13,0.10,1,0
1.00,-0.68,-0.88,-0.67,-0.87,-0.65,-1.49,0.62,1,0
1.00,-0.69,-1.12,-0.71,-0.96,-0.42,-2.45,0.74,1,0
1.00,-0.50,-1.12,-0.78,-1.17,-0.43,-4.33,0.33,1,0
1.00,-0.61,-0.92,-0.50,-1.19,-0.48,-3.22,-0.05,1,0
1.00,-0.66,-1.16,-0.58,-1.12,-0.60,-1.15,0.98,1,0
1.00,-0.58,-0.86,-0.51,-1.17,-0.58,-3.59,0.83,1,0
1.00,-0.72,-1.07,-0.73,-0.91,-0.75,-2.87,0.49,1,0
1.00,-0.52,-1.13,-0.44,-1.05,-0.48,-1.10,0.37,1,0
1.00,-0.79,-1.17,-0.49,-1.10,-0.69,-2.76,0.08,1,0
1.00,-0.55,-1.06,-0.53,-1.19,-0.53,-4.33,1.29,1,0
1.00,-0.79,-1.13,-0.73,-0.99,-0.68,-2.84,0.10,1,0
1.00,-0.47,-1.05,-0.53,-1.04,-0.46,-1.98,1.19,1,0
1.00,-0.79,-0.98,-0.69,-0.91,-0.67,-3.53,0.39,1,0
1.00,-0.58,-0.87,-0.78,-0.98,-0.75,-1.31,0.12,1,0
1.00,-0.70,-0.93,-0.48,-0.88,-0.65,-1.30,0.67,1,0
1.00,-0.65,-1.02,-0.40,-1.05,-0.66,-3.64,1.17,1,0
1.00,-0.60,-1.00,-0.70,-1.12,-0.68,-2.07,0.92,1,0
1.00,-0.68,-1.17,-0.64,-1.09,-0.73,-4.19,0.42,1,0
1.00,-0.72,-1.00,-0.68,-1.17,-0.61,-3.44,-0.04,1,0
1.00,-0.65,-1.16,-0.74,-0.87,-0.55,-0.93,0.48,1,0
1.00,-0.68,-1.10,-0.55,-0.96,-0.50,-2.24,0.15,1,0
1.00,-0.52,-0.98,-0.72,-0.98,-0.76,-2.53,0.23,1,0
1.00,-0.79,-1.04,-0.48,-0.92,-0.53,-1.14,0.41,1,0
1.00,-0.62,-1.16,-0.74,-1.18,-0.52,-0.92,0.86,1,0
1.00,-0.47,-0.85,-0.54,-1.01,-0.43,-4.02,0.33,1,0
1.00,-0.72,-1.05,-0.57,-1.04,-0.66,-1.80,0.56,1,0
1.00,-0.46,-1.03,-0.48,-0.90,-0.54,-2.46,1.12,1,0
1.00,-0.78,-0.91,-0.57,-1.14,-0.77,-1.97,0.06,1,0
1.00,-0.70,-1.10,-0.72,-1.00,-0.63,-2.16,1.14,1,0
1.00,-0.71,-1.02,-0.58,-1.06,-0.78,-1.85,0.18,1,0
1.00,-0.67,-0.94,-0.40,-1.19,-0.50,-4.17,-0.01,1,0
1.00,-0.52,-1.00,-0.48,-1.20,-0.54,-3.76,0.80,1,0
1.00,-0.54,-1.01,-0.79,-0.87,-0.64,-3.97,0.61,1,0
1.00,-0.55,-1.08,-0.40,-1.14,-0.80,-2.23,1.20,1,0
1.00,-0.71,-1.04,-0.57,-0.94,-0.66,-2.15,0.40,1,0
1.00,-0.50,-1.00,-0.54,-0.99,-0.43,-0.94,0.04,1,0
1.00,-0.65,-0.91,-0.74,-0.93,-0.56,-2.40,0.51,1,0
1.00,-0.43,-0.99,-0.53,-0.87,-0.46,-3.68,0.41,1,0
1.00,-0.68,-1.00,-0.47,-1.02,-0.54,-2.34,0.59,1,0
1.00,-0.44,-1.17,-0.77,-1.03,-0.70,-3.59,0.40,1,0
1.00,-0.65,-1.14,-0.60,-0.97,-0.48,-2.59,0.99,1,0
1.00,-0.56,-1.06,-0.44,-0.90,-0.79,-3.76,0.47,1,0
1.00,-0.65,-0.90,-0.66,-1.12,-0.41,-2.07,0.87,1,0
1.00,-0.51,-1.12,-0.69,-1.07,-0.59,-0.93,1.10,1,0
1.00,-0.58,-1.03,-0.77,-1.03,-0.42,-3.14,0.18,1,0
1.00,-0.78,-0.90,-0.77,-0.89,-0.57,-1.41,0.25,1,0
1.00,-0.49,-0.89,-0.46,-0.91,-0.47,-2.34,1.28,1,0
1.00,-0.76,-1.20,-0.66,-0.98,-0.43,-3.72,1.27,1,0
1.00,-0.63,-1.04,-0.57,-1.20,-0.58,-3.43,0.70,1,0
1.00,-0.68,-1.19,-0.76,-1.19,-0.45,-1.17,0.51,1,0
1.00,-0.64,-1.16,-0.49,-1.12,-0.63,-0.89,0.04,1,0
1.00,-0.71,-1.01,-0.45,-1.00,-0.49,-2.52,0.14,1,0
1.00,-0.73,-0.86,-0.40,-1.05,-0.54,-1.12,0.46,1,0
1.00,-0.47,-0.99,-0.77,-0.95,-0.76,-0.95,0.01,1,0
1.00,-0.56,-0.92,-0.71,-1.20,-0.79,-3.66,1.02,1,0
1.00,-0.54,-0.99,-0.51,-1.09,-0.62,-4.26,1.26,1,0
1.00,-0.62,-1.18,-0.48,-0.91,-0.51,-3.49,0.55,1,0
1.00,-0.60,-1.20,-0.42,-1.14,-0.41,-3.77,0.88,1,0
1.00,-0.72,-1.03,-0.78,-1.09,-0.70,-4.50,0.92,1,0
1.00,-0.47,-0.90,-0.76,-1.17,-0.46,-2.70,0.19,1,0
1.00,-0.42,-1.07,-0.67,-0.91,-0.43,-3.32,0.58,1,0
1.00,-0.55,-0.97,-0.78,-0.97,-0.70,-4.23,0.43,1,0
1.00,-0.42,-0.98,-0.42,-1.12,-0.58,-1.04,1.06,1,0
1.00,-0.57,-0.96,-0.55,-0.97,-0.71,-3.23,0.34,1,0
1.00,-0.55,-1.16,-0.57,-1.19,-0.51,-3.96,1.28,1,0
1.00,-0.48,-0.88,-0.66,-1.03,-0.76,-3.88,1.01,1,0
1.00,-0.45,-1.12,-0.53,-0.91,-0.56,-1.55,0.03,1,0
1.00,-0.46,-0.87,-0.78,-0.94,-0.73,-3.39,0.37,1,0
1.00,-0.44,-1.05,-0.61,-0.92,-0.62,-2.56,0.43,1,0
1.00,-0.58,-1.16,-0.76,-1.04,-0.61,-0.82,0.63,1,0
1.00,-0.53,-1.18,-0.51,-1.18,-0.40,-3.89,0.61,1,0
1.00,-0.80,-0.86,-0.52,-1.04,-0.46,-1.47,1.29,1,0
1.00,-0.59,-1.13,-0.43,-1.09,-0.70,-1.01,1.11,1,0
1.00,-0.44,-1.14,-0.53,-1.16,-0.47,-4.23,0.79,1,0
1.00,-0.53,-1.05,-0.47,-0.90,-0.46,-4.16,1.27,1,0
1.00,-0.70,-1.10,-0.50,-0.91,-0.44,-3.95,1.08,1,0
1.00,-0.44,-0.97,-0.72,-0.85,-0.56,-1.84,0.26,1,0
1.00,-0.55,-1.07,-0.52,-1.19,-0.63,-3.65,1.07,1,0
1.00,-0.47,-1.18,-0.40,-0.97,-0.75,-1.06,0.65,1,0
1.00,-0.43,-0.88,-0.43,-1.19,-0.50,-1.97,0.43,1,0
1.00,-0.51,-0.93,-0.62,-1.16,-0.56,-4.26,0.13,1,0
1.00,-0.79,-0.85,-0.80,-0.92,-0.74,-1.32,0.89,1,0
1.00,-0.62,-0.92,-0.51,-0.99,-0.64,-2.04,0.48,1,0
1.00,-0.47,-0.94,-0.79,-1.15,-0.55,-2.76,1.14,1,0
1.00,-0.55,-0.94,-0.58,-1.01,-0.45,-3.52,0.40,1,0
1.00,-0.58,-0.99,-0.59,-0.89,-0.50,-0.99,0.41,1,0
1.00,-0.76,-0.88,-0.56,-1.07,-0.46,-2.30,0.74,1,0
1.00,-0.64,-0.90,-0.67,-1.02,-0.50,-4.00,1.28,1,0
1.00,-0.50,-1.09,-0.60,-1.15,-0.52,-3.96,0.30,1,0
1.00,-0.52,-0.97,-0.59,-1.19,-0.57,-1.70,1.28,1,0
1.00,-0.61,-1.04,-0.59,-1.02,-0.55,-3.55,0.22,1,0
1.00,-0.60,-1.12,-0.58,-0.88,-0.64,-2.44,0.86,1,0
1.00,-0.52,-0.94,-0.62,-1.04,-0.80,-3.83,-0.03,1,0
1.00,-0.68,-1.07,-0.67,-0.96,-0.74,-3.36,0.68,1,0
1.00,-0.42,-1.00,-0.44,-0.85,-0.55,-1.71,0.18,1,0
1.00,-0.48,-0.95,-0.52,-1.04,-0.64,-3.10,0.67,1,0
1.00,-0.51,-0.88,-0.50,-1.17,-0.61,-2.92,0.62,1,0
1.00,-0.77,-0.91,-0.45,-1.10,-0.51,-3.10,0.17,1,0
1.00,-0.62,-0.89,-0.50,-0.91,-0.71,-2.80,0.60,1,0
1.00,-0.79,-1.20,-0.71,-1.01,-0.69,-1.41,0.32,1,0
1.00,-0.58,-1.02,-0.74,-1.16,-0.66,-3.17,0.40,1,0
1.00,-0.46,-0.89,-0.76,-1.03,-0.62,-3.76,0.17,1,0
1.00,-0.69,-0.97,-0.74,-0.89,-0.46,-3.44,0.65,1,0
1.00,-0.69,-1.17,-0.59,-1.09,-0.47,-2.85,-0.07,1,0
1.00,-0.58,-1.12,-0.62,-1.04,-0.56,-2.77,0.20,1,0
1.00,-0.58,-1.16,-0.67,-0.94,-0.59,-1.15,0.05,1,0
1.00,-0.74,-1.12,-0.61,-0.99,-0.76,-3.72,0.10,1,0
1.00,-0.57,-0.98,-0.55,-0.90,-0.59,-1.39,0.11,1,0
1.00,-0.71,-0.87,-0.41,-1.15,-0.49,-4.32,0.16,1,0
1.00,-0.71,-0.98,-0.64,-1.15,-0.77,-2.13,0.95,1,0
1.00,-0.73,-1.09,-0.43,-1.13,-0.75,-1.50,0.65,1,0
1.00,-0.41,-0.89,-0.48,-1.14,-0.74,-3.20,-0.04,1,0
1.00,-0.76,-0.94,-0.51,-1.01,-0.72,-3.31,0.80,1,0
1.00,-0.52,-0.99,-0.45,-1.01,-0.63,-3.28,0.33,1,0
1.00,-0.53,-1.03,-0.54,-0.90,-0.77,-1.20,0.78,1,0
1.00,-0.47,-0.99,-0.48,-1.10,-0.51,-4.35,0.45,1,0
1.00,-0.41,-1.06,-0.75,-0.96,-0.43,-3.30,0.49,1,0
1.00,-0.64,-1.13,-0.53,-1.03,-0.58,-3.14,0.91,1,0
1.00,-0.67,-1.03,-0.53,-1.16,-0.64,-3.86,-0.08,1,0
1.00,-0.47,-1.14,-0.65,-0.97,-0.50,-2.73,0.25,1,0
1.00,-0.68,-0.88,-0.61,-1.18,-0.52,-2.44,0.62,1,0
1.00,-0.65,-1.04,-0.41,-0.99,-0.71,-1.43,0.10,1,0
1.00,-0.63,-0.93,-0.69,-1.04,-0.70,-4.04,0.66,1,0
1.00,-0.63,-1.07,-0.51,-1.07,-0.75,-4.43,0.84,1,0
1.00,-0.52,-0.94,-0.58,-1.01,-0.47,-2.50,0.51,1,0
1.00,-0.42,-1.19,-0.74,-0.97,-0.59,-3.10,0.70,1,0
1.00,-0.61,-1.03,-0.57,-1.20,-0.77,-1.89,0.51,1,0
1.00,-0.73,-0.88,-0.74,-1.18,-0.66,-3.74,0.45,1,0
1.00,-0.74,-1.04,-0.78,-0.97,-0.58,-1.95,0.51,1,0
1.00,-0.53,-1.19,-0.54,-1.02,-0.60,-1.79,1.21,1,0
1.00,-0.64,-1.06,-0.72,-1.01,-0.44,-1.65,-0.15,1,0
1.00,-0.56,-1.09,-0.56,-1.17,-0.73,-2.00,1.18,1,0
1.00,-0.70,-0.86,-0.73,-1.13,-0.76,-0.85,0.75,1,0
1.00,-0.76,-1.19,-0.53,-1.11,-0.50,-2.89,0.85,1,0
1.00,-0.58,-0.91,-0.68,-0.88,-0.76,-3.25,0.16,1,0
1.00,-0.70,-0.97,-0.71,-1.13,-0.78,-3.80,0.74,1,0
1.00,-0.78,-1.11,-0.41,-0.91,-0.62,-1.01,0.66,1,0
1.00,-0.71,-1.19,-0.61,-1.13,-0.57,-2.11,-0.09,1,0
1.00,-0.68,-1.19,-0.44,-0.91,-0.77,-1.78,1.30,1,0
1.00,-0.69,-0.97,-0.79,-1.05,-0.47,-2.90,0.11,1,0
1.00,-0.61,-1.18,-0.49,-1.12,-0.70,-3.53,-0.04,1,0
1.00,-0.42,-1.05,-0.80,-0.91,-0.54,-1.37,1.12,1,0
1.00,-0.67,-1.00,-0.61,-1.14,-0.68,-1.29,0.36,1,0
1.00,-0.65,-0.87,-0.45,-1.13,-0.78,-1.56,0.27,1,0
1.00,-0.69,-1.14,-0.53,-0.99,-0.57,-2.95,1.09,1,0
1.00,-0.54,-0.91,-0.64,-0.87,-0.46,-1.81,-0.13,1,0
1.00,-0.62,-1.13,-0.49,-1.18,-0.68,-2.42,0.11,1,0
1.00,-0.50,-1.02,-0.58,-0.88,-0.69,-2.09,0.81,1,0
1.00,-0.68,-1.04,-0.59,-0.86,-0.56,-4.17,0.74,1,0
1.00,-0.43,-1.15,-0.76,-0.88,-0.46,-0.94,1.27,1,0
1.00,-0.61,-0.91,-0.71,-1.18,-0.62,-1.18,0.62,1,0
1.00,-0.51,-1.17,-0.50,-1.02,-0.77,-2.28,0.81,1,0
1.00,-0.78,-1.19,-0.66,-1.19,-0.51,-4.36,0.48,1,0
1.00,-0.51,-0.87,-0.61,-1.09,-0.59,-3.90,0.64,1,0
1.00,-0.47,-1.19,-0.78,-1.00,-0.79,-0.94,0.98,1,0
1.00,-0.53,-1.03,-0.58,-0.90,-0.40,-1.92,0.45,1,0
1.00,-0.79,-0.93,-0.44,-1.15,-0.69,-2.50,0.78,1,0
1.00,-0.55,-1.20,-0.72,-0.93,-0.55,-3.56,0.12,1,0
1.00,-0.63,-1.07,-0.74,-1.16,-0.76,-3.34,0.64,1,0
1.00,-0.67,-0.97,-0.46,-0.91,-0.75,-0.92,1.07,1,0
1.00,-0.49,-1.02,-0.75,-0.98,-0.63,-1.17,0.14,1,0
1.00,-0.42,-1.19,-0.41,-1.16,-0.70,-3.44,1.18,1,0
1.00,-0.73,-1.19,-0.73,-1.05,-0.43,-1.89,0.35,1,0
1.00,-0.64,-0.97,-0.51,-0.90,-0.58,-3.07,0.47,1,0
1.00,-0.67,-1.11,-0.60,-1.12,-0.42,-0.90,0.48,1,0
1.00,-0.52,-1.19,-0.55,-1.03,-0.48,-1.12,0.20,1,0
1.00,-0.56,-0.86,-0.49,-1.10,-0.43,-3.48,0.23,1,0
1.00,-0.74,-1.00,-0.67,-1.03,-0.66,-4.19,1.17,1,0
1.00,-0.66,-0.98,-0.47,-0.95,-0.65,-1.31,-0.09,1,0
1.00,-0.42,-1.17,-0.66,-0.88,-0.70,-4.47,0.58,1,0
1.00,-0.50,-0.86,-0.51,-0.94,-0.79,-2.44,1.23,1,0
1.00,-0.56,-0.95,-0.57,-0.91,-0.65,-1.76,-0.03,1,0
1.00,-0.45,-1.15,-0.43,-1.11,-0.67,-4.23,0.15,1,0
1.00,-0.67,-0.95,-0.58,-1.20,-0.75,-3.46,0.82,1,0
1.00,-0.46,-1.15,-0.57,-1.19,-0.76,-4.25,0.23,1,0
1.00,-0.53,-0.87,-0.53,-0.90,-0.67,-4.49,0.59,1,0
1.00,-0.57,-1.16,-0.49,-1.16,-0.78,-2.52,0.54,1,0
1.00,-0.41,-0.87,-0.68,-0.95,-0.44,-3.10,0.08,1,0
1.00,-0.60,-0.98,-0.60,-1.07,-0.73,-3.78,0.88,1,0
1.00,-0.68,-0.93,-0.54,-1.13,-0.71,-3.42,0.03,1,0
1.00,-0.40,-1.14,-0.48,-1.01,-0.51,-1.38,0.86,1,0
1.00,-0.47,-0.99,-0.66,-1.10,-0.47,-2.20,0.82,1,0
1.00,-0.45,-0.93,-0.75,-1.14,-0.75,-3.12,1.00,1,0
1.00,-0.61,-1.19,-0.64,-1.00,-0.49,-2.43,1.08,1,0
1.00,-0.68,-0.87,-0.47,-0.86,-0.47,-0.92,0.11,1,0
1.00,-0.43,-0.95,-0.52,-0.94,-0.45,-2.64,0.92,1,0
1.00,-0.45,-0.93,-0.73,-0.93,-0.60,-3.56,1.10,1,0
1.00,-0.43,-0.90,-0.57,-1.10,-0.57,-3.14,0.80,1,0
1.00,-0.52,-1.05,-0.56,-0.85,-0.79,-2.90,0.30,1,0
1.00,-0.53,-0.93,-0.66,-0.92,-0.47,-4.46,0.35,1,0
1.00,-0.62,-1.08,-0.50,-1.17,-0.77,-1.89,1.08,1,0
1.00,-0.61,-0.96,-0.41,-1.01,-0.60,-3.75,-0.02,1,0
1.00,-0.65,-1.01,-0.61,-0.86,-0.62,-1.87,-0.11,1,0
1.00,-0.62,-1.15,-0.44,-1.20,-0.74,-3.92,0.00,1,0
1.00,-0.42,-1.12,-0.48,-0.90,-0.50,-0.99,1.00,1,0
1.00,-0.49,-1.14,-0.52,-1.10,-0.50,-4.28,1.02,1,0
1.00,-0.47,-0.90,-0.47,-1.19,-0.41,-4.06,1.28,1,0
1.00,-0.46,-1.02,-0.52,-0.93,-0.75,-3.24,0.37,1,0
1.00,-0.61,-0.91,-0.62,-1.05,-0.77,-3.99,0.29,1,0
1.00,-0.53,-1.10,-0.65,-1.04,-0.67,-4.07,0.69,1,0
1.00,-0.40,-0.88,-0.56,-1.14,-0.62,-4.23,0.51,1,0
1.00,-0.68,-1.15,-0.67,-1.08,-0.55,-1.68,0.14,1,0
1.00,-0.73,-0.92,-0.41,-1.18,-0.42,-0.99,0.88,1,0
1.00,-0.72,-0.86,-0.64,-0.89,-0.59,-1.25,0.06,1,0
1.00,-0.59,-0.97,-0.50,-1.15,-0.57,-1.21,0.33,1,0
1.00,-0.50,-1.09,-0.73,-1.12,-0.43,-1.76,0.19,1,0
1.00,-0.42,-1.00,-0.74,-1.02,-0.57,-2.45,0.72,1,0
1.00,-0.73,-1.08,-0.66,-0.90,-0.70,-3.86,0.47,1,0
1.00,-0.49,-1.15,-0.71,-1.17,-0.47,-1.85,0.28,1,0
1.00,-0.67,-0.98,-0.49,-1.10,-0.65,-2.21,0.18,1,0
1.00,-0.45,-1.01,-0.71,-1.20,-0.68,-2.94,1.14,1,0
1.00,-0.53,-1.14,-0.66,-0.94,-0.49,-3.62,1.14,1,0
1.00,-0.43,-0.98,-0.55,-1.10,-0.77,-3.16,0.96,1,0
1.00,-0.78,-1.00,-0.51,-1.00,-0.50,-1.11,1.06,1,0
1.00,-0.48,-0.93,-0.41,-1.15,-0.53,-4.42,0.35,1,0
1.00,-0.60,-0.97,-0.71,-0.87,-0.52,-2.38,0.25,1,0
1.00,-0.50,-1.06,-0.61,-1.15,-0.73,-1.13,0.47,1,0
1.00,-0.43,-1.03,-0.44,-0.91,-0.65,-2.51,1.18,1,0
1.00,-0.52,-1.18,-0.59,-0.94,-0.62,-2.98,0.77,1,0
1.00,-0.49,-1.15,-0.51,-1.18,-0.68,-3.54,0.58,1,0
1.00,-0.44,-1.15,-0.66,-1.04,-0.48,-4.25,0.73,1,0
1.00,-0.52,-1.13,-0.71,-0.88,-0.44,-3.93,1.06,1,0
1.00,-0.77,-1.13,-0.78,-1.02,-0.55,-4.31,0.93,1,0
1.00,-0.47,-1.03,-0.60,-1.14,-0.74,-3.51,0.36,1,0
1.00,-0.43,-1.05,-0.66,-1.16,-0.73,-4.02,1.15,1,0
